Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsBayFX(N),FirstStage.AvionicsBayFY(N),FirstStage.AvionicsBayFZ(N),FirstStage.AvionicsBayMX(Nm),FirstStage.AvionicsBayMY(Nm),FirstStage.AvionicsBayMZ(Nm),FirstStage.AvionicsTubeFX(N),FirstStage.AvionicsTubeFY(N),FirstStage.AvionicsTubeFZ(N),FirstStage.AvionicsTubeMX(Nm),FirstStage.AvionicsTubeMY(Nm),FirstStage.AvionicsTubeMZ(Nm),FirstStage.FinCanFX(N),FirstStage.FinCanFY(N),FirstStage.FinCanFZ(N),FirstStage.FinCanMX(Nm),FirstStage.FinCanMY(Nm),FirstStage.FinCanMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.MotorAssemblyFX(N),FirstStage.MotorAssemblyFY(N),FirstStage.MotorAssemblyFZ(N),FirstStage.MotorAssemblyMX(Nm),FirstStage.MotorAssemblyMY(Nm),FirstStage.MotorAssemblyMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeShellFX(N),FirstStage.NoseConeShellFY(N),FirstStage.NoseConeShellFZ(N),FirstStage.NoseConeShellMX(Nm),FirstStage.NoseConeShellMY(Nm),FirstStage.NoseConeShellMZ(Nm),FirstStage.NoseConeTubeFX(N),FirstStage.NoseConeTubeFY(N),FirstStage.NoseConeTubeFZ(N),FirstStage.NoseConeTubeMX(Nm),FirstStage.NoseConeTubeMY(Nm),FirstStage.NoseConeTubeMZ(Nm),FirstStage.PVTubeFX(N),FirstStage.PVTubeFY(N),FirstStage.PVTubeFZ(N),FirstStage.PVTubeMX(Nm),FirstStage.PVTubeMY(Nm),FirstStage.PVTubeMZ(Nm),FirstStage.PayloadFX(N),FirstStage.PayloadFY(N),FirstStage.PayloadFZ(N),FirstStage.PayloadMX(Nm),FirstStage.PayloadMY(Nm),FirstStage.PayloadMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),FirstStage.UpperCasingFX(N),FirstStage.UpperCasingFY(N),FirstStage.UpperCasingFZ(N),FirstStage.UpperCasingMX(Nm),FirstStage.UpperCasingMY(Nm),FirstStage.UpperCasingMZ(Nm),FirstStage.intermediateTubeFX(N),FirstStage.intermediateTubeFY(N),FirstStage.intermediateTubeFZ(N),FirstStage.intermediateTubeMX(Nm),FirstStage.intermediateTubeMY(Nm),FirstStage.intermediateTubeMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0.18382637137838923,24.97139336520679,4.421271752915807,0.0029895291503004174,5221.398003754978,-0.0006696736383962122,0.9916774799409847,-3.923514840825648e-06,1.1233566580458731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7241138742657838,-2.4998169898456464,0.0,0.0,0.0,0.0,0.0,0.0,0.4346331231509062,0.00029380620225275466,-0.0531906413778963,0.0,0.0,0.0,0.6504509498189424,0.0004396961785437777,-0.07266051196545213,0.0,0.0,0.0,1.1572381327413248,0.0007830858976176046,-0.04754899113333826,9.032744797671417e-05,-0.1338725068852387,-3.923514840825648e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5221.873492324299,0.0,0.0,0.0,0.42584185762637916,0.0002878634238514407,-0.08683840066652557,0.0,0.0,-0.0,0.17834945398261326,0.00012056185540716485,-0.027135160287691494,0.0,0.0,0.0,0.7943295009309664,0.0005369561627377931,-0.08493619148304958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4568143997806766,0.0003088004498159987,-0.055266335462281886,0.0,0.0,0.0,0.04282634997943843,2.895004217024988e-05,-0.00978988468610073,0.0,0.0,0.0,0.28078798490455953,0.00018980893790363304,-0.03812245225885678,0.0,0.0,0.0,30.08987190150146,0.0,-574.1489586687817,9.475885715900969,9.59036757590097,0.6509609906260136,0.018896221274116675,58.56246115442692,0.9996573249755574,0.0,0.026176948307873156,0.027297750211983315,0.0,893.260439410783,180.0387311779132,242.9794283804149,0.0,4636.323685232765,406226.98594829865,0.6205502223331805,0.0,5.904140977426735,3.0018163129749893,0.0018163129749893278,0.0018163129749893278
0.1861826884945401,24.167164738374538,4.426624786542033,-0.0021645610295366107,5223.520548699001,0.00047964725181969437,0.9819107225658195,2.707220941131072e-06,1.1233551244221385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7240878521385383,-2.5022685722868916,0.0,0.0,0.0,0.0,0.0,0.0,0.4305230749843518,-0.0002104692782571454,-0.05604304632027587,0.0,0.0,0.0,0.6443000501489953,-0.0003149781612537969,-0.07657747278205948,0.0,0.0,0.0,1.1803044866064267,-0.0005775364768020076,-0.0498796151986381,-6.659055550313573e-05,-0.13657136572159662,2.707220941131072e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.021303086747,0.0,0.0,0.0,0.434967506229601,-0.00021264202181214557,-0.09147935146630558,0.0,0.0,-0.0,0.1766629169763374,-8.636497969862172e-05,-0.02857062140164026,0.0,0.0,0.0,0.786818033592091,-0.00038465074991823124,-0.08952599181513451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45249459743182907,-0.000221210469009579,-0.058232051159400375,0.0,0.0,0.0,0.04242136850923397,-2.0738481469648032e-05,-0.010292249336034034,0.0,0.0,0.0,0.27813275206316657,-0.00013597041131543512,-0.04015398826720917,0.0,0.0,0.0,30.087818336158627,0.0,-574.1097743077779,9.475276709747654,9.589758569747655,0.6509504837846299,0.019393088030840975,58.55846465578874,0.9996573249755574,0.0,0.026176948307873156,0.02876132470128181,0.0,893.2743774158827,179.97198988602165,243.09241853895867,0.0,4638.479665892306,416907.9912819455,0.6400764489705765,0.0,6.08992061407067,2.9986926798615015,-0.0013073201384985408,-0.0013073201384985408
0.1873608470526155,23.77991907745196,4.4293514219298995,-0.004764714891695182,5224.254396533352,0.0010500361361208794,0.977011791008761,5.8193120991978375e-06,1.1233543034205953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7240748336483045,-2.5034981177998725,0.0,0.0,0.0,0.0,0.0,0.0,0.4284736903699015,-0.00046080990402002373,-0.05749011453517799,0.0,0.0,0.0,0.6412330400708179,-0.0006896258563610012,-0.07856507413245144,0.0,0.0,0.0,1.1918542221541668,-0.001282889035349559,-0.05106503969884642,-0.0001478892965396817,-0.13792264643431945,5.8193120991978375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.76797146019,0.0,0.0,0.0,0.43952706427317545,-0.0004726974581031412,-0.09383341763101674,0.0,0.0,-0.0,0.175821962600063,-0.0001890909606151132,-0.02929841301254787,0.0,0.0,0.0,0.7830726065380957,-0.0008421698245883195,-0.09185526976292908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4503406235336068,-0.0004843270991217354,-0.05973664908344786,0.0,0.0,0.0,0.042219433456275636,-4.54056655426627e-05,-0.01054662060982,0.0,0.0,0.0,0.2768087789337967,-0.00029769908799362574,-0.04118432837179702,0.0,0.0,0.0,30.086791548843014,0.0,-574.0901820386596,9.47497182586886,9.589453685868861,0.650945230363938,0.01964319865929535,58.55646640646965,0.9996573249755574,0.0,0.026176948307873156,0.02954487432168588,0.0,893.2818389155037,179.93838022480196,243.13180116302135,0.0,4639.231131125167,422284.52180934505,0.6498512772752152,0.0,6.182921893038453,2.9971308633047578,-0.0028691366952424456,-0.0028691366952424456
0.19325163984299262,21.98403071620465,4.443247349019285,-0.01800271843695961,5227.3108824033,0.0038577525562038207,0.9524452600807596,1.9588438064266356e-05,1.123350137694182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.724009666910734,-2.509651748003885,0.0,0.0,0.0,0.0,0.0,0.0,0.4183041401405874,-0.0016945495018080422,-0.06491216539454571,0.0,0.0,0.0,0.6260137821414308,-0.0025359809785678975,-0.08876413296061862,0.0,0.0,0.0,1.2494905721590517,-0.005064814085102939,-0.05717539195390062,-0.0005833272771854081,-0.14466522264767848,1.9588438064266356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.890242019491,0.0,0.0,0.0,0.46219468104046113,-0.0018723500231965467,-0.10590396494013088,0.0,0.0,-0.0,0.17164894026458585,-0.000695349623155714,-0.03302696497721207,0.0,0.0,0.0,0.7644868768086597,-0.0030969352964078023,-0.10381009219528041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43965207556845187,-0.001781029959141694,-0.06745421786538057,0.0,0.0,0.0,0.041217382084542356,-0.0001669715586695338,-0.011846551642987752,0.0,0.0,0.0,0.2702388988115139,-0.001094737410909437,-0.0464661342613065,0.0,0.0,0.0,30.08165760712608,0.0,-573.9922205950118,9.473443595706911,9.58792545570691,0.6509189632604786,0.020905963074090067,58.546475159874205,0.9996573249755574,0.0,0.026176948307873156,0.03352062720834807,0.0,893.3196983072452,179.767896144901,243.2966899276322,0.0,4642.3773961809775,449429.5556113042,0.6987139946884507,0.0,6.647819594731663,2.989321780521038,-0.010678219478962088,-0.010678219478962088
0.19429889189461522,21.68784776949058,4.445732927820196,-0.020398240094154654,5229.157945737342,0.00434900130419932,0.9480754278322021,2.1756095823152743e-05,1.1233493649999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.723998068747989,-2.5107429230821277,0.0,0.0,0.0,0.0,0.0,0.0,0.41651195869049784,-0.001910753990562398,-0.0662615317245579,0.0,0.0,0.0,0.6233316899023313,-0.002859542178979589,-0.09061915082602676,0.0,0.0,0.0,1.2596837516984989,-0.005782198344615672,-0.0582914299505487,-0.000665848933131308,-0.14585757374265768,2.1756095823152743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5229.749270077184,0.0,0.0,0.0,0.4661901796694109,-0.0021386534709949253,-0.10809785699866849,0.0,0.0,-0.0,0.17091352787644568,-0.000784068016816984,-0.033704107502262874,0.0,0.0,0.0,0.7612115107102202,-0.0034920676379243823,-0.10598487416322815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4377684310650474,-0.00200826833214972,-0.06885738628821897,0.0,0.0,0.0,0.0410407904123482,-0.0001882751561390363,-0.012082087830422144,0.0,0.0,0.0,0.26908108779539575,-0.0012344129659719492,-0.04742591455787876,0.0,0.0,0.0,30.080744903632834,0.0,-573.9748051749018,9.473171245007851,9.58765310500785,0.650914293553197,0.02113203824902091,58.54469893825724,0.9996573249755574,0.0,0.026176948307873156,0.03425811014844484,0.0,893.3267207994598,179.73715671525562,243.39413978530325,0.0,4644.236850235398,454289.35392753774,0.7073845086601527,0.0,6.730314024663861,2.9879334991372657,-0.012066500862734461,-0.012066500862734461
0.1956079569591435,21.325738821049345,4.44885785278464,-0.023411020313875115,5250.374099984896,0.0049596075829523995,0.9426026341535936,2.4357765922716768e-05,1.1233483865131044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7239835655392532,-2.5121083692189856,0.0,0.0,0.0,0.0,0.0,0.0,0.41427379937544,-0.0021796729734994877,-0.06796519211508621,0.0,0.0,0.0,0.6199821687204861,-0.0032619933465475094,-0.09296154970158103,0.0,0.0,0.0,1.272432125197325,-0.0066984758054159654,-0.05970264529873319,-0.0007712192775831579,-0.14734878316604375,2.4357765922716768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.980532525778,0.0,0.0,0.0,0.47118210440712516,-0.0024790920886649517,-0.11086753906970391,0.0,0.0,-0.0,0.16999511077819776,-0.0008944175305049621,-0.03455874284919524,0.0,0.0,0.0,0.7571210816171834,-0.003983540261912857,-0.10873122605289852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43541604844701415,-0.0022909114562849786,-0.07062900639934014,0.0,0.0,0.0,0.04082025454190757,-0.00021477294902671676,-0.012379139114860212,0.0,0.0,0.0,0.26763515969996093,-0.001408143902017686,-0.0486375002804634,0.0,0.0,0.0,30.079604023189077,0.0,-573.9530358792102,9.47283052400152,9.587312384001521,0.6509084564190949,0.021415982972835503,58.54247866123603,0.9996573249755574,0.0,0.026176948307873156,0.03519201870534658,0.0,893.3356136070018,179.69854499629216,244.50412897519072,0.0,4665.416705689542,460393.12626180873,0.7182448402584568,0.0,6.833643177583837,2.98619814740755,-0.013801852592449964,-0.013801852592449964
0.1956079569591435,21.322915137948172,4.448919049625345,-0.023411743806146686,5250.373975649176,0.004959512777044655,0.942567615302347,2.4353768521251373e-05,1.12334838739388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7239835655392532,-2.5121191549672,0.0,0.0,0.0,0.0,0.0,0.0,0.41425953274548716,-0.002179635443106429,-0.0679792092821237,0.0,0.0,0.0,0.6199608179708325,-0.0032619371803730697,-0.09298082391765324,0.0,0.0,0.0,1.2725432247648352,-0.00669917407333151,-0.059714287561601354,-0.0007712985511525348,-0.14736176568828485,2.4353768521251373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.980532525778,0.0,0.0,0.0,0.4712253640037941,-0.0024793623897230326,-0.11089032580659575,0.0,0.0,-0.0,0.16998925654038954,-0.0008944021301022932,-0.0345657729068928,0.0,0.0,0.0,0.7570950081210627,-0.0039834716718841635,-0.10875382509320086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43540105372698096,-0.0022908720105477226,-0.07064358288347265,0.0,0.0,0.0,0.04081884878690447,-0.00021476925098884897,-0.012381581391240782,0.0,0.0,0.0,0.2676259429650586,-0.0014081196560896184,-0.04864746775944133,0.0,0.0,0.0,30.07960402326465,0.0,-573.9530358806522,9.47283052400152,9.587312384001521,0.6509084564190949,0.021418317987480825,58.54247866123603,0.9996573249755574,0.0,0.026176948307873156,0.0351911779016711,0.0,893.3356056022141,179.69853980535785,244.50412264442605,0.0,4665.416584891356,460443.32390693435,0.7183350579034152,0.0,6.834501541138176,2.98619814740755,-0.013801852592449964,-0.013801852592449964
0.1979868354007358,20.68587263226837,4.454667151795679,-0.028940264769942124,5306.5633561520035,0.006059078409792938,0.932577488859917,2.87882454237387e-05,1.1233465955612796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7239571941448903,-2.514608782647511,0.0,0.0,0.0,0.0,0.0,0.0,0.4101912824323417,-0.002664480511945202,-0.0711306956716369,0.0,0.0,0.0,0.6138724709504699,-0.00398753290408351,-0.09731478827749611,0.0,0.0,0.0,1.2957746398359524,-0.008421038989382998,-0.06233096276023373,-0.0009692248082645467,-0.15007910449321835,2.87882454237387e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307.197866362077,0.0,0.0,0.0,0.4803080763590834,-0.0031199383409610992,-0.11601307240051083,0.0,0.0,-0.0,0.16831987106706436,-0.0010933557962809625,-0.03614584878901845,0.0,0.0,0.0,0.7496599299625556,-0.0048695678321757155,-0.11383569425463515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311251823633716,-0.002800460896692751,-0.07392087245509946,0.0,0.0,0.0,0.04041798584656609,-0.00026254320906494543,-0.01293014158475555,0.0,0.0,0.0,0.2649977129782731,-0.0017213462893549438,-0.050888133880397195,0.0,0.0,0.0,30.07753077459095,0.0,-573.9134759393216,9.472210549813648,9.586692409813647,0.6508978489765372,0.021939242993078197,58.53844389682039,0.9996573249755574,0.0,0.026176948307873156,0.03690138933462279,0.0,893.351890375877,179.6278288999471,247.44289507794014,0.0,4721.491703389366,471641.28036313085,0.7381787158578156,0.0,7.023301335021275,2.9830446060517675,-0.016955393948232585,-0.016955393948232585
0.19917627462153198,20.370744342995838,4.4577161285478795,-0.031733165458114033,5278.599898929595,0.006603617180822526,0.9274772671689253,3.08594521866018e-05,1.123345644047588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7239440008704334,-2.5158829111050545,0.0,0.0,0.0,0.0,0.0,0.0,0.4081225416005755,-0.0029049163198140737,-0.07276796152254646,0.0,0.0,0.0,0.6107764932918955,-0.004347357526894165,-0.09956682945071703,0.0,0.0,0.0,1.3076837288734349,-0.009312006141917906,-0.06369346843661909,-0.001071597217347202,-0.1514720170247759,3.08594521866018e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5279.248934361783,0.0,0.0,0.0,0.48495702004496294,-0.0034518053239895523,-0.1186741058234582,0.0,0.0,-0.0,0.16747097396713267,-0.0011920173864064646,-0.03696631158379118,0.0,0.0,0.0,0.7458791277527758,-0.005308984998280894,-0.11647661296322652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42895086441329444,-0.003053167221652861,-0.07562353963767265,0.0,0.0,0.0,0.04021414353874636,-0.00028623442702995573,-0.013214671711962764,0.0,0.0,0.0,0.26366123506506134,-0.0018766761121281608,-0.05205193105768115,0.0,0.0,0.0,30.076494145491857,0.0,-573.8936958777874,9.471900173538504,9.586382033538504,0.6508925452552585,0.022207724838588457,58.53642651461257,0.9996573249755574,0.0,0.026176948307873156,0.03780960258928543,0.0,893.3605380584881,179.59218955744512,245.98244577402883,0.0,4693.6246705959375,477412.6205815082,0.7483704226254547,0.0,7.120268947619159,2.981467835373876,-0.01853216462612392,-0.01853216462612392
0.2051234707255128,19.014237003562098,4.4726583597070615,-0.04412305032404769,5389.44152685586,0.008927401293530313,0.9042230070683863,3.8750945375934376e-05,1.1233408127637954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7238779587044837,-2.5217111475538996,0.0,0.0,0.0,0.0,0.0,0.0,0.3987688600791902,-0.003933466432979898,-0.08048445368744422,0.0,0.0,0.0,0.5967782250840296,-0.005886635972114743,-0.11018467883497808,0.0,0.0,0.0,1.3624022729004235,-0.013443403189625516,-0.07010732079227491,-0.0015441885725969036,-0.15786807102846453,3.8750945375934376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5390.159010548521,0.0,0.0,0.0,0.5062610538636573,-0.004993772235129557,-0.1312126788410124,0.0,0.0,-0.0,0.16363273913594356,-0.0016140776052572684,-0.04082955940062811,0.0,0.0,0.0,0.7287844684205892,-0.0071887489982046405,-0.12893005735915747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191198225935765,-0.004134208857835424,-0.08364864836699057,0.0,0.0,0.0,0.03929248336814781,-0.00038758208042207105,-0.014551737968104604,0.0,0.0,0.0,0.25761843426150444,-0.0025411549524785647,-0.05753455741078301,0.0,0.0,0.0,30.071310993756565,0.0,-573.7947954510531,9.47034439752039,9.58482625752039,0.6508660266488645,0.023453962452506735,58.52633960357346,0.9996573249755574,0.0,0.026176948307873156,0.042421090981373116,0.0,893.404446508631,179.43485126599703,251.78069397607825,0.0,4804.261837088617,504201.7038044266,0.7954013703727666,0.0,7.567738525114585,2.9746137521929623,-0.025386247807037618,-0.025386247807037618
0.20618075003288716,18.94282373867564,4.47131942197596,-0.046217148876437256,5416.344768240089,0.009336002811130974,0.9024554178763622,4.036400745933977e-05,1.1233398942369597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7238662046469386,-2.5220341693164907,0.0,0.0,0.0,0.0,0.0,0.0,0.3980580181829525,-0.004114043081592386,-0.08088837959004007,0.0,0.0,0.0,0.5957144134186255,-0.006156878266934812,-0.11074063944444971,0.0,0.0,0.0,1.3647727998799728,-0.014110104037551162,-0.07043792499668992,-0.001620538444104199,-0.15814534730816077,4.036400745933977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5417.076696733204,0.0,0.0,0.0,0.5071934480149121,-0.005241988857201468,-0.1318688979393535,0.0,0.0,-0.0,0.16334104884059084,-0.001688176298998255,-0.04103163515686219,0.0,0.0,0.0,0.7274853435757409,-0.007518768390496431,-0.1404492533316952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4183727032488411,-0.004324001142308137,-0.08406874462197128,0.0,0.0,0.0,0.03922244092957886,-0.0004053751070913877,-0.014621566668762753,0.0,0.0,0.0,0.2571592058847453,-0.0026578136942632187,-0.05782145136485147,0.0,0.0,0.0,30.07038953945876,0.0,-573.7772130556452,9.470067135132862,9.584548995132863,0.65086131222995,0.023518197017768736,58.52454637494429,0.9996573249755574,0.0,0.026176948307873156,0.043297873676818324,0.0,893.4127944283213,179.4078528703818,253.18768395453864,0.0,4831.108805185882,505582.20067416294,0.7977476230475642,0.0,7.590061628164307,2.973424681614875,-0.0265753183851251,-0.0265753183851251
0.20750234916710514,18.618786871069084,4.4758375213654045,-0.04899419725107846,5434.093474539628,0.009825164291291287,0.8966454108193713,4.170841166686867e-05,1.1233387586589618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.723851506457974,-2.5235212849965993,0.0,0.0,0.0,0.0,0.0,0.0,0.39573768260995273,-0.004331470585447351,-0.08293295584723985,0.0,0.0,0.0,0.592241911216274,-0.006482269772703967,-0.11355506519711762,0.0,0.0,0.0,1.3789429767426322,-0.015097734478572843,-0.07211308391722401,-0.0017328752753112122,-0.1597982568431443,4.170841166686867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5434.8442091686775,0.0,0.0,0.0,0.5126933618623143,-0.005611586446897738,-0.13519030376544613,0.0,0.0,-0.0,0.1623889111399461,-0.00177739655058012,-0.04205422819764423,0.0,0.0,0.0,0.723244730287155,-0.007916135897541712,-0.14444559533909035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41593395055004695,-0.004552524946359837,-0.08619519906432066,0.0,0.0,0.0,0.03899380786406689,-0.0004267992137212347,-0.014974733393185538,0.0,0.0,0.0,0.25566018909301597,-0.0027982793592536592,-0.059273464328328106,0.0,0.0,0.0,30.069237722672334,0.0,-573.7552350821043,9.46972026829234,9.58420212829234,0.6508554192063069,0.023842909453506953,58.522304839157826,0.9996573249755574,0.0,0.026176948307873156,0.04438183586900589,0.0,893.4231149983983,179.37290512171396,254.11646433410257,0.0,4848.830990561222,512562.21902840055,0.8099423953326269,0.0,7.7060871361206456,2.9719383433922655,-0.02806165660773447,-0.02806165660773447
0.20750234916710514,18.389888936582853,4.481971180961873,-0.04914939544431011,5434.079324896598,0.009804816269153027,0.8930692454712317,4.107975070923031e-05,1.1233388048605895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.723851506457974,-2.524593337585199,0.0,0.0,0.0,0.0,0.0,0.0,0.39431779058455635,-0.0043236935806196955,-0.08447079802478515,0.0,0.0,0.0,0.5901169693575774,-0.00647063108272051,-0.1156722260594873,0.0,0.0,0.0,1.3900535651383583,-0.015246526574196624,-0.07336893243583067,-0.0017492040971977436,-0.16109273892631631,4.107975070923031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5434.8442091686775,0.0,0.0,0.0,0.5169884503933798,-0.0056687770564616425,-0.13768831583423857,0.0,0.0,-0.0,0.16180626579159382,-0.0017742052968749784,-0.04282312761106646,0.0,0.0,0.0,0.7206497552062583,-0.00790192275078772,-0.1474606804572525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41444159506956135,-0.004544351046113391,-0.08779465272520132,0.0,0.0,0.0,0.03885389953777139,-0.0004260329105731305,-0.015240098899437378,0.0,0.0,0.0,0.25474288988281596,-0.0027932551459624133,-0.060365440031164286,0.0,0.0,0.0,30.06923772663537,0.0,-573.7552351577234,9.46972026829234,9.58420212829234,0.6508554192063069,0.02408590389478517,58.522304839157826,0.9996573249755574,0.0,0.026176948307873156,0.044337703416767245,0.0,893.4226951000604,179.3717770984634,254.11574161035497,0.0,4848.817200170606,517786.00451045146,0.8191375438048981,0.0,7.793573129896519,2.9719383433922655,-0.02806165660773447,-0.02806165660773447
