Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),TimeStep(s),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
0,0.0,0.0,0.0,-3.141592653589793,-8.659560562354932e-17,1.5707963267948963,1.0,0.0,0.0,0.0,0.0,12.35,0.01,0.0,0.0,50.0
0.01,0.0001920378802606151,-0.0028042864858962985,-3.700708673954179e-18,-3.1415916939355437,1.4013770324793677e-05,1.5707963268016205,0.9999999999753367,4.798271246535576e-07,-7.006885162383609e-06,4.652185400412779e-05,3.1932219475256317e-06,12.850827182260842,0.01,0.009305028808478452,0.0006386922386726225,50.29876452520344
0.02,0.000385743839916316,-0.005632638926713033,-5.921032144016957e-18,-3.141588806829564,5.6172363752779624e-05,1.5707963269029352,0.9999999996037335,1.923380112345789e-06,-2.8086181872792517e-05,0.0001861993610375214,1.278071393701178e-05,13.357308409001032,0.009999999999999998,0.01863568909852202,0.0012791693881359554,50.99746821069998
0.03,0.0005815783321737613,-0.008491725187878135,-1.0361728949688483e-17,-3.1415839719630974,0.00012676900209235935,1.570796327345163,0.9999999979817813,4.3408133216929335e-06,-6.33845010043779e-05,0.000419296257260314,2.878088058671784e-05,13.870776293265232,0.010000000000000002,0.02798450915607362,0.0019209259598437795,51.696095933752545
0.04,0.0007794695709194724,-0.011380495006335175,-1.480231535137233e-17,-3.1415771684063367,0.00022610581998966532,1.5707963285454833,0.9999999935795459,7.7425915796568e-06,-0.00011305290975744362,0.000745861536499132,5.119743292183476e-05,14.391230072554679,0.010000000000000002,0.03732490099690188,0.0025621406749009065,52.3946471206998
0.05,0.0009793417952900414,-0.014297840176572797,-1.9242788567484873e-17,-3.1415683759669126,0.000354474160778333,1.570796331097615,0.9999999842198334,1.2138810868105001e-05,-0.00017723707947434254,0.0011656763086060327,8.001573083083499e-05,14.91866897866537,0.010000000000000002,0.046629877093083,0.0032009646720052797,53.09312120367504
0.060000000000000005,0.001181115183330372,-0.01724259332098261,-2.3683145817913504e-17,-3.1415575752298968,0.0005121539908733478,1.570796335777219,0.999999967058475,1.7539178222179273e-05,-0.00025607699267737454,0.0016782498436990223,0.00011520250993769244,15.453092237731331,0.010000000000000002,0.055872058429488655,0.0038355220550018634,53.79151761764447
0.07,0.001384705768003186,-0.020213526694892923,-2.664310562981022e-17,-3.1415447475986027,0.000699413302036734,1.570796343546993,0.9999999385657569,2.3952991199108855e-05,-0.00034970664399083974,0.002282815700635936,0.00015670561420120258,15.994499070237508,0.009999999999999995,0.06502368329779573,0.004463910491014785,54.489835797293615
0.08,0.0015900253558157498,-0.02320935103012037,-2.7382573833898922e-17,-3.1415298753361496,0.0009165075018808407,1.570796355561419,0.9999998945091133,3.138911692970688e-05,-0.00045825373512757426,0.0029783279472110433,0.00020445373475512532,16.54288869100076,0.009999999999999995,0.07405661685078042,0.0050842018607414104,55.188075173764304
0.09,0.001796981448339969,-0.026228714421020448,-2.9602273670788646e-17,-3.1415129416077634,0.0011636787930141006,1.5707963731711354,0.9999998299372136,3.9855970766161207e-05,-0.0005818393641401179,0.0037634574797892747,0.0002583561555185727,17.098260309117503,0.009999999999999995,0.08294236143923074,0.00569444296246379,55.88623517124573
0.09999999999999999,0.002005477166912364,-0.029270201257160282,-3.330218427173212e-17,-3.1414939305237843,0.0014411555412746772,1.5707963979268933,0.9999997391655701,4.9361494541158625e-05,-0.0007205777091572307,0.0046365884503138275,0.00031830250612145276,17.660613127876545,0.009999999999999995,0.09165206775329786,0.006292656271298781,56.58431520342355
0.10999999999999999,0.0022154111808108563,-0.03233233120687931,-3.7002006539480354e-17,-3.14147282718334,0.0017491516335393642,1.5707964315830645,0.9999996157638009,5.9913134454863964e-05,-0.000874575706847798,0.005595814808838184,0.0003841625227047991,18.22994634463572,0.009999999999999995,0.10015654678950886,0.006876840755168212,57.282314669791916
0.11999999999999998,0.0024266776392157597,-0.03541355825614742,-4.144184765005536e-17,-3.1414496177186506,0.0020878658256384937,1.570796476100662,0.9999994525446829,7.151781860781367e-05,-0.001043932725876248,0.006638936969942439,0.00045578581717040323,18.80625915066099,0.009999999999999995,0.10842628266397505,0.00744497274892423,57.98023295183412
