Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),TimeStep(s),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
0,0.0,0.0,0.0,-3.141592653589793,-8.659560562354932e-17,1.5707963267948963,1.0,0.0,0.0,0.0,0.0,12.35,0.01,0.0,0.0,50.0
0.01,-0.0030267643568900964,0.0004949240499144374,4.070778109429456e-18,3.1415775300133477,-2.4728961059062073e-06,1.5707963268135967,0.9999999999706454,-7.56178822278052e-06,1.2364480529448442e-06,-9.115665391874137e-06,-5.55128149297389e-05,12.850829096245727,0.01,-0.0018233110078090748,-0.011103572626935034,50.29914774390122
0.02,-0.0060836540717812354,0.0009948692085724685,7.586348076284861e-18,3.1415320102508164,-9.9164816119153e-06,1.5707963270955911,0.9999999995280062,-3.0321669482689592e-05,4.958240808173505e-06,-3.648765000874741e-05,-0.0002221994822235814,13.35731608992061,0.009999999999999998,-0.0036522529883913604,-0.022240723601536304,50.99823934931026
0.03,-0.00917886644451036,0.001501193917693282,1.1286880137402367e-17,3.1414557291824208,-2.2391546569588562e-05,1.5707963283279431,0.9999999975937908,-6.846220361988138e-05,1.1195773310757283e-05,-8.217637750619898e-05,-0.0005004195421913105,13.870793649650798,0.010000000000000002,-0.0054858853204609245,-0.03340551891735606,51.69726088097794
0.04,-0.012311418278612497,0.0020137372812143914,1.6467616044575573e-17,3.1413483084494818,-3.996108964512581e-05,1.570796331677343,0.9999999923373205,-0.00012217256977869204,1.9980544970324532e-05,-0.00014620539031960961,-0.0008903066665954243,14.391261072496498,0.010000000000000002,-0.007319522572082568,-0.0445693244364345,52.39621190000536
0.05,-0.015480268018988847,0.0025323288603907195,1.9797884007171917e-17,3.1412093798157383,-6.268645269898801e-05,1.5707963388088342,0.9999999811464529,-0.00019163688557207316,3.134322691994036e-05,-0.0002285509817590763,-0.0013917058019468024,14.918717651170903,0.010000000000000002,-0.00914840052615136,-0.05570303033522967,53.09509197534579
0.060000000000000005,-0.018684314285903017,0.0030567884253316743,2.349812764799323e-17,3.1410385857581904,-9.06272238442225e-05,1.570796351903944,0.9999999605994434,-0.00027703391140460515,4.531361364572977e-05,-0.00032914141363210483,-0.002004168446498209,15.453162674102089,0.010000000000000002,-0.010967677294957824,-0.06677705799473183,53.79390068044569
0.07,-0.021922394427280122,0.0035869257095361715,2.867857156936482e-17,3.1408355800724803,-0.00012384113794455242,1.570796373678135,0.999999926437884,-0.0003785367474391561,6.192057336987686e-05,-0.00044785614561011284,-0.0027269479997917333,15.994595425460302,0.009999999999999995,-0.012772434555138058,-0.07776136762566044,54.49263758968232
0.08,-0.025193283093010107,0.0041225401680276726,3.182349422203246e-17,3.1406000284926185,-0.00016238397457969407,1.5707964073974772,0.9999998735408614,-0.0004963125233036205,8.119199720277965e-05,-0.0005845250775651644,-0.0035589951922465105,16.543015185148615,0.009999999999999995,-0.014557678907519881,-0.08862546665582173,55.19130227459976
0.09,-0.028495690835090546,0.0046634207397161275,3.496832372844111e-17,3.1403316093248006,-0.00020630945351183776,1.5707964568944575,0.9999997959004813,-0.0006305220806532715,0.00010315474708325448,-0.000738927806148351,-0.004498953602542984,17.098421228754948,0.009999999999999995,-0.016318343366350692,-0.0993384189065234,55.8898942999459
0.09999999999999999,-0.031828262737583275,0.0052093456146393114,3.9223280862595895e-17,3.140030014095049,-0.00025566912769401994,1.570796526582817,0.9999996865989115,-0.0007813196487240884,0.00012783460252893246,-0.0009107928969259125,-0.005545155270827742,17.660812827463467,0.009999999999999995,-0.018049288982354934,-0.10986885458468769,56.58841321951366
0.10999999999999999,-0.03518957708050372,0.005760082006762411,4.2923037944604094e-17,3.139694948210348,-0.0003105122738682404,1.5707966214713283,0.9999995377871028,-0.0009488525130330303,0.0001552562062223794,-0.0010997971734334252,-0.006695616416027738,18.230189247923448,0.009999999999999995,-0.019745306604017774,-0.12018498111696697,57.28685857179052
0.11999999999999998,-0.03857814404191075,0.006315385933041764,4.773288178683785e-17,3.139326131632918,-0.00037088578080864435,1.5707967471763962,0.9999993406653465,-0.001133260677402611,0.0001854430084620013,-0.0013055650245520371,-0.007948033265823728,18.806549752073682,0.009999999999999995,-0.021401118781425987,-0.13025459485174196,57.985229875421375
0.12999999999999998,-0.04199240444261818,0.006875001999486327,5.032218193301649e-17,3.1389232995672205,-0.0004368340352729114,1.5707969099333872,0.9999990854658372,-0.0013346765195093474,0.00021841721051047718,-0.0015276677316536445,-0.009299778008089028,19.389893596920615,0.010000000000000009,-0.023011381816916313,-0.14004509365436835,58.68352662449068
0.13999999999999999,-0.04543072853810651,0.007438663194978669,5.3651540466434854e-17,3.138486203159245,-0.0005083988057331778,1.5707971166065617,0.9999987614374067,-0.0015532244401786951,0.00025419970687728754,-0.0017656228170039416,-0.010747894872850413,19.98022003426842,0.010000000000000009,-0.024570687966684678,-0.1495234904204254,59.38174828363065
0.15,-0.04889141486237335,0.008006090693645988,5.753589920766819e-17,3.1380146102075788,-0.0005856191239663536,1.570797374697528,0.9999983568326075,-0.0017890205066730075,0.00029281002657589135,-0.0020188934149532514,-0.012289096354072007,20.577528310399327,0.010000000000000009,-0.02607356779739595,-0.15865642753100676,60.07989428296356
0.16,-0.05237268912862492,0.008576993666600705,6.086503306129185e-17,3.1375083058857243,-0.0006685311645926412,1.570797692352067,0.9999978588973141,-0.002042172090243822,0.00033426627340023794,-0.0022868876674848023,-0.013919759580799426,21.18181766570257,0.010000000000000009,-0.027514492701702597,-0.1674101922732743,60.77796401288716
0.17,-0.05587270319187606,0.009151069103899585,6.604440818850691e-17,3.1369670934750564,-0.0007571681226603347,1.5707980783652444,0.9999972538630255,-0.002312777498245461,0.0003785850652695961,-0.0025689581457284637,-0.01563592284742906,21.793087334250462,0.010000000000000009,-0.028887877576430323,-0.1757507332485637,61.475956818713264
0.18000000000000002,-0.05938953407869376,0.009728001647599894,7.04834818089072e-17,3.1363907951077907,-0.0008515600893846775,1.5707985421846793,0.9999965269420464,-0.0026009256011335054,0.00042578147269513517,-0.002864401299084701,-0.01743328231308516,22.411336543320147,0.010000000000000009,-0.030188083667019566,-0.18364367778928273,62.1738719951709
0.19000000000000003,-0.06292118308948799,0.01030746343682082,7.270199844450696e-17,3.1357792525192507,-0.0009517339261586204,1.5707990939118572,0.9999956623257272,-0.0029066954546991676,0.00047586895642630226,-0.003172456933638476,-0.019307188880294014,23.03656451285978,0.010000000000000009,-0.03140942158162187,-0.19105435040467436,62.871708780786506
0.20000000000000004,-0.06646557497892236,0.010889113965748,7.788098153339229e-17,3.135132327808695,-0.001057713136963737,1.570799744301368,0.9999946431859433,-0.0032301559179189953,0.0005288593043398129,-0.0034923077215757645,-0.021252645263338917,23.668770454897942,0.010000000000000009,-0.03254615447803971,-0.19794779227422207,63.56946635215496
0.21000000000000005,-0.07002055722018646,0.011472599955548614,8.268971894995044e-17,3.1344499042078833,-0.0011695177393204101,1.5708005047579565,0.999993451679995,-0.0035713652668286095,0.0005847625676389983,-0.0038230787433461088,-0.02326430325686033,24.307953572895272,0.010000000000000009,-0.033592501426465894,-0.20428878180605087,64.2671438181165
0.22000000000000006,-0.07358389935904003,0.01205755524119374,8.620307295947707e-17,3.133731886856527,-0.0012871641339275662,1.570801387331269,0.9999920689591064,-0.003930370804859403,0.0006435869964363424,-0.004163837064342935,-0.02533646121543155,24.954113061037475,0.010000000000000009,-0.03454264095072404,-0.21004185627612024,64.96474021385576
