Time(s),Actuator_0_Deflection,Actuator_0_TargetDeflection,Actuator_1_Deflection,Actuator_1_TargetDeflection,Actuator_2_Deflection,Actuator_2_TargetDeflection,Actuator_3_Deflection,Actuator_3_TargetDeflection,PitchError,RollError,YawError
0.36000000000000015,9.32341037534855,9.04944980847585,8.063333697808395e-18,2.459963089562054e-17,-9.32341037534855,-9.04944980847585,-3.6487659258990157e-17,-6.860962463113356e-17,0.09478730516962,2.5349448773214857e-18,2.3960274256341293e-19
0.37000000000000016,9.297339580448611,8.974391342411364,9.636970435276926e-18,2.792358219209185e-17,-9.297339580448611,-8.974391342411364,-3.954446842156282e-17,-7.306772894082468e-17,0.09432555030923974,2.6918876112009165e-18,2.6372386859487834e-19
0.38000000000000017,9.266606992276248,8.895352296057402,1.1377171625429413e-17,3.1480672765945655e-17,-9.266606992276248,-8.895352296057402,-4.2734628448428964e-17,-7.769029781188184e-17,0.09383383395794305,2.850064759060615e-18,2.893699406012568e-19
0.3900000000000002,9.231277436817788,8.812257815508646,1.3290272700477972e-17,3.529641253506108e-17,-9.231277436817788,-8.812257815508646,-4.6061100199336445e-17,-8.24907339476684e-17,0.09331119359034376,3.009044419512898e-18,3.1660071966807434e-19
0.4000000000000002,9.191402447760415,8.725039365580669,1.5384433786198623e-17,3.9357771866380974e-17,-9.191402447760415,-8.725039365580669,-4.952783820683206e-17,-8.753792431477993e-17,0.0927566919071892,3.168804779904367e-18,3.454959222750855e-19
0.4100000000000002,9.147022132727482,8.63363527096693,1.766579853620563e-17,4.3652329827175217e-17,-9.147022132727482,-8.63363527096693,-5.314497614153989e-17,-9.290259895323447e-17,0.0921694207791668,3.3297301266430076e-18,3.761545205309166e-19
0.4200000000000002,9.098166913415932,8.537991269609494,2.0138743950143626e-17,4.8239870741734664e-17,-9.098166913415932,-8.537991269609494,-5.692841418105318e-17,-9.844488964276169e-17,0.09154850533521872,3.4912214162282834e-18,4.0863008568143593e-19
0.4300000000000002,9.044859152797942,8.438061076780036,2.2812919731730302e-17,5.3137343202803795e-17,-9.044859152797942,-8.438061076780036,-6.087922918003609e-17,-1.041423904807566e-16,0.09089310819196025,3.652502234158669e-18,4.429688365910634e-19
0.4400000000000002,8.987114681153265,8.333806958182064,2.5698670165808605e-17,5.835692160323352e-17,-8.987114681153265,-8.333806958182064,-6.499626331333941e-17,-1.0998488807508888e-16,0.09020243381957167,3.812705925569308e-18,4.792136800599272e-19
0.45000000000000023,8.924944231418278,8.225200310194605,2.8806513695024794e-17,6.389153433922398e-17,-8.924944231418278,-8.225200310194605,-6.927749700467886e-17,-1.1601650739906133e-16,0.08947573303824488,3.971236779991659e-18,5.174204629524488e-19
0.46000000000000024,8.858354793160991,8.112230317128276,3.214529484778845e-17,6.97338991399527e-17,-8.858354793160991,-8.112230317128276,-7.372530191225242e-17,-1.2218351807398696e-16,0.0887123149760475,4.127287141645605e-18,5.576122203288189e-19
0.47000000000000025,8.787351661555151,7.994873048258966,3.572232348465541e-17,7.589833435070608e-17,-8.787351661555151,-7.994873048258966,-7.833671087957467e-17,-1.2865789872034636e-16,0.08791152984605739,4.280838249642868e-18,5.998945717393011e-19
0.48000000000000026,8.711937350562604,7.8731383010733875,3.954557641168414e-17,8.239794373857194e-17,-8.711937350562604,-7.8731383010733875,-8.312540504199999e-17,-1.3534171111386692e-16,0.08707279587393145,4.431330267996619e-18,6.443249719133044e-19
0.49000000000000027,8.632115067264227,7.747040033783872,4.362351832978227e-17,8.92693939671947e-17,-8.632115067264227,-7.747040033783872,-8.809444354842345e-17,-1.4215713034232138e-16,0.08619559689792068,4.577658695927167e-18,6.909369421601997e-19
0.5000000000000002,8.547889041846327,7.616604291659382,4.796729771144791e-17,9.650777905984198e-17,-8.547889041846327,-7.616604291659382,-9.323918841164399e-17,-1.4907624927584571e-16,0.08527948739275941,4.71863400306615e-18,7.397460393588271e-19
0.5100000000000002,8.459265580474801,7.4818697799483544,5.2586535246338436e-17,1.0410697634371575e-16,-8.459265580474801,-7.4818697799483544,-9.85527872927647e-17,-1.5606877169035477e-16,0.08432409755760961,4.852978044520755e-18,7.907498500859856e-19
0.5200000000000002,8.366254072495893,7.342888425186757,5.748935344509113e-17,1.1208971445480192e-16,-8.366254072495893,-7.342888425186757,-1.0402615687224283e-16,-1.631319321490944e-16,0.08332913845167379,4.9793198452481975e-18,8.439552525037312e-19
