Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),CGX(m),CGY(m),CGZ(m),CPZ(m),GravityFX(N),GravityFY(N),GravityFZ(N),LowerStage.FirstStageMotorFX(N),LowerStage.FirstStageMotorFY(N),LowerStage.FirstStageMotorFZ(N),LowerStage.FirstStageMotorMX(Nm),LowerStage.FirstStageMotorMY(Nm),LowerStage.FirstStageMotorMZ(Nm),LowerStage.TokenMassFX(N),LowerStage.TokenMassFY(N),LowerStage.TokenMassFZ(N),LowerStage.TokenMassMX(Nm),LowerStage.TokenMassMY(Nm),LowerStage.TokenMassMZ(Nm),LowerStage.firstStageEngineJetDampingFX(N),LowerStage.firstStageEngineJetDampingFY(N),LowerStage.firstStageEngineJetDampingFZ(N),LowerStage.firstStageEngineJetDampingMX(Nm),LowerStage.firstStageEngineJetDampingMY(Nm),LowerStage.firstStageEngineJetDampingMZ(Nm),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
135.11045521468012,8.811044760837852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008264500899278392,0.0,-0.004465807889855683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.233095061564914,0.001,0.15703206677747134,0.15703206677747134,0.6894497298596873,6511672.070223385,309694.5585243831,0.0,0.0,0.008264500899278392,0.0,-0.004465807889855683,0.0,631.5276337896902,2634.402584431118,0.0,-22.583283356340417,474.83861578357,0.0
135.14062114296723,8.81477262964732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826461534370864,0.0,-0.004465457643925985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.23274999321642,0.001,0.15701461281923057,0.15701461281923057,0.68945370501668,6511691.116585937,309774.0274983814,0.0,0.0,0.00826461534370864,0.0,-0.004465457643925985,0.0,631.2445788365492,2634.3891206546105,0.0,-22.589078325313636,474.84000466623064,0.0
135.17832855332617,8.819433141402637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008264758407103553,0.0,-0.004465019847663331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.232318802975959,0.001,0.15699279522989115,0.15699279522989115,0.6894586733415612,6511714.912512033,309873.3631750115,0.0,0.0,0.008264758407103553,0.0,-0.004465019847663331,0.0,630.8907633870558,2634.3722862858176,0.0,-22.596321997089547,474.8417398925269,0.0
135.17832855332617,8.819433135906735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008264758407128373,0.0,-0.004465019847729336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.232318803261888,0.001,0.15699279522992207,0.15699279522992207,0.6894586733415541,6511714.912492121,309873.3632056293,0.0,0.0,0.008264758407128373,0.0,-0.004465019847729336,0.0,630.8907636148607,2634.3722862966288,0.0,-22.5963219993223,474.8417398910748,0.0
135.24693773644853,8.827915130837642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008265018679233706,0.0,-0.004464223272291567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.231534677887202,0.001,0.15695309740470934,0.15695309740470934,0.6894677115101677,6511758.197392052,310054.1053362323,0.0,0.0,0.008265018679233706,0.0,-0.004464223272291567,0.0,630.2469942597862,2634.341651206201,0.0,-22.60950192333931,474.84489627575545,0.0
135.2812423280097,8.832156791266584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826514891031367,0.0,-0.004463825045343781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.231142787365524,0.001,0.1569332482968765,0.1569332482968765,0.6894722297373485,6511779.790152467,310144.4740369542,0.0,0.0,0.00826514891031367,0.0,-0.004463825045343781,0.0,629.92512205989,2634.3263143819786,0.0,-22.616091712919882,474.8464708446765,0.0
135.45276528581564,8.853375403276457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008265799893028208,0.0,-0.004461833911639053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.229185427368032,0.001,0.15683400080743842,0.15683400080743842,0.6894948123015375,6511887.698759148,310596.31488973816,0.0,0.0,0.008265799893028208,0.0,-0.004461833911639053,0.0,628.3157747572845,2634.2496088374046,0.0,-22.649040467521758,474.8543396643707,0.0
135.48325825609226,8.857149241885077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008265915642129818,0.0,-0.004461479958895759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.228837801136956,0.001,0.15681635646906777,0.15681635646906777,0.6894988254839644,6511906.853626363,310676.64075357956,0.0,0.0,0.008265915642129818,0.0,-0.004461479958895759,0.0,628.029675654012,2634.235961076415,0.0,-22.654897921887965,474.8557364593161,0.0
135.521374468938,8.861867229193189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826606033654002,0.0,-0.004461037529329049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.228403416869611,0.001,0.15679430090166324,0.15679430090166324,0.6895038413270508,6511930.7849219935,310777.04752942314,0.0,0.0,0.00826606033654002,0.0,-0.004461037529329049,0.0,627.672055079466,2634.2188966265044,0.0,-22.662219699450247,474.8574815569145,0.0
135.521374468938,8.861867223512435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008266060336565507,0.0,-0.004461037529397081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.2284034171639,0.001,0.15679430090169452,0.15679430090169452,0.6895038413270436,6511930.784901495,310777.04756104323,0.0,0.0,0.008266060336565507,0.0,-0.004461037529397081,0.0,627.6720553147128,2634.2188966377007,0.0,-22.662219701756015,474.8574815554198,0.0
135.59073835307473,8.870455185091577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826632361688641,0.0,-0.004460232397288529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.227613366259801,0.001,0.15675416376856316,0.15675416376856316,0.6895129673481265,6511974.3226732155,310959.7672153803,0.0,0.0,0.00826632361688641,0.0,-0.004460232397288529,0.0,627.021260464178,2634.1878379380773,0.0,-22.67554382907781,474.86065637980204,0.0
135.62542029514307,8.874749842472585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008266455354186023,0.0,-0.004459829893260098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.227218516923092,0.001,0.15673409500270613,0.15673409500270613,0.6895175294825235,6511996.0407747105,311051.12461890286,0.0,0.0,0.008266455354186023,0.0,-0.004459829893260098,0.0,626.695875748991,2634.172288885553,0.0,-22.682205716003637,474.8622400887389,0.0
135.79883000548486,8.896233645490668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267113864232876,0.0,-0.004457817373905501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.22524641160644,0.001,0.15663374918253506,0.15663374918253506,0.6895403313926045,6512104.574870782,311507.90891927923,0.0,0.0,0.008267113864232876,0.0,-0.004457817373905501,0.0,625.068966122668,2634.094521728564,0.0,-22.715514952489087,474.8701545198386,0.0
135.8296583984345,8.900054662181605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267230951954984,0.0,-0.0044574596197819675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.224896172086815,0.001,0.15661590957828392,0.15661590957828392,0.6895443835366705,6512123.840299803,311589.11358311033,0.0,0.0,0.008267230951954984,0.0,-0.0044574596197819675,0.0,624.7797449579591,2634.0806849897917,0.0,-22.721436489961064,474.87155937707803,0.0
135.86819388962158,8.90483163584795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267377319823483,0.0,-0.0044570124387102224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.22445852466043,0.001,0.15659360992552265,0.15659360992552265,0.6895494480677171,6512147.909526788,311690.61884534964,0.0,0.0,0.008267377319823483,0.0,-0.0044570124387102224,0.0,624.4182218714268,2634.063384213446,0.0,-22.728838370414536,474.87331453278927,0.0
135.86819388962158,8.90483162997326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267377319849672,0.0,-0.004457012438780378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.224458524963447,0.001,0.1565936099255543,0.1565936099255543,0.68954944806771,6512147.909505677,311690.6188780201,0.0,0.0,0.008267377319849672,0.0,-0.004457012438780378,0.0,624.4182221144725,2634.063384225047,0.0,-22.72883837279693,474.87331453124995,0.0
135.9383207764838,8.913526978253117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267643644776864,0.0,-0.004456198659851676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.223662546052676,0.001,0.1565530285973246,0.1565530285973246,0.689558662650978,6512191.6980116945,311875.33754295355,0.0,0.0,0.008267643644776864,0.0,-0.004456198659851676,0.0,623.7603255292,2634.031895352762,0.0,-22.742308270270314,474.8765076394656,0.0
135.97338421991492,8.91787534286565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008267776906538626,0.0,-0.004455791833692779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.223264736754343,0.001,0.15653273772977203,0.15653273772977203,0.6895632690470269,6512213.540361433,311967.6943911766,0.0,0.0,0.008267776906538626,0.0,-0.004455791833692779,0.0,623.4313901827915,2634.016130780897,0.0,-22.749043037853085,474.8781004087273,0.0
136.14870143707046,8.939627891959422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008268443035048822,0.0,-0.004453757703425022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.22127788154251,0.001,0.15643128135969786,0.15643128135969786,0.6895862920709511,6512322.69445597,312429.47584691807,0.0,0.0,0.008268443035048822,0.0,-0.004453757703425022,0.0,621.7867276570345,2633.937285545954,0.0,-22.782716672654516,474.8860600508279,0.0
136.17986894234255,8.943496719338004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826856147760241,0.0,-0.00445339610788337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.220925028112326,0.001,0.1564132443171274,0.1564132443171274,0.6895903834902214,6512342.069456634,312511.5688578707,0.0,0.0,0.00826856147760241,0.0,-0.00445339610788337,0.0,621.4943505527286,2633.9232568967695,0.0,-22.788702989420102,474.88747289815774,0.0
136.21882832393266,8.94833347036158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008268709539197153,0.0,-0.004452944125263108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.220484116831035,0.001,0.1563906978634007,0.1563906978634007,0.6895954971008719,6512366.275371306,312614.1845400754,0.0,0.0,0.008268709539197153,0.0,-0.004452944125263108,0.0,621.12888260767,2633.9057161259193,0.0,-22.796185842974438,474.8892380212924,0.0
136.21882832393266,8.948333464286323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.00826870953922405,0.0,-0.004452944125335451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.22048411714303,0.001,0.1563906978634327,0.1563906978634327,0.6895954971008645,6512366.275349567,312614.18457383115,0.0,0.0,0.00826870953922405,0.0,-0.004452944125335451,0.0,621.128882858773,2633.9057161379396,0.0,-22.796185845436042,474.88923801970714,0.0
136.28972660655035,8.957137639495821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016784305533499193,0.0,0.0,0.0,-16.000001,-16.000001,0.008268978945624903,0.0,-0.0044521216085149015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,8.219682209203485,0.001,0.15634966739806855,0.15634966739806855,0.6896048009581381,6512410.312320646,312800.9239656823,0.0,0.0,0.008268978945624903,0.0,-0.0044521216085149015,0.0,620.4638074774074,2633.8737904155164,0.0,-22.809803096639996,474.89244924628065,0.0
