Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EstimatedIntegrationError,EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),TimeStep(s),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
9.435076907527893,-0.001625391741537634,0.004149251505070139,8.722876755491791e-06,1.5283423368087196e-05,3.1381172648475157,-0.06481291296833525,1.5708438147260597,0.9994734487979042,-0.0017360118099186495,0.03240077699898254,119.87012249688722,3.653533500122164,2611.8190165126293,0.008749129906844288,15.464671402205571,0.4891157654093613,194.6971682165574
9.443826037434738,-0.0017031111334693042,0.004534221574743192,8.694276798934361e-06,0.00020063113429660275,3.138102556657708,-0.06485098323531925,1.5708438712466064,0.9994728190724023,-0.001743359587964443,0.03241980191219654,120.00541376152813,3.6578122375502575,2613.5219000807324,0.008844033169255638,15.462122024208977,0.4889786708548832,194.57207980787143
9.452670070603993,-0.001511687512396091,0.004659473509399995,8.666088341687975e-06,0.00028543976444186687,3.138087878670602,-0.06489207507703508,1.5708439383476407,0.9994721399481664,-0.0017506919683129606,0.03244033681151246,120.1421498974083,3.6621361694079044,2615.2421430794934,0.00892357365005303,15.459548419264241,0.48884062533643163,194.44569278288813
9.461593644254046,0.0002573190080482565,0.0033898610693344306,8.631222134797841e-06,0.00013646227502451633,3.138081415529938,-0.06492892806524686,1.5708439906386016,0.999471536356519,-0.0017539194960044535,0.03245875351221428,120.28009276342999,3.6664977732169506,2616.9767247823065,0.00899626153259625,15.456960524979378,0.48870646412304286,194.31823003197036
9.470589905786643,0.002177595837603648,0.0015694908920624146,8.58744320674725e-06,3.585105809326515e-05,3.138092920136399,-0.06495113014699411,1.5708439911099161,0.9994711860424577,-0.001748169329927242,0.032469848875327986,120.41913590964619,3.670893700893412,2618.7242846211457,0.009082943906300045,15.454356944366634,0.4885719963841727,194.1897918661495
9.479672849692943,0.0030545207895094264,0.0003012906419070109,8.544423740930013e-06,8.623440379271536e-05,3.1381176025298565,-0.06495894842027514,1.5708439405250212,0.9994710806036314,-0.0017358351669337845,0.03247375630545072,120.55949503328486,3.675330746591084,2620.4875109320155,0.009179599957773732,15.451729203199061,0.48843359658711294,194.0601803730161
9.488852449650716,0.0029291675957115663,-3.399327031970104e-05,8.50426696388882e-06,7.324009216352518e-05,3.1381456252198516,-0.06495948414173097,1.5708438639820983,0.9994710961272197,-0.0017218324541014506,0.032474024412607785,120.70132353549464,3.679813720741198,2622.2683047846867,0.00927265958401513,15.449073206736461,0.48829160572814306,193.9292551583888
9.498125109234731,0.002415500838522766,0.0003308053936344899,8.463777779230522e-06,0.001400784942423067,3.1381704553614127,-0.0649605036882416,1.5708437886386206,0.9994711008711883,-0.0017094251325030843,0.03247453424927938,120.84456509650505,3.6843408168258582,2624.065931842487,0.00936786753501373,15.446391331652963,0.48814818621329076,193.79706935564744
9.507492976769745,0.004292542365703455,-0.0007396950668593984,8.417532472655997e-06,2.1163797413711955e-06,3.1381970257080614,-0.0649620519834106,1.5708437147145522,0.9994710983515146,-0.0016961481248531365,0.03247530834498109,120.98925218611748,3.688913072260441,2625.880771879662,0.003113230133347855,15.443693066403036,0.4880127142733691,193.66359615899515
9.510606206903093,0.005966850204227913,-0.001935912700769842,8.407704680754246e-06,1.5030519236808193e-06,3.1382129358035513,-0.06495795629233396,1.5708436745718315,0.9994711783143592,-0.0016881980971503625,0.032473261797780026,121.03733056822922,3.6904323039452196,2626.4836221993623,0.0031474097770427534,15.442801364878035,0.4879716476716808,193.61925543478014
9.513753616680136,0.007787633953955651,-0.003342887183821752,8.403620230312963e-06,0.00010638470032281859,3.138234580041293,-0.06494968249910521,1.5708436201372027,0.9994713308545183,-0.001677382908304118,0.03246912737874827,121.08593397566757,3.6919680863873623,2627.092950802713,0.003181983977386338,15.44190143044352,0.487930859085529,193.57443636309299
9.516935600657522,0.007521056635694232,-0.003654251773634023,8.401800338403967e-06,1.3473724661623962e-07,3.138259212471371,-0.06493838514752082,1.5708435554670297,0.9994715348279222,-0.0016650746932148105,0.032463482012671616,121.13506841667142,3.6935206149864572,2627.7088294787663,0.0032136006570198106,15.44099579188616,0.48789419175329396,193.5291334151148
9.520149201314542,0.0073030642722467076,-0.003931329553832275,8.402712336117975e-06,9.088899345384558e-08,3.138282970585325,-0.06492621589820576,1.5708434879070567,0.9994717520450315,-0.0016532034806545964,0.03245740090706396,121.18468814500706,3.695088456695665,2628.3306813246686,0.003248945934329228,15.44008389259984,0.4878601595442951,193.48338906501695
9.523398147248871,0.007303198081550971,-0.004272394126212943,8.40462719954253e-06,5.078906176227635e-08,3.1383066502495667,-0.0649129028709333,1.570843416553817,0.9994719875780431,-0.0016413715723386818,0.03245074820494861,121.23485064835593,3.6966734356101725,2628.959223279256,0.0032846813866722613,15.439164316498616,0.48782834283352167,193.43715053734303
9.526682828635543,0.00747372493071707,-0.004657484015483518,8.40819926892787e-06,1.5924401949763316e-08,3.138330884029258,-0.06489824543227486,1.570843340799067,0.9994722451869021,-0.0016292628693927026,0.03244342365107302,121.28556186017666,3.698275746850002,2629.594525924952,0.0033208112136673407,15.438236823640624,0.48779863534324264,193.39041258291567
