Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),TimeStep(s),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
0,0.0,0.0,0.0,-3.141592653589793,-8.659560562354932e-17,1.5707963267948963,1.0,0.0,0.0,0.0,0.0,12.35,0.01,0.0,0.0,50.0
0.01,-0.004361771900190598,-0.003829167646434898,-1.332253887348532e-17,3.14157085617451,1.913563092682471e-05,1.5707963265863396,0.9999999998948376,-1.0898707639910927e-05,-9.567815463877935e-06,9.085912045561833e-05,-0.00010329557743461199,12.850825088455952,0.01,0.018167848971920388,-0.020654551715609922,50.29834549708069
0.02,-0.008761602344619986,-0.007692050329769972,-1.3322262243822345e-17,3.141505280860189,7.670493891654716e-05,1.5707963234438893,0.9999999983102948,-4.3686364691954e-05,-3.8352469485513544e-05,0.00036340137037565545,-0.000413140061236241,13.357300013670597,0.009999999999999998,0.036343214562239365,-0.0413172322127259,50.99662614670015
0.03,-0.013210618848195101,-0.011598472066549272,-2.9599705265184354e-18,3.141395460162067,0.00017312177543229415,1.570796309725327,0.9999999913929505,-9.859671259534462e-05,-8.656088802885234e-05,0.0008177129892012129,-0.0009296265689984901,13.870757345542573,0.010000000000000002,0.05451541527006122,-0.061975773779812254,51.694827043811415
0.04,-0.017707403468180782,-0.015547187986364126,-1.48021009152697e-17,3.141240909234873,0.0003088153636487278,1.5707962724815006,0.9999999726136232,-0.00017587217026382085,-0.0001544076835989632,0.0014535720891508748,-0.0016524970804328264,14.391196293042391,0.010000000000000002,0.07264630276991825,-0.08258673634560976,52.392949490759314
0.05,-0.022250454897177446,-0.019536879956568574,-1.9242634013448924e-17,3.1410411578183597,0.000484202107837,1.5707961932730556,0.9999999326750953,-0.00027574785797812807,-0.0002421010607583768,0.002270372300354253,-0.0025810557779883765,14.91861607824005,0.010000000000000002,0.09069713076298958,-0.10310600257943078,53.09099480298908
0.060000000000000005,-0.02683818640910992,-0.023566154752732656,-1.924216163521057e-17,3.140795751073715,0.0006996848473079658,1.5707960479943393,0.999999859423453,-0.00039845117434458935,-0.00034984244429096193,0.003267116846729731,-0.0037141623378283478,15.4530159363716,0.010000000000000002,0.10862856628254688,-0.12348879081371965,53.788964296037626
0.07,-0.03146892381814741,-0.027633542240367213,-1.184027001760896e-17,3.1405042504379863,0.0009556520907105514,1.570795806705391,0.9999997377635141,-0.00054420136266049,-0.00047782609793398453,0.004442412740481469,-0.0050502253563627425,15.994395115772031,0.009999999999999995,0.1264007021192629,-0.14368966924055412,54.48685927180929
0.08,-0.03614090345558765,-0.03173749357235872,-1.7761124080501706e-17,3.14016623449624,0.0012524772307451729,1.5707954334730057,0.9999995495788363,-0.0007132090667445795,-0.0006262387337291179,0.005794465106621173,-0.0065871959253106,16.542752877667386,0.009999999999999995,0.143973070407732,-0.1636625714288169,55.18468100414797
0.09,-0.04085227016997575,-0.03587637940676847,-1.7760671245312207e-17,3.139781299871118,0.001590517739403318,1.5707948862218544,0.9999992736568121,-0.0009056758763182067,-0.0007952591120671769,0.007321071649332547,-0.008322561368730951,17.09808849581914,0.009999999999999995,0.16130465741530536,-0.18336081320847017,55.88243072372074
0.09999999999999999,-0.045601075355979834,-0.04004848814987845,-1.4799657138173016e-17,3.1393490621294338,0.0019701143438988857,1.570794116596701,0.999998885619375,-0.0011217938620512956,-0.0009850576325266941,0.009019617272405502,-0.010253339155923831,17.66040125601405,0.009999999999999995,0.1783539195739513,-0.20273711096790686,56.58010960223097
0.10999999999999999,-0.05038527501781051,-0.04425202422960586,-2.9570467820476488e-18,3.1388691567053826,0.002391590183514786,1.5707930698367678,0.9999983578598565,-0.0013617451004176407,-0.0011957959156332152,0.010887068866371708,-0.012376071004559413,18.22969045539287,0.009999999999999995,0.19507880079530118,-0.221743601409713,57.27771873598266
0.11999999999999998,-0.05520272787324972,-0.04848510640465972,-8.878119119041701e-18,3.1383412398399226,0.0028552499476497757,1.5707916846633452,0.9999976594865496,-0.0016257011885359015,-0.0014276263756944267,0.012919970275371243,-0.014686817188842651,18.805955401611566,0.009999999999999995,0.21143675110832308,-0.2403318628093452,57.97525912882107
0.12999999999999998,-0.060051193504645516,-0.052745766115075164,-1.7759586991124065e-17,3.1377649895358193,0.003361378995415695,1.5707898931817428,0.9999967562735436,-0.0019138227492062991,-0.0016806917848960024,0.015114437457170112,-0.017181151067960896,19.389195411828943,0.010000000000000009,0.2273847466581641,-0.2584529378201908,58.67273167447879
0.13999999999999999,-0.06492833056353256,-0.05703194588003413,-1.9239484482407957e-17,3.1371401065278097,0.003910242457204379,1.5707876207987312,0.9999956106194148,-0.0022262589263884417,-0.001955124828874445,0.017466153850128608,-0.019854153850490493,19.9794098115149,0.010000000000000009,0.24287931110360683,-0.27605735786722,59.37013713836005
0.15,-0.06983169503585378,-0.06134149774916445,-2.5160026784658346e-17,3.1364663152673,0.004502084318716519,1.5707847861566147,0.9999941815143601,-0.002563146871402955,-0.0022510476540162434,0.019970365961288483,-0.022700409610853213,20.576597933073845,0.010000000000000009,0.25787653844928304,-0.29309516916994915,60.06747613880065
0.16,-0.07475873857508428,-0.06567218181380183,-3.7001546956542415e-17,3.135743364920951,0.005137126488021948,1.5707813010851077,0.9999924245163757,-0.002924611220178799,-0.002568571406767414,0.022621879190101012,-0.02571400057431208,21.180759114278313,0.010000000000000009,0.27233211734726437,-0.3095159604336908,60.76474912784476
0.17,-0.07970680691089589,-0.07002166478500113,-4.736251232464777e-17,3.134971030382473,0.005815567846302173,1.5707770705721993,0.9999902917370871,-0.003310763561909285,-0.0029077957652740424,0.02541505390265559,-0.02888850268737611,21.791892696508057,0.010000000000000009,0.28620135690089465,-0.32526889224606426,61.46195637158473
0.18000000000000002,-0.08467313834134685,-0.07438751864539327,-5.3282281410899154e-17,3.134149113296889,0.006537583283011611,1.5707719927551946,0.9999877318378454,-0.003721701899523004,-0.00326880846371273,0.02834380177158735,-0.03221698149084203,22.409998022790617,0.010000000000000009,0.29943921400172646,-0.3403027282134546,62.1590979301144
0.19000000000000003,-0.08965486231693622,-0.07876721938230105,-5.920182377900977e-17,3.133277443096482,0.0073033227162839325,1.5707659589331209,0.999984690036702,-0.004157510102421088,-0.0036516848097100556,0.031401582397139916,-0.035691988313035314,23.035074435639693,0.010000000000000009,0.31200032222816504,-0.354565867869536,62.85617363715116
0.20000000000000004,-0.09464899812522577,-0.08315814580985155,-6.956202700817032e-17,3.132355878047586,0.008112910099504347,1.5707588536017039,0.9999811081268812,-0.004618257351979586,-0.004056487195292161,0.034581400225132834,-0.039305556801119856,23.667121274688327,0.010000000000000009,0.32383902233189327,-0.36800638138509273,63.55318307938705
0.21000000000000005,-0.09965245368510132,-0.08755757848815116,-8.288250316206899e-17,3.1313843063073343,0.008966442415067409,1.5707505545121,0.9999769245073656,-0.0051039975803651855,-0.004483264601849535,0.037875801777830426,-0.0430491998086223,24.306137874114537,0.010000000000000009,0.33490939433533917,-0.3805720461051743,64.2501255756338
0.22000000000000006,-0.10466202446012045,-0.09196269874792348,-7.6958916870537e-17,3.1303626469894055,0.009863988656442994,1.5707409327545596,0.9999720742262003,-0.0056147689032640885,-0.004932052099647839,0.04127687321392584,-0.04691390665755987,24.95212355985762,0.010000000000000009,0.3451652912603436,-0.3922103849360893,64.94700015583189
0.23000000000000007,-0.10967439250077225,-0.09637058782934617,-8.287777232598119e-17,3.129290851237769,0.010805588799780804,1.5707298528681932,0.9999664890371229,-0.006150593047177611,-0.005402870342463414,0.044776238234039124,-0.050890140793766796,25.605077646624203,0.010000000000000009,0.35456037450477723,-0.40286870660087093,65.6438055399986
0.24000000000000007,-0.11468612562585624,-0.10077822614416115,-8.583583137720878e-17,3.1281689033073654,0.011791252766395359,1.570717172977977,0.999960097470107,-0.0067114747719939595,-0.005895725057971682,0.04836505634827713,-0.054967837854179524,26.264999434683812,0.009999999999999981,0.3630481508801364,-0.4124941477776225,66.34054011719508
0.25000000000000006,-0.11969367675356882,-0.10518249267047028,-9.02740272227465e-17,3.1269968216505863,0.012820959377589656,1.5707027449601116,0.9999528249163945,-0.007297401289603592,-0.006410606534568173,0.05203402152251353,-0.059136404164962825,26.931888206454527,0.010000000000000009,0.3705820113191077,-0.4210337171305618,67.0372019245974
0.26000000000000006,-0.1246933833932667,-0.10958016448996495,-7.842906138602449e-17,3.125774660008365,0.01389465530339568,1.5706864146368187,0.9999445937285791,-0.007908341679385698,-0.006947489105355261,0.05577336122011546,-0.06338471568943224,27.605743222880257,0.010000000000000009,0.37711527125772143,-0.428434341238629,67.73378862676135
0.2700000000000001,-0.12968146730925384,-0.11396791647767068,-8.13872266664117e-17,3.1245025085046163,0.01501225400693387,1.5706680220015998,0.9999353233362706,-0.008544246301455422,-0.007506330630082837,0.059572835855866424,-0.06770111744475084,28.28656371960202,0.010000000000000009,0.3826012126920176,-0.4346429124211887,68.43029749517582
0.2800000000000001,-0.13465403436830992,-0.11834232115461443,-7.102273802753142e-17,3.1231804947426975,0.016173634686221603,1.570647401475957,0.9999249303778528,-0.009205046208625566,-0.008087071975888016,0.06342173867880929,-0.07207342340634515,28.974348902926625,0.010000000000000009,0.3869931279041071,-0.4396063384546461,69.12672538820381
0.2900000000000001,-0.13960707458304217,-0.12269984871414155,-8.434307705911148e-17,3.121808784902478,0.01737864121539159,1.5706243821984929,0.9999133288488117,-0.009890652558102444,-0.008689636497737515,0.0673088961006555,-0.07648891691889344,29.66909794559711,0.010000000000000009,0.39024436484714303,-0.44327159416770606,69.82306873151516
0.3000000000000001,-0.14453646236349502,-0.1270368672329181,-8.878123160150175e-17,3.1203875848365406,0.018627081087415655,1.5705987883472556,0.9999004302670752,-0.01060095602400343,-0.009313929519536513,0.07122266848627358,-0.0809343516325844,30.37080998237043,0.010000000000000009,0.3923083741730021,-0.44558577489653095,70.5193234991189
0.3100000000000001,-0.1494379569897913,-0.1313496430779496,-8.285732650591295e-17,3.1189171411639496,0.019918724360566367,1.5705704394961144,0.9998861438557667,-0.011335826211853063,-0.009959837816929286,0.07515095142257788,-0.08539595298312339,31.07948410540894,0.010000000000000009,0.3931387578804355,-0.44649615177420543,71.21548519510716
0.3200000000000001,-0.15430720331890113,-0.13563434152122802,-8.433492993285429e-17,3.117397742359936,0.021253302610988695,1.5705391510058704,0.9998703767437293,-0.01209511107628573,-0.010627229102879946,0.07908117748188485,-0.0898594202336711,31.795119359493324,0.010000000000000009,0.3926893195550767,-0.4459502288216997,71.91154883622667
0.3300000000000001,-0.15913973273893725,-0.1398870275738797,-9.173350368704083e-17,3.115829719839758,0.02263050789389522,1.5705047344507037,0.9998530341841236,-0.012878636343255097,-0.011315951517185608,0.08300031849548428,-0.0943099290965345,32.5177147370659,0.010000000000000009,0.3909141161660019,-0.4438958017999451,72.60750893539661
0.34000000000000014,-0.16393096438465413,-0.1441036670519273,-9.469101092814333e-17,3.114213449034907,0.02404999171604194,1.5704669980804744,0.9998340197913519,-0.01368620493812423,-0.012025833121139534,0.08689488835278582,-0.09873213495198609,33.24726917311434,0.010000000000000009,0.38776751137654386,-0.44028101877471254,73.30335948629495
0.35000000000000014,-0.16867620662807986,-0.14828012788599296,-9.764839120245977e-17,3.1125493504597226,0.02551136402228532,1.570425747319251,0.99981323579649,-0.014517596421084675,-0.012756681398627673,0.09075094634094129,-0.10311017668106388,33.9837815399071,0.010000000000000009,0.3832042303197691,-0.43505444233773494,73.99909394913769
0.36000000000000015,-0.17337065885842995,-0.15241218168745604,-8.580291803023796e-17,3.1108378907663825,0.027014192199166107,1.5703807853003522,0.9997905833213527,-0.015372566431428262,-0.013508282765008728,0.09455410103931029,-0.1074276811285962,34.72725064159314,0.010000000000000009,0.3771794157814668,-0.428165113418953,74.69470523777717
0.37000000000000016,-0.1780094135656369,-0.1564955055837328,-8.876049106440306e-17,3.109079583786115,0.028558000098609485,1.5703319134380191,0.9997659626712362,-0.016250846142271,-0.014280402085194734,0.09828951478252583,-0.11166776821200004,35.477675208679756,0.010000000000000009,0.3696486857256858,-0.4195626166159259,75.39018570824753
0.38000000000000017,-0.18258745874197435,-0.1605256843354622,-9.615882764098947e-17,3.1072749915543696,0.03014226708497455,1.570278932035721,0.9997392736463039,-0.017152141727404528,-0.015072782202416393,0.10194190870522729,-0.11581305669061728,36.23505389240365,0.010000000000000009,0.3605681920898194,-0.40919714695735593,76.08552714888535
0.3900000000000002,-0.18709968061635435,-0.16449821274846005,-9.467514683629322e-17,3.1054247253175653,0.03176642710882739,1.5702216409309067,0.9997104158714996,-0.018076133842026484,-0.015885143479224297,0.10549556838075713,-0.11984567060947575,36.99938525901157,0.010000000000000009,0.3498946807680092,-0.39701957800836724,76.78072077215447
0.4000000000000002,-0.19154086673592838,-0.16840849839333588,-9.763243136941879e-17,3.1035294465188907,0.03342986781095159,1.5701598401758894,0.999679289144779,-0.019022477119176623,-0.01671718335234383,0.1089343500652632,-0.12374724643039155,37.77066778396833,0.010000000000000009,0.33758555269325263,-0.3829815312156948,77.47575720830265
0.4100000000000002,-0.195905709409618,-0.17225186464565098,-9.466854997225863e-17,3.1015898677605187,0.03513192966024512,1.5700933307543308,0.9996457938033532,-0.019990799683780168,-0.01756857590306726,0.11224168755771052,-0.12749894086226243,38.548899846111,0.010000000000000009,0.32359892592009337,-0.36703544638132246,78.17062650097678
0.4200000000000002,-0.2001888095281401,-0.17602355405942724,-8.72639063488614e-17,3.09960675373943,0.036871905129284586,1.5700219153326351,0.9996098311075361,-0.020980702686273493,-0.018438971444931326,0.11540059968528185,-0.131081439401239,39.334079721769626,0.010000000000000009,0.3078936986011943,-0.34913465314340797,78.86531810492077
0.4300000000000002,-0.20438468077496336,-0.17971873208668893,-8.874112560836261e-17,3.097580922153921,0.03864903791146344,1.569945399045343,0.9995713036416792,-0.021991759857859016,-0.019327996130491767,0.11839369842253648,-0.13447496559020033,40.126205578875826,0.010000000000000009,0.2904296127424868,-0.3292334433336058,79.55982088587771
0.4400000000000002,-0.208487754242435,-0.18333249115552971,-9.317872698043046e-17,3.0955132445776856,0.04046252218373109,1.569863590313413,0.9995301157315627,-0.023023517089506253,-0.020235251579067685,0.1212031976515009,-0.13765929100560295,40.92527547108189,0.010000000000000009,0.27116731861301274,-0.3072871440702049,80.25412312281324
0.45000000000000023,-0.21249238346704624,-0.1868598551189414,-8.725427283452631e-17,3.093404647298227,0.04231150191907246,1.5697763016940594,0.9994861738774938,-0.024075492036883223,-0.02116031452738769,0.12381092256858311,-0.1406137459783186,41.73128733191425,0.010000000000000009,0.2500684396770779,-0.28325219143689495,80.94821251257284
0.46000000000000024,-0.21639284989744845,-0.19029578408631104,-8.725103488313611e-17,3.091256112116166,0.044195070252971556,1.5696833507605716,0.9994393872022369,-0.025147173753466937,-0.022102736505126157,0.12619831974283732,-0.14331723105352662,42.5442389689861,0.010000000000000009,0.2270956379079892,-0.2570862045875465,81.64207617707946
0.47000000000000025,-0.2201833688083941,-0.19363517964908816,-8.354710941776744e-17,3.089068677101852,0.04611226890819801,1.569584561010315,0.9993896679127743,-0.026238022354142597,-0.023062043537371228,0.1283464678286567,-0.1457482291930844,43.364128058295094,0.010000000000000009,0.20221267933450732,-0.22874806010819504,82.33570067317116
0.48000000000000026,-0.22385809567324289,-0.19687289051163687,-8.132362108217001e-17,3.08684343730549,0.04806208768233919,1.5694797627988484,0.9993369317747606,-0.027347468711658076,-0.024037735876115636,0.1302360889344446,-0.1478848187220671,44.190952138633065,0.010000000000000009,0.17538449966329142,-0.19819796645854607,83.02907200517066
0.49000000000000027,-0.22741113300704494,-0.20000371853771423,-8.502124137454687e-17,3.0845815454168233,0.05004346400257342,1.5693687942978405,0.9992810985983975,-0.028474914188352456,-0.02502928776290704,0.13184756064720887,-0.1497046870193478,45.024708606135405,0.009999999999999953,0.14657726981310493,-0.16539753830684464,83.72217564026975
