Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),Sustainer.AltimeterMassFX(N),Sustainer.AltimeterMassFY(N),Sustainer.AltimeterMassFZ(N),Sustainer.AltimeterMassMX(Nm),Sustainer.AltimeterMassMY(Nm),Sustainer.AltimeterMassMZ(Nm),Sustainer.GeneralMassFX(N),Sustainer.GeneralMassFY(N),Sustainer.GeneralMassFZ(N),Sustainer.GeneralMassMX(Nm),Sustainer.GeneralMassMY(Nm),Sustainer.GeneralMassMZ(Nm),Sustainer.MotorFX(N),Sustainer.MotorFY(N),Sustainer.MotorFZ(N),Sustainer.MotorMX(Nm),Sustainer.MotorMY(Nm),Sustainer.MotorMZ(Nm),Sustainer.NoseconeFX(N),Sustainer.NoseconeFY(N),Sustainer.NoseconeFZ(N),Sustainer.NoseconeMX(Nm),Sustainer.NoseconeMY(Nm),Sustainer.NoseconeMZ(Nm),Sustainer.TailFinsFX(N),Sustainer.TailFinsFY(N),Sustainer.TailFinsFZ(N),Sustainer.TailFinsMX(Nm),Sustainer.TailFinsMY(Nm),Sustainer.TailFinsMZ(Nm),Sustainer.UpperBodyTubeFX(N),Sustainer.UpperBodyTubeFY(N),Sustainer.UpperBodyTubeFZ(N),Sustainer.UpperBodyTubeMX(Nm),Sustainer.UpperBodyTubeMY(Nm),Sustainer.UpperBodyTubeMZ(Nm),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
3.9999999999999587,0.08822528330407078,-0.0028922156803753074,-0.001297197165345233,-0.15126716126151812,-6.182097309441066e-05,0.000114553221319254,0.00046935448117122565,1.2090628347424575,0.00014706097324612352,0.03670035995072951,-72.73070180574507,0.0,0.0,-0.028708400769331063,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41279892015441255,0.09023261196042598,0.003088585511925744,-0.8552291585889469,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07184544119627877,0.087576,-0.07544996057965031,0.05252027457090335,-0.00217614507332569,-1.7091466294755497,0.933969370697519,136.19158679676164,21.642083311420137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006810011914547758,-0.00027020621360016,-0.016350891272173054,0.0,0.0,4.596182881308856e-06,-0.0021995665047643185,-0.0010223692892070068,-0.0234351192472835,-8.719271101674278e-06,3.286500947469739e-05,0.00041285555843766834,-1.1647984156212974e-05,-4.621662538066167e-06,-0.08277274997273051,-6.981577766348005e-13,-4.348098319499357e-08,5.1902739852248434e-05,0.08734039628005068,0.001791388346580511,-1.006496319850465,1654353.256274178,-0.581457270687703,0.29076792966489523,24.270107980362955,2.0,0.0,0.0
3.9999999999999587,0.087836689205134,-0.0028271576293733094,-0.0013792425858921544,-0.15126712972154133,-6.556921597813511e-05,0.00011017202888772521,0.0004693546386867272,1.2090628347585712,-0.0004690749530869946,0.037851705483845755,-72.73070299606722,0.0,0.0,-0.028708394571263993,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41246024114284324,0.09025246837187074,0.0030552049799109954,-0.8552271832664133,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07184544105475599,0.087576,-0.07545070531679537,0.05253036232389272,-0.002196440395618428,-1.70914663433132,0.9339693288195555,136.1915866583575,23.309043427413158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006698891127495119,-0.0002886251841117804,-0.016350887742457423,0.0,0.0,4.5961829476272146e-06,-0.0021458610628737143,-0.001085702441414246,-0.023435115303489646,-9.725266801592947e-06,3.2279309669724597e-05,0.0004128557151369695,-1.140745375008332e-05,-4.914960366127876e-06,-0.08277273210433028,7.103022590759372e-12,-4.6251903714042285e-08,5.19027406021305e-05,0.08742531074249743,0.001675962394018841,-1.0064943129879547,1654353.2530360052,-0.5814529586849126,0.2907738186308878,24.270108320132383,2.0,0.0,0.0
4.004999999999959,0.08988695069725153,-0.0021323166436309562,-0.0023771962184158685,-0.1505489267500916,-0.0001044501694597157,7.616639405581108e-05,0.00046890304605827385,1.209048706455813,-0.014270876031957301,0.03785569633610877,-72.57751379499814,0.0,0.0,-0.02857235042132511,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41211751160004717,0.08342151665461811,0.03498848081768624,-0.8552104873921949,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07167642060774057,0.087576,-0.2542668950318475,0.05215537205216759,0.007332711113700279,-1.7120538991247445,0.93542319791271,136.31293719995816,45.060384678516954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005247761081050098,-0.000525883410620095,-0.016273876388680802,0.0,0.0,4.575666750305395e-06,-0.0015983956024101195,-0.0018421485784366858,-0.02331982068384015,-2.1509999175364107e-05,2.6580773853777157e-05,0.00041265630623076044,-9.144933115827019e-06,-9.164229359087804e-06,-0.08238287925624553,6.574381479375943e-09,-4.626111668083715e-08,5.167107307720801e-05,0.08128920001098716,0.032611284599270374,-1.0057594141422865,1650443.2657079992,-0.5803817927409057,0.2907212129486607,24.21243779063224,2.0,0.0,0.0
4.004999999999959,0.0866700010037387,-0.002156756561194484,-0.00222102219933215,-0.15054919687894985,-9.629466949697207e-05,8.229779999859116e-05,0.00046890683624359,1.2090487400272762,-0.01430478240234151,0.032818123769288374,-72.5776611869876,0.0,0.0,-0.028572397750903065,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41267669941259016,0.08345893717169643,0.03498223136658994,-0.8552070921157964,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07167654113579919,0.087576,-0.2538953238652487,0.05217274627276894,0.007343712802492075,-1.7120485432950245,0.9354229348842988,136.31264884731067,43.539654796499555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005192752886910432,-0.0004934573386636131,-0.01627390300937081,0.0,0.0,4.575683870744488e-06,-0.0016287560542084124,-0.0017192734532149362,-0.023319882101108788,-1.97393491837389e-05,2.6698110808880705e-05,0.0004126598859433812,-8.725218295028086e-06,-8.291407453600806e-06,-0.08238301401756719,6.605659101475283e-09,-3.476811477052331e-08,5.167126642946427e-05,0.08130218061050194,0.03276120916725779,-1.0057562889947462,1650446.0838622998,-0.5803831908183802,0.29072585610804735,24.21247884869129,2.0,0.0,0.0
4.009999999999959,0.08956370849852002,-0.0013188578341592578,-0.0029023726824039505,-0.14983329535893017,-0.00012278672524307135,4.542399130855132e-05,0.00046845562661802727,1.2090346453744194,-0.02447633592188483,0.027779370709402923,-72.4246169038067,0.0,0.0,-0.028436796097345684,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4128031289025806,0.06569126387725586,0.06242667691914286,-0.8551934475644157,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07150764389394752,0.087576,-0.424003774654803,0.050060242880221116,0.016667687506581357,-1.7149504662395039,0.936876587380636,136.4337114468444,63.069386744878564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033368888630421313,-0.0006568666450636249,-0.016197137770862048,0.0,0.0,4.555230658872453e-06,-0.0009793748791204907,-0.002234100411779681,-0.0232049544174424,-2.843735380416213e-05,1.8999813441586772e-05,0.00041246008582499036,-5.794068734553909e-06,-1.1405625560644914e-05,-0.08199440707328004,1.9339328593613293e-08,-2.491112777465792e-08,5.1440310134164445e-05,0.0643724060430966,0.059524304236738906,-1.005026742923346,1646539.0611822628,-0.5793190740648358,0.290662159704734,24.1548489684847,2.0,0.0,0.0
4.009999999999959,0.08915545313442172,-0.0012165770501778744,-0.002919939412831745,-0.14983326219375379,-0.00012265810526969706,3.971521131557961e-05,0.00046845578324279733,1.2090346453904324,-0.025697429232708163,0.02822354215269975,-72.42461809918883,0.0,0.0,-0.02843678955651621,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4124656200125537,0.06572834774584914,0.062415051536239025,-0.8551914467196586,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07150764375134923,0.087576,-0.4240042452045402,0.05007695949433389,0.01665236195444285,-1.7149504709977672,0.9368765456803039,136.43371130930294,64.71070045736668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003133030779882286,-0.0006631182890891909,-0.01619713404570722,0.0,0.0,4.55523072512264e-06,-0.0008978586736046769,-0.0022453594312637245,-0.023204950376018028,-2.8792457314543315e-05,1.7902419806868144e-05,0.00041246024163439675,-5.41529858496897e-06,-1.1461692478829269e-05,-0.08199438821551235,2.1317091045691095e-08,-2.5714117212136787e-08,5.144031088327794e-05,0.06451177069567127,0.05949511212340728,-1.0050247089134123,1646539.0579191705,-0.5793148000704248,0.29066803931071744,24.154849305434094,2.0,0.0,0.0
4.014999999999959,0.09121331509398471,-3.481514738811016e-05,-0.0032102033101657846,-0.14911953140121426,-0.00012941419214628318,-1.1468711963839595e-05,0.0004680053892483861,1.2090205844347184,-0.03606187999644885,0.019025506828528646,-72.27172226892294,0.0,0.0,-0.028301604202515592,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4121132512627501,0.039452852276169945,0.08178129306768459,-0.8551745443891432,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07133886932325768,0.087576,-0.5798796788466982,0.04635023726989761,0.025425712036385287,-1.7178470449981194,0.9383298858768575,136.5544855558301,86.36564375643621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.733798511503001e-05,-0.0007452841577490041,-0.01612060004302224,0.0,0.0,4.534840617284927e-06,1.335993867732349e-05,-0.0024517399248840397,-0.02309037530452951,-3.3873199670001953e-05,5.832264144232753e-06,0.00041226048147149924,-8.371009504036443e-07,-1.3179227532740655e-05,-0.08160695185114693,4.1979789778400255e-08,-1.1684657897240223e-08,5.1210067159601894e-05,0.039418037128781835,0.0785710897575188,-1.0042940757903573,1642634.9906698887,-0.5782477073614886,0.2906156608504504,24.097260734636734,2.0,0.0,0.0
4.014999999999959,0.08799695076139337,-0.00015624126964781595,-0.0031102400718736154,-0.14911979468884481,-0.00012740279326702088,-1.5224213040423222e-06,0.0004680091893611288,1.2090206179578733,-0.0327433336810214,0.015237150560040826,-72.27186926969907,0.0,0.0,-0.028301650197797266,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4126780692036505,0.039484877118901404,0.08180146854091161,-0.8551711367772419,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07133898910277371,0.087576,-0.5795670605712093,0.046362523702458414,0.025442267601471294,-1.7178417095345746,0.9383296239845561,136.5541976129761,84.84875667659462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.468614170166039e-05,-0.0007175455121680924,-0.01612062591204328,0.0,0.0,4.534857587811836e-06,-9.045158634455661e-05,-0.002380453277370735,-0.023090435771692636,-3.263498775492611e-05,7.090079552419034e-06,0.00041226407295409954,-1.1035416015989458e-06,-1.2241282334787751e-05,-0.08160708280731162,3.460902237747332e-08,-7.49464491704176e-09,5.121025881921741e-05,0.039328635849253585,0.07869122846903799,-1.0042909314660866,1642637.791265009,-0.5782491009587967,0.2906202576625881,24.09730153837875,2.0,0.0,0.0
4.019999999999959,0.09092336165286728,0.0009257740213954119,-0.003069478984796826,-0.14840835637133332,-0.0001229953944103252,-4.682811292992572e-05,0.0004675591783843387,1.2090065906028502,-0.037058235292322425,0.004668864604675572,-72.11911795962774,0.0,0.0,-0.02816690566389301,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4127903086424348,0.008014629195644489,0.09060841033160362,-0.8551573157639294,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07117033717558668,0.087576,-0.716261694516159,0.041090590742143523,0.03341216511297918,-1.7207329620073553,0.9397827482569298,136.67468432468672,104.31890412739097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001832355780321827,-0.0007178721385487957,-0.016044337159524105,0.0,0.0,4.514530160101575e-06,0.0007393084984610618,-0.002338952712813821,-0.022976225580559118,-3.409448222748714e-05,-4.465292166504769e-06,0.00041206392534671836,3.229944902167424e-06,-1.2654133434209294e-05,-0.08122088796735707,4.433104550695558e-08,-7.036570843451895e-10,5.0980722877518786e-05,0.008940403217039901,0.08753893134680679,-1.0035656721352626,1638736.6715942614,-0.5771889840217611,0.29055680934121253,24.03975336849762,2.0,0.0,0.0
4.019999999999959,0.0904954177660905,0.0010130822500839622,-0.0030150721421798414,-0.14840832146829921,-0.00011913677560074505,-5.0970715181680663e-05,0.00046755933589582227,1.2090065906187624,-0.038259587015647925,0.004190937603147569,-72.11911915824842,0.0,0.0,-0.02816689877653725,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41245257798922264,0.008050080452244167,0.09062439159733619,-0.8551552893252318,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07117033703198715,0.087576,-0.7162618255605081,0.04111169790780531,0.03340383073292429,-1.7207329666656552,0.9397827068231005,136.67468418800289,105.93484318865221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020244913695689954,-0.0007090663507353677,-0.016044333236764612,0.0,0.0,4.514530226172211e-06,0.0008070812816812141,-0.0022935657079766387,-0.022976221345737617,-3.363406347994503e-05,-5.512246055487039e-06,0.00041206408204504547,3.551831445848539e-06,-1.2440083467834796e-05,-0.08122086810925974,4.725187654784685e-08,-5.669710639929127e-10,5.098072362460456e-05,0.00906316270232813,0.08760931945515635,-1.003563610793531,1638736.6683079624,-0.57718475380038,0.29056268098621274,24.039753701999295,2.0,0.0,0.0
4.024999999999959,0.0925612111838277,0.002094586636381901,-0.0024548752479003617,-0.14769904074164056,-9.054300868553323e-05,-9.401220190513343e-05,0.0004671101317523532,1.208992596911375,-0.03995140377095632,-0.009619022263287782,-71.9665159128247,0.0,0.0,-0.028032567931387288,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4120968761250221,-0.02445443549905291,0.08779963188939809,-0.8551381773853373,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07100180721234164,0.087576,-0.8294237953919401,0.03453062070443468,0.04029335060329797,-1.7236188904346572,0.9412355202280316,136.79488295651288,127.49383832978538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045690631835780776,-0.0005955845150567389,-0.015968274321360935,0.0,0.0,4.494265597136527e-06,0.0016294812212357922,-0.0018486030822501382,-0.02286236172031502,-2.9507487323450704e-05,-1.795744902555004e-05,0.0004118639693487565,8.19909678830124e-06,-1.0687650593484537e-05,-0.08083583676857732,5.1522575653292886e-08,2.986725693561381e-09,5.075189680646018e-05,-0.02235984886267101,0.08534475664149772,-1.0028372181269778,1634838.4869541838,-0.5761217161619028,0.2905104929672213,23.982246582567395,2.0,0.0,0.0
4.024999999999959,0.08934563320339728,0.0019381858583013816,-0.002460390678860162,-0.14769929736068532,-9.560539474670978e-05,-8.526598998983542e-05,0.0004671139391925767,1.2089926303865213,-0.034957865175873605,-0.010263678690857406,-71.96666252525416,0.0,0.0,-0.02803261260464978,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4126674381945981,-0.02444385444771341,0.08783588245574249,-0.8551347572540116,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07100192624711313,0.087576,-0.8292098938462288,0.034536176833036,0.04031325954373219,-1.7236135752464647,0.9412352592879366,136.79459542091573,125.98090472625299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042570239546518753,-0.0005863399192365501,-0.015968299445490195,0.0,0.0,4.494282418946567e-06,0.00150510969841464,-0.001863894527285105,-0.022862421356652257,-2.9413834204410256e-05,-1.620300312086747e-05,0.00041186756998669977,7.3737644215540096e-06,-1.0156232338506745e-05,-0.08083596395389309,3.9447846205142335e-08,3.4004749961579804e-09,5.0752086786930376e-05,-0.022505668589412026,0.08537549177688233,-1.0028340546146968,1634841.2700798598,-0.5761231246586851,0.290515059409091,23.98228713102088,2.0,0.0,0.0
4.0299999999999585,0.09230508017156457,0.002729063763465445,-0.0017163622794694525,-0.14699230131806398,-6.243980716500553e-05,-0.00011664050130779947,0.00046666509548170317,1.20897867023092,-0.03121040062137477,-0.02111444808258065,-71.81420340689519,0.0,0.0,-0.02789872092616272,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4127805568121631,-0.0538930209750731,0.07370261508477771,-0.8551207566612457,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07083351822848147,0.087576,-0.9153899544499576,0.02679782518052617,0.045911919054411644,-1.7264941979122421,0.9426878574171914,136.91450705931308,145.39141233946344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006131927427229081,-0.0004231489983221957,-0.015892484927113478,0.0,0.0,4.474080166935894e-06,0.0021048978425503,-0.001285640964912989,-0.022748925645991826,-2.29031086507105e-05,-2.5902440028701577e-05,0.0004116670509865839,1.097317819223676e-05,-7.572316234267918e-06,-0.08045216981879597,3.144323070118664e-08,1.4390899587733849e-08,5.052396432818342e-05,-0.05116395721160765,0.07198625280530827,-1.0021130579793096,1630946.0193404946,-0.575067005433587,0.2904518356270186,23.924820163553495,2.0,0.0,0.0
4.0299999999999585,0.09185743806734059,0.0027581753203470482,-0.001618630701208925,-0.14699226477140673,-5.6856914440925284e-05,-0.00011718613109712724,0.0004666652517090252,1.2089786702467316,-0.031790488678646735,-0.022262771333245553,-71.81420461036457,0.0,0.0,-0.02789871368863528,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.412444696237949,-0.05387704592002113,0.0737380948398126,-0.8551187045933715,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07083351808381691,0.087576,-0.9153897256240575,0.026820531098428132,0.045911653703379435,-1.726494202400447,0.9426878161920436,136.91450692349076,146.98223824635448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006216741287867635,-0.00040399395026289426,-0.01589248080465159,0.0,0.0,4.474080232922441e-06,0.002125430189119678,-0.0012074422775036832,-0.022748921328370218,-2.1874292657328514e-05,-2.6377779135445833e-05,0.00041166720640178206,1.1071002440606908e-05,-7.194473442347563e-06,-0.08045214894974964,3.262292391144513e-08,1.5998782215799292e-08,5.052396507432071e-05,-0.05111887059967408,0.07211946413860368,-1.0021109693647783,1630946.016029523,-0.5750628137860307,0.29045770302434165,23.924820494076748,2.0,0.0,0.0
4.034999999999958,0.09393157448230006,0.0032074545652654544,-0.0004853538316773893,-0.14628741423003674,-7.060226249302506e-06,-0.00013098527325928263,0.000466217186029257,1.208964743689569,-0.023924865069378694,-0.03380746703513639,-71.66189317848858,0.0,0.0,-0.027765233103210545,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4120925651722297,-0.07647016790876196,0.05021881685670311,-0.855101379932398,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07066523147067853,0.087576,-0.9719297016430876,0.018241146907164583,0.05004533364090437,-1.7293695164693772,0.9441401047071653,137.03413102596116,168.44563313773153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007392520676059501,-0.00015113317184084677,-0.015816894732184998,0.0,0.0,4.453940476770645e-06,0.0024547403619317237,-0.00033146845208299454,-0.02263577512338426,-1.0593091380823796e-05,-3.307305834029629e-05,0.00041146669723269794,1.34621357277807e-05,-2.7522077535479957e-06,-0.08006951127125696,1.8476617445107602e-08,3.689340497745515e-08,5.0296548319788426e-05,-0.0732627133434965,0.04973346302502572,-1.0013887941624346,1627053.6865940937,-0.5740038278960211,0.29040570764130264,23.86739431908504,2.0,0.0,0.0
4.034999999999958,0.09071684282166173,0.0030941309115344777,-0.0005921942004161566,-0.14628766404446855,-1.658750560256491e-05,-0.00012776329557174658,0.00046622100559804097,1.2089647771170038,-0.019746619240966285,-0.03100042629472191,-71.66203941934327,0.0,0.0,-0.027765276463768425,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4126661422276025,-0.07648613439106153,0.050252944498710705,-0.8550979470547314,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07066534976392205,0.087576,-0.9718410401939713,0.01823923092839829,0.05006596910053699,-1.7293642215399272,0.94413984473025,137.0338438950862,166.9367979048667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007098633385696618,-0.00016470985080165135,-0.01581691911651745,0.0,0.0,4.453957151879569e-06,0.0023717830341884977,-0.000424587557503339,-0.022635833752666715,-1.167471078999624e-05,-3.169938758634924e-05,0.0004114703118022772,1.248453877631815e-05,-2.8967921111663346e-06,-0.08006963471151596,1.2586616177622556e-08,3.1021215919842724e-08,5.029673664388421e-05,-0.07339200347952705,0.049660750298294545,-1.0013856110991999,1627056.4523266505,-0.5740052271097341,0.2904102526477825,23.867434615836114,2.0,0.0,0.0
4.039999999999958,0.09370963302755152,0.003204912196600282,0.0004908520506752622,-0.14558508993678237,2.9128569813250586e-05,-0.0001298053681442709,0.0004657732898678436,1.208950884063025,-0.009734613525961382,-0.03674820524633255,-71.50987173504016,0.0,0.0,-0.027632233412286433,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4127771605306439,-0.0893830856830379,0.020257140764380507,-0.8550837637756423,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.070497184255844,0.087576,-0.9971847341147201,0.009032586498427992,0.05259192746691403,-1.7322342546715443,0.9455919187185213,137.1531812696491,186.28756007801542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007446669316037488,8.204834763256246e-05,-0.01574157659869907,0.0,0.0,4.4338794723843125e-06,0.0024467165632757744,0.00040731309351689266,-0.022523049951543427,-3.7842181050634303e-07,-3.477371338142596e-05,0.00041126938953841256,1.3528701720758833e-05,1.4906095258070658e-06,-0.07968822997425344,3.0588340950771367e-09,4.359039058986342e-08,5.007002085704673e-05,-0.08617817348643762,0.02074799281505577,-1.0006688537124246,1623167.0366368513,-0.5729530837666152,0.2903472630141587,23.81004834691588,2.0,0.0,0.0
4.039999999999958,0.09324229473521506,0.003162640266143898,0.000582644515409901,-0.14558505170158947,3.363882095511856e-05,-0.00012655962168957492,0.00046577344541190343,1.2089508840787386,-0.009413493956396186,-0.037987416862342235,-71.50987294360858,0.0,0.0,-0.027632225821145096,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.41244200854134533,-0.08939451949712998,0.020294357612262733,-0.8550816860183202,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07049718411012598,0.087576,-0.9971841722953868,0.00905392180613387,0.05259974313739206,-1.7322342590797206,0.945591877669738,137.1531811346755,187.8535373995698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007384454396411317,0.0001018574865869516,-0.015741572274552397,0.0,0.0,4.433879538301199e-06,0.002410846058544905,0.00047894576624587804,-0.022523045521669192,6.98038117772316e-07,-3.4454082779138754e-05,0.00041126954427120365,1.334876795786132e-05,1.841262577071313e-06,-0.07968820808422278,2.860356667103191e-09,4.657984285875173e-08,5.007002160239858e-05,-0.08623187923098609,0.020877002127672635,-1.0006667377199097,1623167.0333014787,-0.5729489297170136,0.2903531193063404,23.81004867463405,2.0,0.0,0.0
4.044999999999958,0.09532509336576755,0.0027615242915382267,0.0017347259387985958,-0.14488460963413421,8.037210946760392e-05,-0.00010450030935003595,0.0004653265092290912,1.2089370245743045,0.0041563041107526375,-0.0415365339330771,-71.35785258181673,0.0,0.0,-0.027499591280685246,0.0,0.0,0.0,0.0,0.0,-0.3718433384945648,-0.4120870653560021,-0.0910096682382442,-0.012264705967146855,-0.8550641454462786,0.003170465997946481,0.003170465997946481,1.5319442735230977e-05,0.07032913930946146,0.087576,-0.9906536768419667,-0.0004255026640211621,0.053466859593091665,-1.7350990037283056,0.9470436432662697,137.27223137804867,209.2216849271812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006619265904919783,0.0003702671084747813,-0.015666456818124765,0.0,0.0,4.413864054606614e-06,0.002087364872856673,0.0013576160565369868,-0.022410608740580835,1.3617121329146019e-05,-3.214140397946157e-05,0.00041106863704290503,1.223282818957509e-05,6.842773786827733e-06,-0.07930795279474336,-5.576069119541458e-10,5.5689590188002264e-08,4.984400813157954e-05,-0.08824814394670598,-0.010529980028348259,-0.9999487550804128,1619280.521998634,-0.5718939518226183,0.2903013118881716,23.752702943862563,2.0,0.0,0.0
