Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),Sustainer.AltimeterMassFX(N),Sustainer.AltimeterMassFY(N),Sustainer.AltimeterMassFZ(N),Sustainer.AltimeterMassMX(Nm),Sustainer.AltimeterMassMY(Nm),Sustainer.AltimeterMassMZ(Nm),Sustainer.GeneralMassFX(N),Sustainer.GeneralMassFY(N),Sustainer.GeneralMassFZ(N),Sustainer.GeneralMassMX(Nm),Sustainer.GeneralMassMY(Nm),Sustainer.GeneralMassMZ(Nm),Sustainer.MotorFX(N),Sustainer.MotorFY(N),Sustainer.MotorFZ(N),Sustainer.MotorMX(Nm),Sustainer.MotorMY(Nm),Sustainer.MotorMZ(Nm),Sustainer.NoseconeFX(N),Sustainer.NoseconeFY(N),Sustainer.NoseconeFZ(N),Sustainer.NoseconeMX(Nm),Sustainer.NoseconeMY(Nm),Sustainer.NoseconeMZ(Nm),Sustainer.TailFinsFX(N),Sustainer.TailFinsFY(N),Sustainer.TailFinsFZ(N),Sustainer.TailFinsMX(Nm),Sustainer.TailFinsMY(Nm),Sustainer.TailFinsMZ(Nm),Sustainer.UpperBodyTubeFX(N),Sustainer.UpperBodyTubeFY(N),Sustainer.UpperBodyTubeFZ(N),Sustainer.UpperBodyTubeMX(Nm),Sustainer.UpperBodyTubeMY(Nm),Sustainer.UpperBodyTubeMZ(Nm),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
1.2750000000000008,0.6324684851842393,-0.04930333296752218,0.049510165737148754,2.752740265064899,0.0023005935486397912,0.002146638810612904,-0.0009710004261952682,1.2218043446902265,-0.035209953918602904,-0.06286913870663152,-104.34025498562286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783646807958764,-0.4233740690252676,0.03686270789313469,-0.02061279928592976,-0.8972650451394479,0.0032595052327461047,0.0032595052327461047,1.546775218778572e-05,0.11655043875718879,0.091470785216,-0.23016364185090069,-0.022615608771781814,0.006443286857800944,0.6051020892580015,0.11513703333522052,27.19325903360132,314.6048952574138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0857459854014606,0.0,0.0,0.0,-0.009832281186760246,0.00996882940695674,-0.043598418976819646,0.0,0.0,1.0810715145905824e-05,-0.038265476401904044,0.038319018227121006,-0.06870000336262207,0.0006253927547068941,0.0004322458801541547,-0.0011038781705029687,-0.0012055753788578886,0.0012223181030710068,-0.22070729799711972,4.272630237670784e-08,1.362195425883553e-07,0.00012206702916179477,-0.012440625074387486,0.028897366451218993,1.8554752199254512,2710185.4883635123,-0.2759175346742491,0.22511929596472138,39.579575366970424,2.0,0.0,0.0
1.280000000000001,0.642871925138907,-0.06917462737448546,0.017509717581324004,2.7549952293217905,0.0009068969796967934,0.003076980013052358,-0.0009683463946771535,1.2217811125923943,-0.00671956496177252,-0.06749123309989044,-104.65420102349525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37831887601114944,-0.4232405307913212,0.041951157228157204,0.0003704723640697852,-0.8969973916780704,0.0032588809148851264,0.0032588809148851264,1.5466812406763824e-05,0.1168487946792686,0.091442221216,0.028527164528700133,-0.02336143216023825,0.00046046714713137565,0.6037213505851178,0.1162623356614698,27.391203541435754,345.67833080027066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0896875912408768,0.0,0.0,0.0,-0.013860201136780605,0.003538503999735872,-0.04382226345196403,0.0,0.0,1.087068184746298e-05,-0.053587018383961633,0.013530207023362575,-0.06902963760787871,0.0003212271930342075,0.0007051342149736437,-0.0011019612519945167,-0.0017274078537432272,0.00044100655822555706,-0.2218404608592435,1.5554761995871175e-09,1.569190906124288e-07,0.00012274417546990018,-0.027223470146328255,0.01788018994539379,1.8579978376437203,2717074.9554910334,-0.27930413263140014,0.22431445071723793,39.680953689285225,2.0,0.0,0.0
1.280000000000001,0.6474829778855027,-0.06954653402516553,0.01870667854643735,2.7549897037231377,0.0009573864557536678,0.00310586573640745,-0.0009683595213510947,1.2217811126614155,-0.005541241600598407,-0.07732111319609708,-104.65415042845414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37831887601114944,-0.42341759233221554,0.041924142368234336,0.000545305964971597,-0.8969985654660803,0.0032588809148851264,0.0032588809148851264,1.5466812406763824e-05,0.11684880031502858,0.091442221216,0.02852644531411974,-0.0233491633516117,0.00036268523496035994,0.6037208903497396,0.11626288831476811,27.391202953357453,344.76761401277986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0896875912408768,0.0,0.0,0.0,-0.013901202736203353,0.003785312059030604,-0.04382304786088197,0.0,0.0,1.0870677111530439e-05,-0.05390038727057978,0.014446216404319753,-0.06903040790195146,0.00033467996210447394,0.0007071649762380888,-0.0011019743204053205,-0.0017449440183823941,0.0004751500830869957,-0.22184443175490584,1.057779701201467e-09,2.0595732976258138e-07,0.00012274412194269538,-0.027622391656931193,0.01925198451140895,1.8579911382570575,2717075.086682375,-0.2793874964888941,0.22427407111790598,39.6809510494585,2.0,0.0,0.0
1.2850000000000008,0.6652450680571524,-0.07195251499271167,-0.01911876054271261,2.7572273007893067,-0.0007466067596350481,0.0032770316754802643,-0.0009658855809959568,1.2217578215147826,0.03619549922166167,-0.0754416877997219,-104.96719473774169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3782730426012059,-0.423389187040621,0.035693060662576374,0.021350879516176258,-0.8967333548391135,0.0032582562130784747,0.0032582562130784747,1.5465872625741924e-05,0.1171476530383124,0.09141365721599999,0.2860401775536934,-0.02245777834775973,-0.0057083044067806855,0.6023218155946451,0.11738435292091451,27.58965347773158,14.698259099834386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0936291970802925,0.0,0.0,0.0,-0.014391160613391631,-0.003774982951855551,-0.044049162021575584,0.0,0.0,1.0930758166671163e-05,-0.05570535539015199,-0.01485692564534748,-0.06936364987420089,-6.603369081250155e-05,0.0008053827615359924,-0.0011002388976267818,-0.0018559989891680463,-0.0004868519455095769,-0.22298908439520956,-4.511353186433724e-08,1.9598393744505554e-07,0.00012342255846415387,-0.0362594543301353,0.002232118973463648,1.8604939459501932,2723975.7358918707,-0.28268019289659363,0.22334599164329275,39.782503847281674,2.0,0.0,0.0
1.2850000000000008,0.6704580254407554,-0.07183316204528972,-0.020444160182211693,2.7572183054092907,-0.0007984858534685645,0.003236713477467029,-0.0009660756654349964,1.2217577619180557,0.03271961268392942,-0.05338577208479273,-104.96641395356177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3782730426012059,-0.4228820807833557,0.035619871148887185,0.021225573629940663,-0.8967392396137712,0.0032582562130784747,0.0032582562130784747,1.5465872625741924e-05,0.11714814092778847,0.09141365721599999,0.2867919031742886,-0.022403122888938563,-0.005635498870927642,0.6023053670086878,0.11737970589970331,27.59016127104602,15.68970259425091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0936291970802925,0.0,0.0,0.0,-0.014436044022158914,-0.004054989621935893,-0.04405044207754542,0.0,0.0,1.0930721554222437e-05,-0.055520741935984615,-0.015862108884061223,-0.06936488519963821,-8.039479597186672e-05,0.0008053627629940797,-0.0011004285309017656,-0.0018763760871461925,-0.0005270616762145761,-0.22299556439381796,-3.6864977547642464e-08,9.814060289494366e-08,0.0001234221439125467,-0.03621329089640254,0.0007814134477289701,1.8604790657955195,2723986.956319299,-0.2825084203365389,0.22327909221641656,39.78268008426837,2.0,0.0,0.0
1.290000000000001,0.6781164122720877,-0.051881345292246576,-0.055388903435385106,2.7604568470473843,-0.002379546029128573,0.002407416268630667,-0.000963784058767334,1.221734411310673,0.047779245082158486,-0.03320564904082118,-105.27880038440104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37822718053920396,-0.4227962885189872,0.02017692610482283,0.03594978659551451,-0.8964694264641742,0.003257628627066387,0.003257628627066387,1.5464696691274932e-05,0.11744747654806478,0.091385093216,0.5254201696156158,-0.020095966463767753,-0.011135100611128384,0.6008915749537084,0.11849586773258129,27.789121351705575,46.753880106695775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.098567032967034,0.0,0.0,0.0,-0.010443668669637427,-0.01110345333806761,-0.04427579097021529,0.0,0.0,1.0990940739846638e-05,-0.04006471875150429,-0.04282575483704315,-0.06969805191449924,-0.0004916473719262573,0.0006602329745734886,-0.0010988771388517184,-0.0013729578711048596,-0.0014596952602743472,-0.2241363430349352,-7.857652755570538e-08,3.795230978866857e-08,0.00012410213934453777,-0.03170441918742375,-0.019439116839870596,1.86398742058321,2730898.4613693953,-0.2855199659998636,0.22244387882690744,39.88441208986885,2.0,0.0,0.0
1.290000000000001,0.6823718277005882,-0.053002631369014244,-0.055172371399084416,2.7604510764357753,-0.0023810457309077905,0.0024601316321856905,-0.0009638024917647233,1.221734411379073,0.05623307353731015,-0.036457137263488926,-105.27876013748819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37822718053920396,-0.42294772339145414,0.020026719387968073,0.036002806285826555,-0.8964706668590461,0.003257628627066387,0.003257628627066387,1.5464696691274932e-05,0.11744753548075688,0.091385093216,0.5254198070581022,-0.02004026427307124,-0.011204242493208958,0.6008911764363738,0.11849635445497074,27.789120768886555,45.97934690559706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.098567032967034,0.0,0.0,0.0,-0.01065928917557338,-0.011030057558393886,-0.044276600585402726,0.0,0.0,1.0990942029195574e-05,-0.04093324491162493,-0.042683168308077855,-0.06969891441412616,-0.0004875204738753723,0.0006718444265096921,-0.0010988955876087402,-0.001410097281815935,-0.0014591455326126738,-0.2241404415317297,-1.0884234959613927e-07,4.574876685871055e-08,0.00012410215381482132,-0.03297591198104617,-0.01916956511325786,1.8639804095767292,2730899.831820174,-0.2855945180256255,0.22240694176626563,39.88442810345953,2.0,0.0,0.0
1.2950000000000008,0.6966937508584801,-0.01865729693637192,-0.07639678460115593,2.764669060854168,-0.003394368351926659,0.0009606506951048888,-0.0009617448129821821,1.2217110015084907,0.07167821246334147,-0.003220962633767456,-105.59037390884282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3781812897982676,-0.4230093486274208,-0.0008637662499404817,0.040895311773709295,-0.8962032563728555,0.003256998156488386,0.003256998156488386,1.5463284603362843e-05,0.11774752749468974,0.091356529216,0.728609915220492,-0.016285504814057754,-0.015961395785924794,0.5994610997822768,0.11960848091403822,27.988588737505832,76.09708665422893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1045010989010997,0.0,0.0,0.0,-0.0037821063422498096,-0.015279450953112101,-0.04450426966025201,0.0,0.0,1.1051303472043522e-05,-0.014364362283654515,-0.059053622210832414,-0.07003480280769855,-0.0007795486259312634,0.0003468162713378927,-0.0010975798709436755,-0.0005108283104675959,-0.002063711437211412,-0.22529296557898112,-1.7676861859289104e-07,3.56945744652564e-10,0.00012478375448944992,-0.0195210631863124,-0.03550147282744663,1.8684658044813125,2737826.2261536187,-0.28852836574276725,0.2214669990863992,39.986387848678575,2.0,0.0,0.0
1.2950000000000008,0.7010910760617007,-0.017555650036818783,-0.07685046898924282,2.7646588122518154,-0.0033836337252443997,0.0009036733653305484,-0.0009619666317411923,1.2217109416747367,0.052714628568119204,0.0026805916812999014,-105.58973702165322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3781812897982676,-0.42257938043407484,-0.0008028893041270389,0.040789502636250655,-0.8962081348304868,0.003256998156488386,0.003256998156488386,1.5463284603362843e-05,0.11774833556996725,0.091356529216,0.7291450268780121,-0.016278134908801953,-0.015883550005755632,0.5994464433709285,0.11960377569856859,27.98909856541998,76.94937257265634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1045010989010997,0.0,0.0,0.0,-0.003576893633895268,-0.015431007869156093,-0.04450569245645943,0.0,0.0,1.1051311705425348e-05,-0.013492595940253179,-0.059322125640482636,-0.07003642602453536,-0.0007854137247141636,0.0003354688293892976,-0.0010978017896084648,-0.0004861604626703378,-0.00209733547960409,-0.22530016816828966,-9.560775399602322e-08,-2.472248632663038e-10,0.00012478384616184716,-0.01835853934094582,-0.03606096635299216,1.8684506774213285,2737844.889894761,-0.28838246055440064,0.22141178911627607,39.98667159884648,2.0,0.0,0.0
1.300000000000001,0.7059132795617188,0.024772303482953607,-0.07578190226166528,2.768878446183643,-0.0034042469802778334,-0.0009605523639614625,-0.0009600677306655512,1.2216874719837318,0.043027271205453105,0.021714395998880802,-105.90085735448696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37813537035148836,-0.42246362985818664,-0.021046469688021305,0.03472110069281252,-0.8959361689688554,0.003256367300883281,0.003256367300883281,1.546187251545076e-05,0.1180491309234128,0.09132796521599999,0.882353726048883,-0.011570541547859754,-0.019461711880731383,0.5980031808356413,0.12071065689752243,28.189079199954342,108.0332425416501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110435164835166,0.0,0.0,0.0,0.004962479483309288,-0.015242843881230475,-0.044732829998527825,0.0,0.0,1.111185842948126e-05,0.019130699968801453,-0.05845304843058075,-0.07037388720396995,-0.0008541541173944281,-0.00011707301714986154,-0.0010966471270942176,0.0006791240308428663,-0.00208600994985405,-0.22645000144902502,-6.36700165203143e-08,-1.6215967376757916e-08,0.00012546753799918517,0.003725833794932302,-0.041060801568852764,1.8729422772147875,2744789.5866121766,-0.29107927392548727,0.22056073895199674,40.08891713736432,2.0,0.0,0.0
1.300000000000001,0.7098668302574107,0.024144409690879,-0.0765863091158375,2.7688731731205003,-0.003446971690223782,-0.0009404776131838935,-0.0009600810331687103,1.2216874720943631,0.049077111094878625,0.027170605488094968,-105.90080270853113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37813537035148836,-0.4225956143761223,-0.021148751639722026,0.034624792051337276,-0.895937487588391,0.003256367300883281,0.003256367300883281,1.546187251545076e-05,0.11804913636279148,0.09132796521599999,0.8823537780959375,-0.011496309334735532,-0.019486800613091045,0.5980028391188189,0.12071107865512663,28.18907825728194,107.38393499208566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110435164835166,0.0,0.0,0.0,0.004816246977345681,-0.01538377733460844,-0.04473358026628172,0.0,0.0,1.1111853202964223e-05,0.018665359612460228,-0.05908544447828185,-0.07037461193574465,-0.0008617254674590721,-0.00010904667705324153,-0.0010966603652998322,0.0006628031010730882,-0.0021170873029471974,-0.22645379951263886,-8.28333708695999e-08,-2.5389022938026375e-08,0.00012546747892815772,0.0029956580511569728,-0.04196151706450022,1.8729356855321093,2744789.713316891,-0.2911458913700772,0.2205257693162076,40.08891537620998,2.0,0.0,0.0
1.3050000000000008,0.7207213846388075,0.06076132961371231,-0.05502239554828406,2.773074574004323,-0.0025485625877336316,-0.0026088432461591083,-0.000958376406147068,1.221663942917628,0.02946581433848221,0.051589684164028,-106.21126996668804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37808942217192304,-0.42254944262321686,-0.03555766668371686,0.019016652972944838,-0.895667897472564,0.003255736059889691,0.003255736059889691,1.546046042753867e-05,0.11835074821115486,0.091299401216,0.9746089653545922,-0.005921197064718478,-0.021699831516230353,0.5965450336356175,0.12181379791681005,28.38956872097594,137.70332854398475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1163692307692314,0.0,0.0,0.0,0.012167502208649195,-0.01107028308937355,-0.04496308287399197,0.0,0.0,1.1172569816813663e-05,0.046893755077275875,-0.04240534619429157,-0.07071596847886723,-0.0007017218263685085,-0.0005412424427813006,-0.0010957020639309986,0.0017000723277872402,-0.0015467662646189394,-0.2276156054120494,-2.984700522842803e-08,-9.149336564704017e-08,0.000126153087967117,0.02520366292999545,-0.03600574257533922,1.877406676531759,2751753.0176839028,-0.2937842841273724,0.21958215737538034,40.19144195780324,2.0,0.0,0.0
1.3050000000000008,0.7242036009408072,0.06154527413324772,-0.054333410398490614,2.7730652425808646,-0.0025000949324677653,-0.0026221228619147654,-0.0009585809890820625,1.2216638827530295,0.017896223944284306,0.038737772161059225,-106.21074703736883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37808942217192304,-0.4221874324156833,-0.03545998038582404,0.01901708775956681,-0.8956717608692671,0.003255736059889691,0.003255736059889691,1.546046042753867e-05,0.1183515561529579,0.091299401216,0.9747829394459374,-0.005950398902157611,-0.021642121075677687,0.5965318523272451,0.1218090755334496,28.39008138310141,138.43350756368577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1163692307692314,0.0,0.0,0.0,0.012367220270937476,-0.01096720494910714,-0.04496436654231569,0.0,0.0,1.117259012218881e-05,0.0474417280507564,-0.041826438176176144,-0.07071751794865692,-0.0006951047837054964,-0.0005502775678226439,-0.0010959068952526819,0.0017363258115538455,-0.0015397672732073288,-0.22762210369739408,-1.100998317895076e-08,-5.158615100819509e-08,0.00012615331604843056,0.02608529374742368,-0.0353163226389238,1.8773934817115974,2751771.676305905,-0.29366829200756217,0.21954210925527012,40.19172383857499,2.0,0.0,0.0
1.310000000000001,0.7261550223239674,0.08134898134326707,-0.014860146842300054,2.7755841349097485,-0.0007984382866934952,-0.0035607283451844903,-0.0009570858213618463,1.2216402934307984,0.00044976547813108114,0.038034201255109715,-106.52082369275396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37804344523259514,-0.42213606548278515,-0.04006091924172854,-0.0014552578469321927,-0.8953976552269632,0.003255108733145783,0.003255108733145783,1.5459454713252954e-05,0.11865397238030911,0.09127083721599999,0.9988856816093089,-0.00011788111630328321,-0.022368102817933094,0.5950620347380697,0.12290668273152978,28.591087328124726,169.55730736431082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1206179487179493,0.0,0.0,0.0,0.01638263112183541,-0.0030193955313292564,-0.045193362971524334,0.0,0.0,1.123350337702252e-05,0.06266007368265114,-0.011415693759261533,-0.07105910365599202,-0.0003140167962801968,-0.0008371881957238568,-0.0010951604693290623,0.0023062765387805084,-0.0004250575517092651,-0.22878134718068452,-6.951084395459287e-12,-4.9708301733227285e-08,0.0001268411445901936,0.04128806210153853,-0.016315404689232246,1.8801864796827852,2758753.3025840633,-0.296119225133373,0.21868597540432028,40.29453366193479,2.0,0.0,0.0
1.310000000000001,0.729848686011775,0.08174008219028199,-0.015657546196177548,2.775579582350908,-0.0008301546191167176,-0.0035865020773183064,-0.0009570810364449929,1.2216402935408295,-0.0015854957243544993,0.04489926247782398,-106.52077736945358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37804344523259514,-0.422243943050402,-0.04002499597718552,-0.0015706659013002703,-0.8953990667394977,0.003255108733145783,0.003255108733145783,1.5459454713252954e-05,0.11865388682157706,0.09127083721599999,0.9988860955441361,-5.269575458400136e-05,-0.02235074332996664,0.5950617610169987,0.12290702642406605,28.591086390534073,169.0253605105717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1206179487179493,0.0,0.0,0.0,0.016437050319430126,-0.0031874892387107885,-0.0451940212385353,0.0,0.0,1.1233490422278765e-05,0.06297732498037104,-0.01201905355103196,-0.07105966561750388,-0.00032311912067732867,-0.0008400633139714996,-0.0010951555252104916,0.002325706890480831,-0.00045100340643479853,-0.22878467951100226,8.637945824291658e-11,-6.927216164679918e-08,0.00012684099834321994,0.04171508621309647,-0.017228212097477817,1.8801805156114102,2758751.3135409066,-0.2961727825945683,0.21865461801805092,40.294501629917875,2.0,0.0,0.0
1.3150000000000008,0.7372693146459076,0.07963169044967974,0.028516004412723783,2.7778091909080986,0.0011292340316793991,-0.003574498735040412,-0.0009557667453012152,1.2216166444237755,-0.02666060170295629,0.038549796036657466,-106.83032290459607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3779974395064945,-0.42228431312593107,-0.033483212139737775,-0.021611121648964133,-0.895127331795982,0.0032544817202892736,0.0032544817202892736,1.5458515152813396e-05,0.11895684778216252,0.091242273216,0.9527420740019308,0.005831804295799814,-0.021465797299862855,0.593578843716291,0.12400038979264942,28.792604844027085,199.5564080827342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1245923076923083,0.0,0.0,0.0,0.01601889498082746,0.005690342776728871,-0.04542509735130681,0.0,0.0,1.1294561102380625e-05,0.06132321064708678,0.022012339464407248,-0.07140356850323121,0.00014978562343522265,-0.0009022484426622938,-0.001094591910076415,0.0022895848217654967,0.000813322171587666,-0.22995445092967162,2.441387245067434e-08,-5.10435588880886e-08,0.00012753060367281927,0.04614847830994197,0.00690488276375965,1.8826818591121166,2765745.224425237,-0.2985747572466096,0.2177265459614105,40.39749918608526,2.0,0.0,0.0
1.3150000000000008,0.7397297687010528,0.07937749627065625,0.029364899265094477,2.7778030448700823,0.0011557751456108684,-0.003542088768050476,-0.0009559040255541053,1.221616583984608,-0.020344233197060607,0.025234445775848213,-106.82991661596371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3779974395064945,-0.42198706030229444,-0.0334476979300127,-0.021548384984889313,-0.8951301718467782,0.0032544817202892736,0.0032544817202892736,1.5458515152813396e-05,0.11895734047098354,0.091242273216,0.952507733713511,0.005787820296640591,-0.02144077017099777,0.5935668422604923,0.12399574633248513,28.79311986108374,200.17632644310652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1245923076923083,0.0,0.0,0.0,0.016009770440554016,0.005882939313576181,-0.04542596116199373,0.0,0.0,1.1294564084315306e-05,0.06107180903394177,0.022638303933402094,-0.07140447788110757,0.00015903934244134457,-0.0009003310342084337,-0.0010947292261646768,0.002295916796160466,0.0008436560181162021,-0.22995882377912477,1.4216065208550593e-08,-2.1871788507770653e-08,0.00012753063652625623,0.045929798340643556,0.007816514280205165,1.8826728730233042,2765756.551509505,-0.2984765919992319,0.21769839914022884,40.397672550197605,2.0,0.0,0.0
1.320000000000001,0.7388065759501262,0.052958105308181645,0.06633780865475698,2.780035568934057,0.00281668347423069,-0.0024493429341096045,-0.0009546644821431777,1.2215928745784446,-0.024864051203938305,0.012385042386854297,-107.1391446680619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3779514049665769,-0.42188665736151865,-0.017850689096481867,-0.035442612926546116,-0.8948539475531926,0.0032538543209574226,0.0032538543209574226,1.5457575592373834e-05,0.1192607926283985,0.091213709216,0.8385886811919675,0.011172528233206958,-0.019134116431912325,0.5920729121367581,0.12508419425555176,28.995155065566276,231.35353402457145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1285666666666674,0.0,0.0,0.0,0.010692761027432688,0.013372333736206811,-0.045656337481906256,0.0,0.0,1.1355809809264168e-05,0.04073383868634386,0.05105017877803875,-0.07174970759864818,0.0006017686925990938,-0.0006897319168499108,-0.0010942425097845935,0.0015315055944051007,0.0019152961405114236,-0.2311250526520559,2.12254527312511e-08,-5.266331266270976e-09,0.00012822221783215162,0.03510741621169978,0.030895195728210867,1.8851816213808643,2772761.499026767,-0.30073001436255054,0.21685172059128666,40.50084439534487,2.0,0.0,0.0
1.320000000000001,0.7422824927989987,0.053709631603096636,0.06636813309886402,2.780030679763295,0.002826007814661427,-0.0024827441581901904,-0.0009546733417250356,1.2215928746461069,-0.03096749788054182,0.013161473494999312,-107.13910830915366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3779514049665769,-0.4219744763380675,-0.01775053979460528,-0.03545463805361679,-0.8948554633803104,0.0032538543209574226,0.0032538543209574226,1.5457575592373834e-05,0.11926079652840722,0.091213709216,0.8385892727475701,0.011208607566128395,-0.0190908558709637,0.592072663810732,0.12508446840324688,28.99515448898638,230.9345677189352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1285666666666674,0.0,0.0,0.0,0.010841020937423815,0.013356329433450262,-0.04565703939640544,0.0,0.0,1.1355806323546573e-05,0.04130856517829273,0.05108980004777594,-0.07175034156889379,0.0006008638824124758,-0.0006977732993154348,-0.0010942513264838366,0.0015600454873800848,0.0019220036176378157,-0.2311286059380733,3.292497186272848e-08,-5.947332321559488e-09,0.00012822217843525444,0.035959091808491356,0.030913495045247236,1.8851752163829847,2772761.58984385,-0.30077676053607455,0.21682283924033002,40.50084322345281,2.0,0.0,0.0
1.3250000000000008,0.7463175602151626,0.01228880682208858,0.08536334645647196,2.7822482971799247,0.003735404178248568,-0.0006856731108397784,-0.0009535462556167395,1.2215691051563082,-0.03364199234420105,-0.007163951495961232,-107.44791266725625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37790534158576433,-0.42190862409207996,0.0028524902152937074,-0.039388739519815856,-0.8945816164643894,0.003253226534787038,0.003253226534787038,1.5456636031934273e-05,0.11956474863986936,0.09118514521599999,0.6646326210454755,0.01581500704949766,-0.015374794468030263,0.5905667436865707,0.1261686739611296,29.19770470893722,261.6865298982833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1325410256410264,0.0,0.0,0.0,0.0025134841299511365,0.017200996500015782,-0.045889378399761246,0.0,0.0,1.141721671846596e-05,0.00941166101593423,0.06567363592599085,-0.07209857960204011,0.0008826431764205209,-0.00029324113401206763,-0.0010938790907911934,0.00036366167620321347,0.002488714030465334,-0.23230477045930048,3.8841231309520034e-08,1.761306132785755e-09,0.00012891561845598804,0.015141297037382288,0.04597460693665611,1.8876666807155353,2779777.776961935,-0.3029985066090811,0.21591755234780707,40.60418643845924,2.0,0.0,0.0
