Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsFX(N),FirstStage.AvionicsFY(N),FirstStage.AvionicsFZ(N),FirstStage.AvionicsMX(Nm),FirstStage.AvionicsMY(Nm),FirstStage.AvionicsMZ(Nm),FirstStage.BodyTubeFX(N),FirstStage.BodyTubeFY(N),FirstStage.BodyTubeFZ(N),FirstStage.BodyTubeMX(Nm),FirstStage.BodyTubeMY(Nm),FirstStage.BodyTubeMZ(Nm),FirstStage.CameraAssemblyFX(N),FirstStage.CameraAssemblyFY(N),FirstStage.CameraAssemblyFZ(N),FirstStage.CameraAssemblyMX(Nm),FirstStage.CameraAssemblyMY(Nm),FirstStage.CameraAssemblyMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeFX(N),FirstStage.NoseConeFY(N),FirstStage.NoseConeFZ(N),FirstStage.NoseConeMX(Nm),FirstStage.NoseConeMY(Nm),FirstStage.NoseConeMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0.11446068346398133,45.928417737481965,1.1627915154715898,0.016281443454354765,480.19938304993286,-0.0006552744276627305,0.030933841962513087,-8.673617379884035e-19,1.1254001408028138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2757699252948842,-1.2491641655162575,0.0,0.0,0.0,0.0,0.0,0.0,0.4519704191202761,0.006470356023511915,-0.013173739456773807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24591410044675088,0.0031555328766776285,-0.007056449622663116,0.00018256512697922768,-0.014227498406327069,-8.673617379884035e-19,0.0,0.0,480.23582872276813,0.0,0.0,0.0,0.10605085294563987,0.001518211692904603,-0.005169341005391472,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358856142958923,0.005137342861260618,-0.011046142750459384,0.0,0.0,0.0,3.4884215812505404,0.0,-66.56304901626254,2.1930952682326024,2.1930952682326024,0.066173013946,0.011892921327408901,6.789306514148027,0.9996573249755574,0.0,0.026176948307873156,0.01030896877656456,0.0,874.7016645424505,180.8201836969138,21.631125090106835,0.0,412.74645455367573,256105.86670742754,0.3126686866727916,0.0,2.974843838428068,3.041205874763693,0.04120587476369336,0.04120587476369336
0.1156886586128941,45.131170235799985,1.1636305452409927,0.01639902564256748,485.3499285076229,-0.0006544022821814658,0.030996360989000077,-8.673617379884035e-19,1.1253997331995083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27575559002478,-1.2491153245791804,0.0,0.0,0.0,0.0,0.0,0.0,0.4507911822832629,0.006491454767811106,-0.013785932837496344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24769056279113089,0.0032093644429239724,-0.007289293062338131,0.00018567958248051275,-0.014330276633064172,-8.673617379884035e-19,0.0,0.0,485.3879704490113,0.0,0.0,0.0,0.10722894941854526,0.0015441115583157124,-0.005408170091189758,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3579198507480537,0.005154094873516689,-0.011558545397369228,0.0,0.0,0.0,3.4882358445954447,0.0,-66.55950494975873,2.1930690650002393,2.1930690650002393,0.066173013946,0.012040765284174347,6.788945033875466,0.9996573249755574,0.0,0.026176948307873156,0.010697020567937554,0.0,874.705363786233,180.8250100499188,21.900501408264798,0.0,417.8864609008848,259289.49674368883,0.32053163249800504,0.0,3.049654770692957,3.041394258874872,0.041394258874872115,0.041394258874872115
0.1156886586128941,45.13116519062272,1.1636305704387067,0.016399026203332494,485.34992849679753,-0.0006544022700077136,0.030996361958050223,-8.673617379884035e-19,1.1253997529154183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27575559002478,-1.2491153243236237,0.0,0.0,0.0,0.0,0.0,0.0,0.45079118230808946,0.006491454824857726,-0.013785936979597345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247690578539493,0.0032093647524332565,-0.007289294665240427,0.0001856796003873462,-0.014330277544194508,-8.673617379884035e-19,0.0,0.0,485.3879704490113,0.0,0.0,0.0,0.10722895882335857,0.001544111707230859,-0.005408171705618556,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35791985076776556,0.0051540949188106505,-0.011558548863302655,0.0,0.0,0.0,3.4882358447913555,0.0,-66.55950495349694,2.1930690650002393,2.1930690650002393,0.066173013946,0.012040766209668737,6.788945033875466,0.9996573249755574,0.0,0.026176948307873156,0.0106782137563458,0.0,874.705184852537,180.8250100571225,21.900501407573195,0.0,417.8864608876882,259289.52091612862,0.32053168263583487,0.0,3.0496552477225416,3.041394258874872,0.041394258874872115,0.041394258874872115
0.1179213620746804,43.72269212699005,1.1653735699178382,0.016616623420600725,494.71455822565105,-0.000652581159308305,0.03106474086580366,-8.673617379884035e-19,1.125398999796646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2757295217363112,-1.2490704913205721,0.0,0.0,0.0,0.0,0.0,0.0,0.44863712928542704,0.006529517549558665,-0.014932303541736957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25109979625205936,0.0033101753792619303,-0.007727001294490405,0.00019151205582581087,-0.014527519749843721,-8.673617379884035e-19,0.0,0.0,494.7555905331649,0.0,0.0,0.0,0.10942707182270944,0.0015926144744222064,-0.005855126972100526,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562095725576424,0.005184316017357925,-0.012517875705532509,0.0,0.0,0.0,3.487898138431057,0.0,-66.55306113227576,2.1930214151537384,2.1930214151537384,0.066173013946,0.012317074720624628,6.788287790724716,0.9996573249755574,0.0,0.026176948307873156,0.01139523013280158,0.0,874.7120198584522,180.8338306429939,22.3902772154233,0.0,427.23194002361856,265239.46663241275,0.3349169259921923,0.0,3.1865216957776106,3.0417367787194687,0.0417367787194689,0.0417367787194689
0.11903771380557357,43.00793339237457,1.1663851643009844,0.016729122449276795,499.3967617409735,-0.0006513995769830698,0.031078966488108817,-8.673617379884035e-19,1.125398585357225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.275716485699034,-1.2490684141094064,0.0,0.0,0.0,0.0,0.0,0.0,0.4475051535844387,0.006548036388572221,-0.015547930471435626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529669831524708,0.003363699860874445,-0.007962922314447882,0.0001946087447731225,-0.01463554689672817,-8.673617379884035e-19,0.0,0.0,499.43940057524173,0.0,0.0,0.0,0.11060222275050414,0.0016183665672369041,-0.00609501508988613,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35531080481357064,0.005199019632593225,-0.013032966392447907,0.0,0.0,0.0,3.4877292848750994,0.0,-66.54983921449434,2.192997586770221,2.192997586770221,0.066173013946,0.01246509479127536,6.7879591691493415,0.9996573249755574,0.0,0.026176948307873156,0.01178987134631201,0.0,874.7157811470016,180.8383100709309,22.63515968387328,0.0,431.90457587654095,268426.8815276616,0.342473069944323,0.0,3.258413603206752,3.0419080386417674,0.041908038641767294,0.041908038641767294
0.12461947246003935,39.64586730626523,1.172436494819676,0.017310704874364057,522.4189222627425,-0.0006443124977973161,0.030946413251169536,-8.673617379884035e-19,1.1253964559461485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756512865748748,-1.249253968125064,0.0,0.0,0.0,0.0,0.0,0.0,0.44180390439887157,0.006639144479288503,-0.018795425734659615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631151484763641,0.0036460094373949696,-0.009216683705222405,0.00021094192389030107,-0.015222674701561387,-8.673617379884035e-19,0.0,0.0,522.4700424764025,0.0,0.0,0.0,0.11673332340552134,0.001754193188245499,-0.007358965856334668,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350784118538919,0.005271357769435087,-0.015749138363755348,0.0,0.0,0.0,3.486885016532975,0.0,-66.53372961485714,2.1928784102365584,2.1928784102365584,0.066173013946,0.013240750607544979,6.786316061272468,0.9996573249755574,0.0,0.026176948307873156,0.013817654352832184,0.0,874.7351068579911,180.8609392641299,23.839251432356836,0.0,454.88001511392133,285129.5696692811,0.38065805702344696,0.0,3.6217194869573173,3.042764338253259,0.04276433825325928,0.04276433825325928
0.12561178510972215,39.070667559836984,1.1736987402969006,0.017418427930324335,526.4324162304554,-0.0006427634866965396,0.030889345398724066,-8.673617379884035e-19,1.1253960401774097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756396923139983,-1.249319411351995,0.0,0.0,0.0,0.0,0.0,0.0,0.4407583200182325,0.006654891807496811,-0.019416497798813763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650951928877336,0.003699666356712569,-0.009458108304123303,0.000214046275095428,-0.015337231283132097,-8.673617379884035e-19,0.0,0.0,526.48515968179,0.0,0.0,0.0,0.11789128348756915,0.0017800089096996607,-0.007600425485625343,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34995394390336526,0.005283860856415293,-0.016268419746152302,0.0,0.0,0.0,3.4867349240147774,0.0,-66.53086567900161,2.192857217255219,2.192857217255219,0.066173013946,0.013387956703237449,6.7860239532054685,0.9996573249755574,0.0,0.026176948307873156,0.0142136402452152,0.0,874.7388802174623,180.86502789701115,24.04916633839842,0.0,458.8854301288925,288299.44234560465,0.3876773915615893,0.0,3.688503993979316,3.0429165692953024,0.04291656929530229,0.04291656929530229
0.12685217592182566,38.365115654692715,1.1753453238311344,0.017554654547957946,531.449243975065,-0.0006407262803681062,0.030804768785883924,-8.673617379884035e-19,1.1253955304000323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756251980841609,-1.2494137813495614,0.0,0.0,0.0,0.0,0.0,0.0,0.4394448909091848,0.006674435154099656,-0.02020783299659197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676298454033487,0.0037679699727791163,-0.009766435089198043,0.00021799801916771875,-0.015483875028086106,-8.673617379884035e-19,0.0,0.0,531.5040561885245,0.0,0.0,0.0,0.11935948200505829,0.0018128715093750467,-0.007907963624239732,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34891110551354265,0.005299377911704127,-0.016929981749533734,0.0,0.0,0.0,3.4865473084661875,0.0,-66.52728576107422,2.192830723462666,2.192830723462666,0.066173013946,0.013574942365918602,6.785658818121719,0.9996573249755574,0.0,0.026176948307873156,0.014699147259857853,0.0,874.7435067651734,180.87016044772423,24.311558083559135,0.0,463.8921628840356,292325.912384298,0.39650444088205766,0.0,3.7724877582696497,3.043106858097856,0.04310685809785607,0.04310685809785607
0.12685217592182566,38.36800918421159,1.175338914166589,0.017554411952114095,531.449252616533,-0.0006407457835281277,0.03080509343231083,-8.673617379884035e-19,1.125395550739359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756251980841609,-1.2494133619755803,0.0,0.0,0.0,0.0,0.0,0.0,0.43945056192422116,0.006674478275946154,-0.020204527601802608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676193359442923,0.003767753951343439,-0.009765146515840664,0.0002179855211262228,-0.015483266997429445,-8.673617379884035e-19,0.0,0.0,531.5040561885245,0.0,0.0,0.0,0.11935340810361275,0.0018127675751728096,-0.007906679292181919,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489156081944627,0.005299412149651693,-0.016927218581572503,0.0,0.0,0.0,3.4865473086681966,0.0,-66.52728576492879,2.192830723462666,2.192830723462666,0.066173013946,0.013574163823261771,6.785658818121719,0.9996573249755574,0.0,0.026176948307873156,0.014679745892303146,0.0,874.7433221730628,180.87015484116807,24.311558517441515,0.0,463.89217116300455,292309.15200282657,0.3964679119404228,0.0,3.772140208605809,3.043106858097856,0.04310685809785607,0.04310685809785607
0.12910745161011866,37.12730730368793,1.1785088106003796,0.01780613824396533,540.5707386228237,-0.0006367878180439917,0.030616074382436798,-8.673617379884035e-19,1.1253946104700479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2755988407124044,-1.2496179522994422,0.0,0.0,0.0,0.0,0.0,0.0,0.43705375947427605,0.0067096815391043865,-0.021680442827394918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2723727676708092,0.0038950709041602216,-0.01034226694161166,0.0002253515149427971,-0.01575827945987361,-8.673617379884035e-19,0.0,0.0,540.6294021385656,0.0,0.0,0.0,0.12206969202085743,0.0018740229120136705,-0.008479933390786926,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470125914344369,0.005327362888687049,-0.018160872582198312,0.0,0.0,0.0,3.486206186382679,0.0,-66.5207767639716,2.192782545205014,2.192782545205014,0.066173013946,0.01392112905423779,6.78499493036208,0.9996573249755574,0.0,0.026176948307873156,0.015575269632058962,0.0,874.7518557077183,180.87953993733743,24.788633911013115,0.0,472.99531195809595,299780.54680626775,0.4126061018293682,0.0,3.925684828840685,3.043452840755875,0.04345284075587506,0.04345284075587506
0.13023508945426515,36.5037083790023,1.1802360324331471,0.017936141951220966,545.131356397986,-0.0006345125337285156,0.03050135557933381,-8.673617379884035e-19,1.1253940974100194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2755856600922,-1.2497400219716868,0.0,0.0,0.0,0.0,0.0,0.0,0.4358025201162173,0.006726746708626752,-0.022465991259650417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27491130514679674,0.00396217473348241,-0.010650484700743774,0.00022923384467909706,-0.01590514797139207,-8.673617379884035e-19,0.0,0.0,545.1920751135862,0.0,0.0,0.0,0.12350307661489555,0.001906308191845656,-0.008784874424262486,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460191305552374,0.005340912317266149,-0.01881736521557202,0.0,0.0,0.0,3.486035624814332,0.0,-66.5175222553723,2.1927584525404606,2.1927584525404606,0.066173013946,0.014104813535200444,6.784662986482261,0.9996573249755574,0.0,0.026176948307873156,0.016063977387246544,0.0,874.7565120520835,180.88430785663292,25.02716545297273,0.0,477.54676491456206,303735.91806494695,0.42103327997385814,0.0,4.005864073028022,3.0436258320848846,0.04362583208488456,0.04362583208488456
0.13587327867499766,33.59207612142659,1.1896443300713866,0.018606023844881935,567.9339474167593,-0.000621882758158122,0.029772633777880142,-1.734723475976807e-18,1.1253914693665756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2755197376403402,-1.2504911841429085,0.0,0.0,0.0,0.0,0.0,0.0,0.4295122232665067,0.0068104416162745145,-0.026580909739748696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2882352648384257,0.0043130806441933215,-0.012276148325294639,0.000249535703240035,-0.016676013143150144,-1.734723475976807e-18,0.0,0.0,568.0054399886891,0.0,0.0,0.0,0.1308720906229084,0.0020751370603813227,-0.010380450995253728,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410247513435459,0.005407364524032775,-0.0222550628694626,0.0,0.0,0.0,3.4851828163571277,0.0,-66.50124970063192,2.1926379538465817,2.1926379538465817,0.066173013946,0.015055520462897196,6.783003267083164,0.9996573249755574,0.0,0.026176948307873156,0.018567368527231724,0.0,874.7803632346282,180.90841853360976,26.219799258332003,0.0,500.30357357302773,324207.92693962133,0.4635673835503924,0.0,4.410549036188821,3.044490788729932,0.04449078872993204,0.04449078872993204
0.1368756234253501,33.09972780788571,1.19147010936507,0.018729577368829655,571.9882613609386,-0.0006193392994109231,0.029615876260344565,0.0,1.1253909620936626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2755080147157625,-1.2506494027344706,0.0,0.0,0.0,0.0,0.0,0.0,0.42836684250906426,0.006824864430846382,-0.027359012139456223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907491273572285,0.004379030169107344,-0.011942180808686885,0.0002533512500464511,-0.01682145407116125,0.0,0.0,0.0,572.0611492998185,0.0,0.0,0.0,0.1322387992658857,0.002106866797162249,-0.010681848398519173,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401153402328914,0.0054188159717136804,-0.022904897533226373,0.0,0.0,0.0,3.485031205568314,0.0,-66.49835679444723,2.192616525682728,2.192616525682728,0.066173013946,0.015233084604111592,6.782708205856658,0.9996573249755574,0.0,0.026176948307873156,0.019050633842354194,0.0,874.7849670671101,180.91277570367666,26.431850642580894,0.0,504.3497550207028,328031.4827660987,0.47133732803391665,0.0,4.484475119794148,3.0446445588001625,0.04464455880016271,0.04464455880016271
0.13812855436329066,32.49484805257221,1.1938140830530921,0.01888593299631889,577.0552724871101,-0.0006160317965493581,0.029408986747369276,0.0,1.1253903365321707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2754933596256701,-1.2508568839904979,0.0,0.0,0.0,0.0,0.0,0.0,0.42692374913499403,0.006842696387550417,-0.028351855397665847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29395042575192404,0.004462997262294875,-0.012361323187649938,0.000258209213385435,-0.017006666987890974,0.0,0.0,0.0,577.1307859387302,0.0,0.0,0.0,0.13397035734834306,0.0021472651313583346,-0.011066289857907705,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338969550817831,0.005432974215115263,-0.023733983177004495,0.0,0.0,0.0,3.484841692167584,0.0,-66.49474066334375,2.1925897378560477,2.1925897378560477,0.066173013946,0.01545862705624229,6.782339379323526,0.9996573249755574,0.0,0.026176948307873156,0.019646579398404404,0.0,874.7906444477998,180.91825310035077,26.696868981263346,0.0,509.4066061658573,332888.17425790493,0.48113827277582844,0.0,4.577724880064395,3.044836771387951,0.044836771387951044,0.044836771387951044
0.13812855436329066,32.4948434174205,1.193814121869741,0.01888593391918802,577.0552724654722,-0.0006160317629202413,0.029408985738452326,0.0,1.1253903567689276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2754933596256701,-1.2508568856369713,0.0,0.0,0.0,0.0,0.0,0.0,0.4269237452222482,0.0068426964177284175,-0.028351863560559735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2939504558001356,0.004462997848829655,-0.012361326689397613,0.00025820924731973416,-0.01700666872634713,0.0,0.0,0.0,577.1307859387302,0.0,0.0,0.0,0.13397037313617377,0.0021472654135539114,-0.011066293016230555,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3389695477111833,0.005432974239076037,-0.023733989991897117,0.0,0.0,0.0,3.4848416923684775,0.0,-66.49474066717703,2.1925897378560477,2.1925897378560477,0.066173013946,0.015458628777194502,6.782339379323526,0.9996573249755574,0.0,0.026176948307873156,0.01962727584588642,0.0,874.7904607859219,180.9182531128141,26.696868980038982,0.0,509.40660614249504,332888.21690786455,0.4811383486229012,0.0,4.5777256017010854,3.044836771387951,0.044836771387951044,0.044836771387951044
0.14040668216383603,31.43413930785157,1.1982079053099541,0.019174419924954063,586.2681935935642,-0.000609748012026322,0.02900618404013175,0.0,1.125389204758585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.275466709086268,-1.251256792862292,0.0,0.0,0.0,0.0,0.0,0.0,0.4242924760276654,0.00687475514838873,-0.030198387562966913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2998807227910215,0.004618942814497614,-0.013148030781636899,0.0002672315308995895,-0.01734976765401595,0.0,0.0,0.0,586.3485966065327,0.0,0.0,0.0,0.1371543377933754,0.00222229368452759,-0.011780902003824317,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368803686978918,0.005458428277540127,-0.02527569262016763,0.0,0.0,0.0,3.4844971115835186,0.0,-66.48816567411926,2.1925410237215073,2.1925410237215073,0.066173013946,0.015875050865964125,6.781668764564752,0.9996573249755574,0.0,0.026176948307873156,0.020724765137960247,0.0,874.8009160412744,180.92827474626537,27.178729951839834,0.0,518.6010612099086,341855.180031397,0.4990482542922054,0.0,4.748126971579592,3.0451862597967656,0.04518625979676559,0.04518625979676559
0.1415457460641087,30.903836094423514,1.2005421179305724,0.01932324577029959,590.8745077618166,-0.0006062808596496326,0.028785262766010067,-1.734723475976807e-18,1.1253885806331572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2754533818399374,-1.2514745785165058,0.0,0.0,0.0,0.0,0.0,0.0,0.4229242601965442,0.0068902078920404074,-0.031175678900247694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3030037429453015,0.004700707938446058,-0.01356805637759945,0.00027196209807144435,-0.017530451739179127,-1.734723475976807e-18,0.0,0.0,590.9575019404339,0.0,0.0,0.0,0.13882008412341473,0.0022616324699754856,-0.012158920034730396,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3357940306653118,0.005470697469837639,-0.02609152330465589,0.0,0.0,0.0,3.4843248207142583,0.0,-66.48487816849286,2.1925166630411845,2.1925166630411845,0.066173013946,0.016093841123595288,6.781333457185364,0.9996573249755574,0.0,0.026176948307873156,0.021319411282482183,0.0,874.806580395528,180.933370220012,27.419653163079893,0.0,523.1981499348267,346566.45521468483,0.508368905319937,0.0,4.836807042408054,3.045361004001173,0.04536100400117286,0.04536100400117286
0.1472410655654721,28.436787520963666,1.2127659891794713,0.02008784673615386,613.9054917996255,-0.0005876188019895753,0.027565532440839008,0.0,1.1253853910164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2753867258341682,-1.2526554631902187,0.0,0.0,0.0,0.0,0.0,0.0,0.4160550144848803,0.006965672101593301,-0.03627012740130696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31907697865166107,0.005125535523917975,-0.01579629137840463,0.00029654073664599104,-0.01846037781898222,0.0,0.0,0.0,614.00202860994,0.0,0.0,0.0,0.1472940192644253,0.002466024455905312,-0.01412743866197846,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303399767785045,0.005530614654737274,-0.03034295287288937,0.0,0.0,0.0,3.4834633656925043,0.0,-66.46844062747243,2.1923948234947517,2.1923948234947517,0.066173013946,0.017216735729272337,6.779656920288429,0.9996573249755574,0.0,0.026176948307873156,0.02435845430037544,0.0,874.8355283307071,180.9591672148297,28.624240065290763,0.0,546.1830372681593,370746.00349998916,0.5553788336253198,0.0,5.284076633272342,3.046234725023209,0.046234725023209224,0.046234725023209224
0.14825356681015892,28.02145849441824,1.2150613323773736,0.02022850096176523,617.9997438709993,-0.0005839811091494455,0.027326702911144862,-1.734723475976807e-18,1.1253847804103476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2753748724261136,-1.252883126614419,0.0,0.0,0.0,0.0,0.0,0.0,0.4148076539352299,0.006978591832076291,-0.03722801343022812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3220552873456657,0.005204851728846034,-0.016222156249875126,0.00030112962023241325,-0.018632689541329656,-1.734723475976807e-18,0.0,0.0,618.0988333511855,0.0,0.0,0.0,0.14884879549512636,0.002504184719356406,-0.014497217045397116,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293495956013516,0.005540872681486499,-0.031142093460704217,0.0,0.0,0.0,3.483310217702444,0.0,-66.46551838974065,2.192373156822042,2.192373156822042,0.066173013946,0.017424626067224044,6.779358869284529,0.9996573249755574,0.0,0.026176948307873156,0.024940283967026147,0.0,874.8410700025252,180.9638350162974,28.838381600010766,0.0,550.2691011626716,375222.533750435,0.5639489028939573,0.0,5.365615395692095,3.0463900532049046,0.04639005320490457,0.04639005320490457
0.14951919336601746,27.511838669643904,1.2179791531274127,0.020406341546442046,623.1174958164096,-0.0005792965872387537,0.027019331246509765,0.0,1.1253840250035079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2753600542002885,-1.2531745744247262,0.0,0.0,0.0,0.0,0.0,0.0,0.4132374986132721,0.006994527872416504,-0.03844803096878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325826903648652,0.005305621509274888,-0.016767570736419532,0.00030695971247947373,-0.01885089852097958,0.0,0.0,0.0,623.2198392777425,0.0,0.0,0.0,0.15081182951282113,0.0025526665623458846,-0.01496803678261557,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3281029213526675,0.005553525602404771,-0.03215982284512874,0.0,0.0,0.0,3.483118782793513,0.0,-66.46186559407653,2.192346070801922,2.192346070801922,0.066173013946,0.017687955005040522,6.778986305529655,0.9996573249755574,0.0,0.026176948307873156,0.025660082141967636,0.0,874.847925844095,180.96970546732055,29.10605535140231,0.0,555.3766206006907,380892.8299191771,0.5747519265525841,0.0,5.4683992999878575,3.046584213432024,0.04658421343202377,0.04658421343202377
