Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsBayFX(N),FirstStage.AvionicsBayFY(N),FirstStage.AvionicsBayFZ(N),FirstStage.AvionicsBayMX(Nm),FirstStage.AvionicsBayMY(Nm),FirstStage.AvionicsBayMZ(Nm),FirstStage.AvionicsTubeFX(N),FirstStage.AvionicsTubeFY(N),FirstStage.AvionicsTubeFZ(N),FirstStage.AvionicsTubeMX(Nm),FirstStage.AvionicsTubeMY(Nm),FirstStage.AvionicsTubeMZ(Nm),FirstStage.BallastFX(N),FirstStage.BallastFY(N),FirstStage.BallastFZ(N),FirstStage.BallastMX(Nm),FirstStage.BallastMY(Nm),FirstStage.BallastMZ(Nm),FirstStage.FinCanFX(N),FirstStage.FinCanFY(N),FirstStage.FinCanFZ(N),FirstStage.FinCanMX(Nm),FirstStage.FinCanMY(Nm),FirstStage.FinCanMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.MotorAssemblyFX(N),FirstStage.MotorAssemblyFY(N),FirstStage.MotorAssemblyFZ(N),FirstStage.MotorAssemblyMX(Nm),FirstStage.MotorAssemblyMY(Nm),FirstStage.MotorAssemblyMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeShellFX(N),FirstStage.NoseConeShellFY(N),FirstStage.NoseConeShellFZ(N),FirstStage.NoseConeShellMX(Nm),FirstStage.NoseConeShellMY(Nm),FirstStage.NoseConeShellMZ(Nm),FirstStage.NoseConeTubeFX(N),FirstStage.NoseConeTubeFY(N),FirstStage.NoseConeTubeFZ(N),FirstStage.NoseConeTubeMX(Nm),FirstStage.NoseConeTubeMY(Nm),FirstStage.NoseConeTubeMZ(Nm),FirstStage.PVTubeFX(N),FirstStage.PVTubeFY(N),FirstStage.PVTubeFZ(N),FirstStage.PVTubeMX(Nm),FirstStage.PVTubeMY(Nm),FirstStage.PVTubeMZ(Nm),FirstStage.PayloadFX(N),FirstStage.PayloadFY(N),FirstStage.PayloadFZ(N),FirstStage.PayloadMX(Nm),FirstStage.PayloadMY(Nm),FirstStage.PayloadMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),FirstStage.UpperCasingFX(N),FirstStage.UpperCasingFY(N),FirstStage.UpperCasingFZ(N),FirstStage.UpperCasingMX(Nm),FirstStage.UpperCasingMY(Nm),FirstStage.UpperCasingMZ(Nm),FirstStage.intermediateTubeFX(N),FirstStage.intermediateTubeFY(N),FirstStage.intermediateTubeFZ(N),FirstStage.intermediateTubeMX(Nm),FirstStage.intermediateTubeMY(Nm),FirstStage.intermediateTubeMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0,92.21617597076282,4.509478823933994,0.017306848386206115,-0.007419844681175955,0.001042099063903644,-0.16534596414148628,-0.00015544229648975505,1.1233853149578374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4284231903481377,-2.465089850640994,0.0,0.0,0.0,0.0,0.0,0.0,0.5451477169335771,0.002058517782820819,-4.4385330048749876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8158417556868017,0.003080678337049088,-6.0122295338129e-05,0.0,0.0,0.0,0.7239608476453888,0.0030124547212915347,-0.0070623517451610645,0.0003533633671209003,-0.08291734910210077,-0.00015544229648975505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2256563892195067,0.0008520950846650786,-7.286214653616361e-05,0.0,0.0,-0.0,0.22369854591412305,0.0008447021246747498,-2.3145381611826143e-05,0.0,0.0,0.0,0.9963044481889515,0.003762118706534601,-7.000613295308709e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5729690486943253,0.0021635731731165027,-4.6067310923529596e-05,0.0,0.0,0.0,0.053715848315093004,0.00020283498497967211,-8.768724568324037e-06,0.0,0.0,0.0,0.3521842233362265,0.0013298734710740707,-3.213561403508164e-05,0.0,0.0,0.0,15.42528463976409,0.0,-441.72235790535206,69.49903505697336,69.61597553697337,0.3884548398860215,0.008940734981593626,45.02079215686294,0.9998476951563913,0.0,0.01745240643728351,0.0,0.0,893.0,180.21635203958562,-15.382475780869317,-0.0,-440.4964725792888,192210.6173054126,0.0,0.0,0.0,3.0113627021464726,0.011362702146472793,0.011362702146472793
0.002,92.61865807409896,4.5164680891916085,0.01984280357853757,13.554693060164531,0.0011950963585980103,-0.1659396616840101,-0.00017795839288106685,1.1233853049282798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4283319561064296,-2.465073433281427,0.0,0.0,0.0,0.0,0.0,0.0,0.5459752660285975,0.0023601749518938463,-6.125274028688586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817080225711763,0.0035321238935238945,-8.297118167692057e-05,0.0,0.0,0.0,0.7251365612502312,0.0034534059934389627,-0.007080934303040581,0.00040508388877200487,-0.0830524370689414,-0.00017795839288106685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.562267341688083,0.0,0.0,0.0,0.22606597394135808,0.000977251685873868,-0.00010055052425995698,0.0,0.0,-0.0,0.2240381264048382,0.0009684855837081645,-3.194005162084232e-05,0.0,0.0,0.0,0.99781686550054,0.004313423187943926,-9.66118535800767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5738388313293672,0.002480625259783601,-6.357401793988373e-05,0.0,0.0,0.0,0.05379739043712818,0.00023255861810471263,-1.2099686915613478e-05,0.0,0.0,0.0,0.35271884858778524,0.0015247544042665934,-4.434716423007587e-05,0.0,0.0,0.0,15.423425054623625,0.0,-441.6691063542686,69.49480324339066,69.61174372339066,0.3884405710542936,0.00895018237483712,45.01536470588255,0.9998476951563913,0.0,0.01745240643728351,3.1830147650395708e-06,0.0,893.000091149617,180.24768012351166,-14.907589626454484,-0.0,-426.8975123809159,192413.7186104473,-0.001365867143224021,0.0,-0.019532810166255278,3.0130179120203207,0.013017912020320732,0.013017912020320732
0.003,92.80675149341751,4.519898078993289,0.021112031302313268,-7.882520021949035,0.0012716627041593695,-0.1662329658525994,-0.00018919619980872077,1.1233853047421698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.428286317139234,-2.465064863015299,0.0,0.0,0.0,0.0,0.0,0.0,0.5463807630828488,0.002511155004955949,-7.015147198611696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8176870730274355,0.0037580733522444205,-9.502576259738097e-05,0.0,0.0,0.0,0.7257155283500879,0.0036740445620672725,-0.007090374855294318,0.00043096290119986084,-0.08311897053293994,-0.00018919619980872077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.87486462747451,0.0,0.0,0.0,0.22626906592227858,0.0010399280790039105,-0.00011515790675500802,0.0,0.0,-0.0,0.22420452002365168,0.0010304394675508895,-3.6579645299548636e-05,0.0,0.0,0.0,0.9985579463238268,0.004589352250436735,-0.000110648569202743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5742650227160424,0.002639310501760598,-7.281004336410609e-05,0.0,0.0,0.0,0.053837345879628976,0.00024743535954005604,-1.385674590346933e-05,0.0,0.0,0.0,0.35298081366748857,0.001622292724753438,-5.0789474122219015e-05,0.0,0.0,0.0,15.422495262265862,0.0,-441.6424805848112,69.49268611071408,69.60962659071407,0.3884334366384296,0.008954903653275602,45.01265098039235,0.9998476951563913,0.0,0.01745240643728351,1.7036051652564994e-06,0.0,893.0000928410104,180.26332839691784,-15.654350117137628,-0.0,-448.28193493379274,192515.21804769864,-0.0020015424933484192,0.0,-0.02862339119600281,3.013845516957245,0.0138455169572447,0.0138455169572447
0.008,94.14949519255006,4.539648157196909,0.027478362244431877,-2.63334532353933,0.0016514874678612767,-0.16763718908432135,-0.00024453199722373337,1.1233853065328478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.428057903734449,-2.464986105563194,0.0,0.0,0.0,0.0,0.0,0.0,0.548684114884537,0.003268546164012696,-0.00015284759002962404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8211341581375486,0.0048915483971776206,-0.00020705325520497698,0.0,0.0,0.0,0.7291467508383499,0.00477896305125642,-0.007160862180537249,0.000560550758566787,-0.08351393260880763,-0.00024453199722373337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6249533920476464,0.0,0.0,0.0,0.22754683580780052,0.0013555109709515178,-0.0002509014870858201,0.0,0.0,-0.0,0.2251496885215859,0.0013412310121293477,-7.969147088318296e-05,0.0,0.0,0.0,1.002767520306223,0.005973549885954238,-0.0002410988843731492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576685924885541,0.0034353547268657575,-0.00015864103447717684,0.0,0.0,0.0,0.05406430545801947,0.0003220645056436648,-3.018015567558405e-05,0.0,0.0,0.0,0.35446885835730346,0.002111593530440615,-0.00011065543341633707,0.0,0.0,0.0,15.417846300596743,0.0,-441.50935174095173,69.48208817849084,69.59902865849084,0.38839776455910974,0.008986583211307362,44.99908235294137,0.9998476951563913,0.0,0.01745240643728351,-7.425308047306778e-06,0.0,893.0000765671381,180.34131056480425,-15.466606466492573,-0.0,-442.9056602016617,193196.2750231662,-0.006681242935201941,0.0,-0.0955462253963374,3.0179835416418643,0.01798354164186455,0.01798354164186455
0.008888888888888889,94.97372353253604,4.546884510144327,0.028622470544199304,2.032651314026232,0.0017132170731514297,-0.16780007041035017,-0.00025329173056506255,1.1233852998966551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.428017258753978,-2.464922573848458,0.0,0.0,0.0,0.0,0.0,0.0,0.5494907106584105,0.003404754165966886,-0.00022068144253295196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8223412704336213,0.0050953907173435465,-0.00029895054376238704,0.0,0.0,0.0,0.7305197568025668,0.00497551247784702,-0.007205644353542044,0.0005835925807019678,-0.08367274675577802,-0.00025329173056506255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041634370826709,0.0,0.0,0.0,0.22814304285349063,0.0014136198492983474,-0.00036224623649127517,0.0,0.0,-0.0,0.2254806709253477,0.0013971232612071014,-0.00011505161293170393,0.0,0.0,0.0,1.0042416436170951,0.006222481751594654,-0.0003481104985610232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5775336848575293,0.0035785140337472655,-0.00022904670572572184,0.0,0.0,0.0,0.05414378295539338,0.00033548569066380615,-4.35654905494422e-05,0.0,0.0,0.0,0.354989947040873,0.002199588596530676,-0.0001597599163803628,0.0,0.0,0.0,15.417019818216382,0.0,-441.4856843821738,69.48020195941366,69.59714243941366,0.38839142285611955,0.009003520590044561,44.996670152505644,0.9998476951563913,0.0,0.01745240643728351,-4.629875312112887e-06,0.0,893.000136877523,180.35501154746837,-15.30303144771645,-0.0,-438.221484533231,193560.39882939667,-0.009692242029623621,0.0,-0.1386055185449238,3.0187191904746857,0.018719190474685857,0.018719190474685857
0.01,95.12524223682888,4.550437037775015,0.03003969839610411,-2.1965701162812405,0.0017978397954473363,-0.16810569620273896,-0.0002655317414256009,1.123385301585433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.427966436324542,-2.4649101929432438,0.0,0.0,0.0,0.0,0.0,0.0,0.5499059803633684,0.003573362142763582,-0.0002347158269736359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8229627430265581,0.00534772127572205,-0.00031796490024386346,0.0,0.0,0.0,0.7311347659609024,0.00522136464957294,-0.00721776904076376,0.0006124258608336559,-0.08374350625730405,-0.0002655317414256009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1874619011871537,0.0,0.0,0.0,0.22836881435335485,0.0014839709058244008,-0.0003852816336018105,0.0,0.0,-0.0,0.22565107470083043,0.0014663106723754008,-0.00012236598383622826,0.0,0.0,0.0,1.005000584802018,0.006530627364361029,-0.0003702528941592919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577970147637085,0.0037557268314287575,-0.00024361332141699778,0.0,0.0,0.0,0.05418470134097673,0.00035209939044644604,-4.6333081474817465e-05,0.0,0.0,0.0,0.3552582255899208,0.0023085151636095067,-0.00016991841161631617,0.0,0.0,0.0,15.415986715680017,0.0,-441.45610019627526,69.47784327547868,69.59478375547867,0.3883834957273818,0.009009035564661042,44.99365490196098,0.9998476951563913,0.0,0.01745240643728351,-7.481125801007144e-06,0.0,893.0001215297447,180.37231034957037,-15.449504321707227,-0.0,-442.41591885190746,193678.96168754884,-0.010195025707745931,0.0,-0.14579566012507297,3.0196387515157124,0.01963875151571249,0.01963875151571249
0.01,94.24537772082091,4.54489584172291,0.030024552499547313,-2.195924152545448,0.001806342682343554,-0.16821881211415723,-0.00026703042604313276,1.1233853191664496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.427966436324542,-2.464980134645171,0.0,0.0,0.0,0.0,0.0,0.0,0.5493108461866606,0.003571428057619862,-0.00016019155238446788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220720939483127,0.005344826817265586,-0.00021700352817803837,0.0,0.0,0.0,0.7300139317343394,0.005221517233773801,-0.0071720337546403775,0.0006124573399344511,-0.0836134273397981,-0.00026703042604313276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1874619011871537,0.0,0.0,0.0,0.22783473000638552,0.001481302167786708,-0.0002629552358817917,0.0,0.0,-0.0,0.22540686446969863,0.0014655170305405642,-8.35185845942024e-05,0.0,0.0,0.0,1.0039129257894142,0.006527092657029404,-0.0002526862701842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773446410954971,0.0037536940412501176,-0.00016626354156348334,0.0,0.0,0.0,0.05412606010270286,0.00035190881636719857,-3.162792468345747e-05,0.0,0.0,0.0,0.3548737483898995,0.0023072656779140727,-0.0001159709661839061,0.0,0.0,0.0,15.415986716453148,0.0,-441.4561002184148,69.47784327547868,69.59478375547867,0.3883834957273818,0.008992833771763286,44.99365490196098,0.9998476951563913,0.0,0.01745240643728351,-1.8653992904615673e-05,0.0,892.999961751715,180.3725119806459,-15.449488541439827,-0.0,-442.41546696417333,193330.65348677128,-0.006925233979549562,0.0,-0.09903545989117932,3.0196387515157124,0.01963875151571249,0.01963875151571249
0.012019100558804714,92.77945255877476,4.540664470094149,0.0325685807983088,8.675325580337793,0.001975386550673419,-0.16888958659124587,-0.000291898830148192,1.1233853268028242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4278740361919757,-2.4650701486404136,0.0,0.0,0.0,0.0,0.0,0.0,0.5488911854973264,0.003873839615835421,-6.910295598255358e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214440500201368,0.00579740135611232,-9.36080887866278e-05,0.0,0.0,0.0,0.7290543037248698,0.005667863765981312,-0.007119078115665624,0.0006648285535567188,-0.0835013749971285,-0.000291898830148192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.683001230692243,0.0,0.0,0.0,0.22730340686609182,0.0016042103892311686,-0.00011343462736345254,0.0,0.0,-0.0,0.22523465887648914,0.0015896100492566038,-3.6030264354404265e-05,0.0,0.0,0.0,1.0031459597020103,0.007079775849630251,-0.00010899922864378907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769035632399486,0.004071539016919435,-7.172205047456215e-05,0.0,0.0,0.0,0.054084709053745184,0.00038170678283619706,-1.3646363321891731e-05,0.0,0.0,0.0,0.35460263311353135,0.0025026339725060897,-5.0028659856278616e-05,0.0,0.0,0.0,15.414109372536238,0.0,-441.40234012251113,69.47355450799537,69.59049498799538,0.3883690906243241,0.0089753079749459,44.98817561730728,0.9998476951563913,0.0,0.01745240643728351,-1.0759063116109025e-05,0.0,892.9998923515841,180.40436243345542,-15.06845090106381,-0.0,-431.50397658404114,192953.87984440703,-0.0013857539882017446,0.0,-0.01981720529918067,3.0213097691063253,0.02130976910632522,0.02130976910632522
0.01302865083820707,92.97220163257687,4.544165797157617,0.03385809804833134,5.32988872751886,0.002053704462299008,-0.16918795919339735,-0.0003032037012998534,1.123385312918056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4278278138197003,-2.465061021352946,0.0,0.0,0.0,0.0,0.0,0.0,0.5493043941550545,0.004027243231194986,-7.884198190735669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220624381492884,0.006026977801167667,-0.00010680146437130479,0.0,0.0,0.0,0.7296477818114656,0.005891833767478309,-0.007129107782581218,0.0006910966221468163,-0.08356957977526186,-0.0003032037012998534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.337652847415517,0.0,0.0,0.0,0.22751296768656312,0.0016680188050091605,-0.00012942096950610684,0.0,0.0,-0.0,0.22540421691190166,0.001652558429352425,-4.110746617974244e-05,0.0,0.0,0.0,1.0039011341454445,0.0073601341811494565,-0.00012436225808326186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773378597877952,0.004232771506442178,-8.183026950095795e-05,0.0,0.0,0.0,0.054125424355105804,0.0003968223287289542,-1.556871790443105e-05,0.0,0.0,0.0,0.35486958015499803,0.0026017379978082083,-5.7078986622975855e-05,0.0,0.0,0.0,15.413170699799409,0.0,-441.37546005226943,69.47140887101493,69.58834935101493,0.38836188807279526,0.008980212076722501,44.98543597498043,0.9998476951563913,0.0,0.01745240643728351,-3.553390526609129e-06,0.0,893.0000185377417,180.42005836570556,-15.184193189351358,-0.0,-434.81840206698763,193059.30747603407,-0.0020403665191230562,0.0,-0.029178600631347865,3.0221452779016316,0.02214527790163158,0.02214527790163158
0.018076402235218857,94.05273149063719,4.562526655514855,0.04032257963311514,20.71794090286828,0.0024433255911190978,-0.17063873420737008,-0.00035904746314157493,1.1233854149048537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4275964787897064,-2.464998342286418,0.0,0.0,0.0,0.0,0.0,0.0,0.5514547598304523,0.004796340158300862,-0.00014642086825086988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8252805716083323,0.007177971133457153,-0.0001983532470934784,0.0,0.0,0.0,0.7328113656318874,0.00701319765340019,-0.007190113717975472,0.0008226066493125577,-0.08393348296208124,-0.00035904746314157493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.726310318386428,0.0,0.0,0.0,0.2286681689866795,0.001988867268410461,-0.0002403472823473045,0.0,0.0,-0.0,0.22628660834422012,0.001968153375302768,-7.633479403757537e-05,0.0,0.0,0.0,1.0078311127935855,0.008765725116894682,-0.00023097149143441287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579597968263179,0.005041118897414148,-0.00015197129876376775,0.0,0.0,0.0,0.054337309524673034,0.00047260489663257635,-2.8903857207950944e-05,0.0,0.0,0.0,0.35625879053184567,0.0030986011333022983,-0.0001059989610376334,0.0,0.0,0.0,15.408477343650489,0.0,-441.24105991684206,69.46066814342383,69.57760862342383,0.38832587531515106,0.009008243077503135,44.97173776334619,0.9998476951563913,0.0,0.01745240643728351,-7.645921057153579e-05,0.0,892.9990916716331,180.49832395847872,-14.642780774146562,-0.0,-419.314379014668,193661.9428047886,-0.00575930851739954,0.0,-0.08236194897676923,3.0263228218781633,0.026322821878163403,0.026322821878163403
