Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EstimatedIntegrationError,EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),TimeStep(s),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
0,0.0,0.0,0.0,3.605923750168161e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.01,0.0,0.0,0.0
0.01,0.0,0.0,0.0,1.7122479644435053e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.010096442273287957,0.0,0.0,0.0
0.020096442273287957,0.0,0.0,0.0,3.626359481728021e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.010195825824132837,0.0,0.0,0.0
0.030292268097420794,0.0,0.0,0.0,2.6846935806502012e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.010294337234525015,0.0,0.0,0.0
0.04058660533194581,0.0,0.0,0.0,3.321482445961385e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.010394872467795684,0.0,0.0,0.0
0.05098147779974149,0.0,0.0,0.0,1.0689231683563389e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.01049583240987205,0.0,0.0,0.0
0.06147731020961354,0.0,0.0,0.0,1.9123767246708026e-06,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0,0.0,874.603032,0.010600244915566825,0.0,0.0,0.0
0.07207755512518037,0.0,0.0,0.0,2.290363981040951e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,6.654823626884104e-06,0.0,874.6031468882467,0.010706738141841601,0.001627818166391325,0.0,0.011582528094687818
0.08278429326702197,0.0,0.0,0.0,2.5577749651201933e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,7.301829749813906e-05,0.0,874.6036872184444,0.010812166963160424,0.01010950970244239,0.0,0.07193289924490799
0.0935964602301824,0.0,0.0,0.0,3.993087907022298e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0002697331869817817,0.0,874.6051556302256,0.010918458877781645,0.025825096353908,0.0,0.18375510867425185
0.10451491910796404,0.0,0.0,0.0,2.3508250481021896e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.000688633972862263,0.0,874.6082055633076,0.011024343891129718,0.05085812937576836,0.0,0.3618743938974412
0.11553926299909376,0.0,0.0,0.0,7.0283026040939874e-06,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.0014458699875301295,0.0,874.6136634583428,0.01113318392412968,0.0865216277610657,0.0,0.615633370502484
0.12667244692322344,0.0,0.0,0.0,3.168277413438088e-06,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.002666318808267284,0.0,874.6224178795403,0.011245055300277945,0.13240942093726635,0.0,0.9421419846954506
0.13791750222350138,0.0,0.0,0.0,2.908283103646638e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.00446181411030897,0.0,874.635264583289,0.011358610680254622,0.18614960895034233,0.0,1.324523291358926
0.149276112903756,0.0,0.0,0.0,4.503481192939404e-06,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.00691781878871168,0.0,874.6528116765751,0.01147049617514373,0.24524880569918778,0.0,1.745035926522888
0.16074660907889973,0.0,0.0,0.0,4.7388347520787254e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.010105345415727362,0.0,874.6755644270249,0.011586432509630623,0.30972448309599243,0.0,2.2038042093023233
0.17233304158853036,0.0,0.0,0.0,7.808819463360017e-05,-3.141592653589793,-0.06981317007977325,1.5707963267948963,0.9993908270190958,0.0,0.03489949670250097,0.014109631502276553,0.0,874.704129352028,0.01169870258958347,0.3804464243360446,0.0,2.7070169687100254
