Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsBayFX(N),FirstStage.AvionicsBayFY(N),FirstStage.AvionicsBayFZ(N),FirstStage.AvionicsBayMX(Nm),FirstStage.AvionicsBayMY(Nm),FirstStage.AvionicsBayMZ(Nm),FirstStage.AvionicsTubeFX(N),FirstStage.AvionicsTubeFY(N),FirstStage.AvionicsTubeFZ(N),FirstStage.AvionicsTubeMX(Nm),FirstStage.AvionicsTubeMY(Nm),FirstStage.AvionicsTubeMZ(Nm),FirstStage.FinCanFX(N),FirstStage.FinCanFY(N),FirstStage.FinCanFZ(N),FirstStage.FinCanMX(Nm),FirstStage.FinCanMY(Nm),FirstStage.FinCanMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.LowerTransitionFX(N),FirstStage.LowerTransitionFY(N),FirstStage.LowerTransitionFZ(N),FirstStage.LowerTransitionMX(Nm),FirstStage.LowerTransitionMY(Nm),FirstStage.LowerTransitionMZ(Nm),FirstStage.MotorAssemblyFX(N),FirstStage.MotorAssemblyFY(N),FirstStage.MotorAssemblyFZ(N),FirstStage.MotorAssemblyMX(Nm),FirstStage.MotorAssemblyMY(Nm),FirstStage.MotorAssemblyMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeShellFX(N),FirstStage.NoseConeShellFY(N),FirstStage.NoseConeShellFZ(N),FirstStage.NoseConeShellMX(Nm),FirstStage.NoseConeShellMY(Nm),FirstStage.NoseConeShellMZ(Nm),FirstStage.NoseConeTubeFX(N),FirstStage.NoseConeTubeFY(N),FirstStage.NoseConeTubeFZ(N),FirstStage.NoseConeTubeMX(Nm),FirstStage.NoseConeTubeMY(Nm),FirstStage.NoseConeTubeMZ(Nm),FirstStage.PVTubeFX(N),FirstStage.PVTubeFY(N),FirstStage.PVTubeFZ(N),FirstStage.PVTubeMX(Nm),FirstStage.PVTubeMY(Nm),FirstStage.PVTubeMZ(Nm),FirstStage.PayloadFX(N),FirstStage.PayloadFY(N),FirstStage.PayloadFZ(N),FirstStage.PayloadMX(Nm),FirstStage.PayloadMY(Nm),FirstStage.PayloadMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),FirstStage.UpperCasingFX(N),FirstStage.UpperCasingFY(N),FirstStage.UpperCasingFZ(N),FirstStage.UpperCasingMX(Nm),FirstStage.UpperCasingMY(Nm),FirstStage.UpperCasingMZ(Nm),FirstStage.UpperTransitionFX(N),FirstStage.UpperTransitionFY(N),FirstStage.UpperTransitionFZ(N),FirstStage.UpperTransitionMX(Nm),FirstStage.UpperTransitionMY(Nm),FirstStage.UpperTransitionMZ(Nm),FirstStage.intermediateTubeFX(N),FirstStage.intermediateTubeFY(N),FirstStage.intermediateTubeFZ(N),FirstStage.intermediateTubeMX(Nm),FirstStage.intermediateTubeMY(Nm),FirstStage.intermediateTubeMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0,94.4540166424935,2.9536322517169906,2.9540354028042204,2766.1217438719877,-0.12874568879654258,0.09976654922808414,-0.009286764321128719,1.1233853149578374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.947341740397547,-2.908660787453257,0.0,0.0,0.0,0.0,0.0,0.0,0.3094426014930664,0.31132143283380276,-0.0001428905672092251,0.0,0.0,0.0,0.5105004742524766,0.5136000613353748,-0.00021321354763611752,0.0,0.0,0.0,0.47925879988602,0.4646383880651204,-0.0075528699178996,0.054075735430102564,-0.055036624135603555,-0.009286764321128719,0.039165147428649294,0.0394029450237395,-3.769243270469398e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.130618,0.0,0.0,0.0,0.11646028028477481,0.11716738791473341,-0.0002586975420176183,0.0,0.0,-0.0,0.12697817095749966,0.12774913968007773,-7.465147442966197e-05,0.0,0.0,0.0,0.8302931871958354,0.8353344480131132,-0.00029799838184034445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32523484460374696,0.32720956113014854,-0.00014829178462903733,0.0,0.0,0.0,0.030490766681601285,0.030675896355951436,-2.8402071034150655e-05,0.0,0.0,0.0,-0.014102612065734441,-0.014188238380299738,-1.5876592667488652e-05,0.0,0.0,-0.0,0.19991059099905512,0.20112438083245843,-0.00010354370008266235,0.0,0.0,0.0,81.37830570195533,0.0,-774.2628591155428,27.05300823389537,27.16749009389537,0.8626125869730001,0.008442520164599572,79.30000001899998,0.9986295347545739,0.0,0.05233595624294384,0.0,0.0,893.0,225.1734133609248,207.98680188957232,0.0,1978.8622348455813,181499.84489998096,0.0,0.0,0.0,2.0107128583204985,2.0107128583204985,0.010712858320498468
0.002,93.48669464740593,2.9461835768105837,2.954360144989345,2770.1472872866507,-0.12958260734836302,0.09997326588317812,-0.009305099469004928,1.1233853522673891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9476786474959433,-2.908767578658014,0.0,0.0,0.0,0.0,0.0,0.0,0.30867014452611996,0.311386191772825,-8.742446064006682e-05,0.0,0.0,0.0,0.5092261195060293,0.5137068968807182,-0.00013044719595253846,0.0,0.0,0.0,0.47815219527511255,0.46461208642023344,-0.00750633443878221,0.05407206190547065,-0.05491076657347667,-0.009305099469004928,0.03902162686573233,0.03936498557434127,-2.306463832129628e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.155602,0.0,0.0,0.0,0.11603351194400989,0.11705451286110495,-0.0001582806689842109,0.0,0.0,-0.0,0.12666119723658031,0.1277757131757455,-4.567647312520083e-05,0.0,0.0,0.0,0.8282205386530592,0.8355082085283777,-0.00018231418460005336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244229656950393,0.32727762500812785,-9.072882243351665e-05,0.0,0.0,0.0,0.030414653033909937,0.03068227734451199,-1.7380430605783523e-05,0.0,0.0,0.0,-0.01405093308696994,-0.014174569916774422,-9.709429140760074e-06,0.0,0.0,-0.0,0.19941155716196066,0.20116621734013374,-6.335260623606249e-05,0.0,0.0,0.0,81.20405586563965,0.0,-772.6049826667469,26.818975386382284,26.933457246382286,0.8614675869730001,0.008427845628858469,79.13020030899997,0.9986295347545739,0.0,0.05233595624294384,-3.563799793248084e-05,0.0,892.9996609270993,225.25097243557164,208.57564133208518,0.0,1984.4646679066698,181184.3729245358,0.010433665996330048,0.0,0.04908653919857585,2.012273405155278,2.012273405155278,0.012273405155278213
0.003,92.9962146258472,2.9423920820322405,2.9545153754799185,2770.8475152096185,-0.13002679846410747,0.10013322491493759,-0.009307289581846947,1.1233853577752928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.94784406685039,-2.908803178150945,0.0,0.0,0.0,0.0,0.0,0.0,0.3082775780845133,0.3114164045152707,-6.476709821306839e-05,0.0,0.0,0.0,0.50857848613671,0.5137567401126214,-9.663890766086341e-05,0.0,0.0,0.0,0.477567799278642,0.4645946985806574,-0.0074859162933228855,0.05406961265510694,-0.054844271224748754,-0.009307289581846947,0.03895310928758981,0.03934972278686463,-1.7088197548382878e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.8556,0.0,0.0,0.0,0.11582977017667836,0.11700912790473028,-0.000117260598892306,0.0,0.0,-0.0,0.12650010962778307,0.1277881108183352,-3.38395895678281e-05,0.0,0.0,0.0,0.8271672084379722,0.8355892750463619,-0.00013506155620280879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32401036482813683,0.3273093796422569,-6.721500087680149e-05,0.0,0.0,0.0,0.030375971702637828,0.030685254341461583,-1.2877103473158802e-05,0.0,0.0,0.0,-0.01402626123233214,-0.014169074082213429,-7.191659618381825e-06,0.0,0.0,-0.0,0.19915794570390885,0.20118573581357224,-4.6934376097992507e-05,0.0,0.0,0.0,81.11693161659215,0.0,-771.7760508085086,26.70228781830428,26.816769678304283,0.8608965869730001,0.008421312472393142,79.04530110899998,0.9986295347545739,0.0,0.05233595624294384,-2.9031593452889465e-05,0.0,892.9996108707254,225.29020770607235,208.73361306633885,0.0,1985.967668559825,181043.9219810022,0.015708989297285304,0.0,0.07390498403748322,2.013053678572668,2.013053678572668,0.013053678572668084
0.008,90.53973416284906,2.9234502705018515,2.9554617377952805,2785.0230935533195,-0.13255633205438744,0.10160703578525065,-0.009244668894681465,1.1233853695780731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9486405562272386,-2.9087820002600546,0.0,0.0,0.0,0.0,0.0,0.0,0.30632598512074466,0.3115707685416383,-4.049855311978891e-06,0.0,0.0,0.0,0.5053588611440796,0.5140114009391786,-6.0425750622305335e-06,0.0,0.0,0.0,0.47441489177017904,0.46449501541187366,-0.007415999658717946,0.05405470621863555,-0.05448522964519028,-0.009244668894681465,0.038655314279740206,0.03931715415396408,-1.068763570896717e-06,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785.030547,0.0,0.0,0.0,0.11494425608165924,0.11691228281757723,-7.332414248254387e-06,0.0,0.0,-0.0,0.125699283549547,0.12785145329812056,-2.116165098620824e-06,0.0,0.0,0.0,0.8219307143864808,0.8360034630050425,-8.444627309674821e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219591733269068,0.3274716215568668,-4.2029027221910885e-06,0.0,0.0,0.0,0.03018367249939752,0.030700464520956268,-8.054382861458184e-07,0.0,0.0,0.0,-0.013919031009888417,-0.014157346747440985,-4.493734393373566e-07,0.0,0.0,-0.0,0.19789714935300523,0.20128546029750324,-2.9349063770419364e-06,0.0,0.0,0.0,80.68131978725646,0.0,-767.631481103638,26.1221115936675,26.236593453667503,0.8580355869730001,0.008398066554590713,78.62081428799998,0.9986295347545739,0.0,0.05233595624294384,3.326959613928344e-05,0.0,892.9995036058868,225.48632192365903,210.63313300091988,0.0,2004.0403935054899,180544.17598253812,0.04203000306207244,0.0,0.19773561790729743,2.0169550456596173,2.0169550456596173,0.016955045659617442
0.008888888888888889,90.11930515257635,2.9202752669914442,2.9557242623422004,2793.65641815229,-0.13306016066758264,0.10199081411098943,-0.009221774417791869,1.1233853627414818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.948776755024952,-2.9087444424083313,0.0,0.0,0.0,0.0,0.0,0.0,0.30600075573437413,0.31160541476857406,-2.136968797240348e-06,0.0,0.0,0.0,0.5048223165468524,0.5140685582769091,-3.188447223887978e-06,0.0,0.0,0.0,0.4738459422576786,0.4644865442974621,-0.0074095326691421114,0.05405295383438834,-0.05442040310080637,-0.009221774417791869,0.038612643968547945,0.03931986674429992,-5.639625870756817e-07,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.6638474444444,0.0,0.0,0.0,0.11481737295399219,0.11692034889294148,-3.869070492108365e-06,0.0,0.0,-0.0,0.12556582735307079,0.12786567019813902,-1.1166373205449184e-06,0.0,0.0,0.0,0.8210580622614134,0.8360964254027472,-4.455901145256689e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321617346027025,0.32750803593607375,-2.2177256460193577e-06,0.0,0.0,0.0,0.030151626190033594,0.030703878369006912,-4.2501452876811916e-07,0.0,0.0,0.0,-0.013903666256147482,-0.014158323498754625,-2.3710218958286076e-07,0.0,0.0,-0.0,0.19768703995460346,0.20130784295480122,-1.5486551779978175e-06,0.0,0.0,0.0,80.6038903530944,0.0,-766.8947892475361,26.019547970489448,26.13402983048945,0.8575280314174445,0.00839575894088421,78.54536231155554,0.9986295347545739,0.0,0.05233595624294384,6.101436667610373e-05,0.0,892.9995657375067,225.5199340760708,211.6063202828247,0.0,2013.2996519877465,180494.56517892357,0.046528821646768755,0.0,0.2189008952779413,2.0176486220306304,2.0176486220306304,0.017648622030630664
0.01,89.56298739135202,2.915950436770494,2.9559434177257415,2806.3730336291796,-0.13371354527570578,0.10251486385929887,-0.009185714223886362,1.1233853524090711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9489446880167973,-2.9086800069839738,0.0,0.0,0.0,0.0,0.0,0.0,0.30555816811468617,0.31163660379997715,-3.2756845819211243e-06,0.0,0.0,0.0,0.5040921611362567,0.5141200121337662,-4.88744049450282e-06,0.0,0.0,0.0,0.47305578177949203,0.46445252281772764,-0.00740308222327924,0.05404789857575777,-0.054330329793905514,-0.009185714223886362,0.03855783411233257,0.03932486094804774,-8.645003580589436e-07,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.380467,0.0,0.0,0.0,0.11465439204784751,0.1169351995039172,-5.930777252872742e-06,0.0,0.0,-0.0,0.1253842138125781,0.1278784684558527,-1.7116712216350798e-06,0.0,0.0,0.0,0.8198705157387591,0.8361801114891628,-6.8302321392646665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3211521711770909,0.3275408166835622,-3.3994722636604393e-06,0.0,0.0,0.0,0.030108016047852265,0.030706951564083956,-6.515110758450356e-07,0.0,0.0,0.0,-0.013883930287044025,-0.014160121814927469,-3.6341752645933626e-07,0.0,0.0,-0.0,0.19740111309064293,0.20132799214457145,-2.3738901081390485e-06,0.0,0.0,0.0,80.50711297339305,0.0,-765.9740139861326,25.89159205716334,26.006073917163338,0.8568925869730001,0.00839321890109828,78.45105651399999,0.9986295347545739,0.0,0.05233595624294384,9.892031969385424e-05,0.0,892.999659639478,225.56425858977974,213.02290210326626,0.0,2026.7775277066537,180439.95708532655,0.05246672987867834,0.0,0.24683655713310296,2.0185155924943974,2.0185155924943974,0.018515592494397187
0.01,89.52662306295603,2.9155301603391504,2.9558011730194864,2806.373032247942,-0.13371733672295083,0.10251387066373141,-0.009182789243544867,1.1233853542601338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9489446880167973,-2.908675438480781,0.0,0.0,0.0,0.0,0.0,0.0,0.30551480968699507,0.3116220584285466,-3.494045549700076e-06,0.0,0.0,0.0,0.5040206309145213,0.5140960160227667,-5.213240279572874e-06,0.0,0.0,0.0,0.47298144744003917,0.4644258498217965,-0.0074024443912266,0.05404472797338658,-0.05432183328982046,-0.009182789243544867,0.038552557187215224,0.039323223776525376,-9.221321737502506e-07,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.380467,0.0,0.0,0.0,0.11463870074528498,0.11693033126092854,-6.326131960220092e-06,0.0,0.0,-0.0,0.12536642190604283,0.1278724998379209,-1.8257757240967854e-06,0.0,0.0,0.0,0.819754176854114,0.8361410834990098,-7.285534223310533e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3211065999744694,0.32752552899662424,-3.626084819287278e-06,0.0,0.0,0.0,0.030103743747606507,0.030705518343433522,-6.949446779807434e-07,0.0,0.0,0.0,-0.013882030168374351,-0.01415953230112806,-3.876392386079295e-07,0.0,0.0,-0.0,0.19737310205123632,0.20131859533306282,-2.5321379942879758e-06,0.0,0.0,0.0,80.50711297381818,0.0,-765.9740139901775,25.89159205716334,26.006073917163338,0.8568925869730001,0.008392869459387211,78.45105651399999,0.9986295347545739,0.0,0.05233595624294384,9.536667210401886e-05,0.0,892.999642816837,225.56698630920803,213.0228973672385,0.0,2026.7774826463594,180432.44495946207,0.05284161044168804,0.0,0.24860023151729657,2.0185155924943974,2.0185155924943974,0.018515592494397187
0.0120199047311526,88.50343042421015,2.9075306235362897,2.9561929164873733,2829.8289613834713,-0.13497605392950718,0.10361813765361372,-0.00909984162739495,1.1233852928584647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9492434225028923,-2.9085119698314807,0.0,0.0,0.0,0.0,0.0,0.0,0.30469806235758207,0.31167455487165396,-1.6776517792880878e-05,0.0,0.0,0.0,0.5026732084943439,0.5141826216128617,-2.5031065845645794e-05,0.0,0.0,0.0,0.4714690274367737,0.46435424928505054,-0.0073978694379051,0.05403410151117845,-0.054149358270741854,-0.00909984162739495,0.03846130002999583,0.03934192581955482,-4.427693105479517e-06,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.836514376728,0.0,0.0,0.0,0.11436734126356406,0.1169859430820528,-3.0374741468338494e-05,0.0,0.0,-0.0,0.12503127386397336,0.12789404148181663,-8.766475775873277e-06,0.0,0.0,0.0,0.8175626888689433,0.8362819414120888,-3.4980873600709134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3202481703675553,0.32758070456855226,-1.7410490403530384e-05,0.0,0.0,0.0,0.03002326597195831,0.030710691053301768,-3.3368580990971423e-06,0.0,0.0,0.0,-0.013849170231134704,-0.014166266545092326,-1.8610889444082048e-06,0.0,0.0,-0.0,0.19684545511273446,0.2013525098455323,-1.2158013785698348e-05,0.0,0.0,0.0,80.33116943703358,0.0,-764.300023057844,25.65963053768936,25.774112397689358,0.8557372014667808,0.008390310361840781,78.27960638078966,0.9986295347545739,0.0,0.05233595624294384,7.50663266010574e-05,0.0,893.0002008413031,225.64848193656184,215.63328965420757,0.0,2051.613706233075,180377.41949890967,0.06375105706357706,0.0,0.2999251425723837,2.0200916704617757,2.0200916704617757,0.020091670461775596
0.0130298570967289,87.97442438708697,2.9033297196756642,2.9563413029105945,2839.03244226349,-0.13563998446953607,0.10424196991850176,-0.009049057750839066,1.123385267935379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.949389615198318,-2.9084067081753147,0.0,0.0,0.0,0.0,0.0,0.0,0.3042697180137637,0.3116940456733185,-2.8967784853715702e-05,0.0,0.0,0.0,0.5019665508149955,0.514214776408114,-4.322077698176054e-05,0.0,0.0,0.0,0.4706533340176969,0.4643064418358617,-0.007398931267187096,0.05402721760229484,-0.0540562994980498,-0.009049057750839066,0.038418135693629916,0.03935555670719869,-7.645265280222054e-06,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.040109044911,0.0,0.0,0.0,0.1142389891178039,0.11702647547117322,-5.2447671242992634e-05,0.0,0.0,-0.0,0.12485550497806168,0.12790203943146522,-1.5136976037305422e-05,0.0,0.0,0.0,0.8164133597567582,0.8363342389294862,-6.040091841002792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3197979656917075,0.32760119007319827,-3.0062454610652076e-05,0.0,0.0,0.0,0.029981059283597584,0.03071261156936234,-5.761734469638952e-06,0.0,0.0,0.0,-0.013833627588484058,-0.014171174764087377,-3.2134811171556582e-06,0.0,0.0,-0.0,0.19656872989613322,0.20136510157550422,-2.0993090705353175e-05,0.0,0.0,0.0,80.24318587820417,0.0,-763.4629154131615,25.543955571155813,25.658437431155814,0.8551595087136712,0.00838994465759048,78.19386982354992,0.9986295347545739,0.0,0.05233595624294384,0.00013838353228161663,0.0,893.00042734478,225.69056341900813,216.67606029685322,0.0,2061.5350061693694,180369.5537414588,0.06938338617670492,0.0,0.32642316770449703,2.020879709445465,2.020879709445465,0.0208797094454648
0.0180796189246104,85.33488277441252,2.882408310874705,2.9573353815432943,2888.9393847482024,-0.139221247079925,0.10797206990039354,-0.008724586300195647,1.123385124590085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.950088498378745,-2.9076973386087337,0.0,0.0,0.0,0.0,0.0,0.0,0.30213800849521005,0.3117942917416732,-0.000142149959579258,0.0,0.0,0.0,0.4984497799665751,0.5143801565632383,-0.00021209470566203298,0.0,0.0,0.0,0.4664034396404256,0.464115374491891,-0.007440438283200188,0.05399693256434172,-0.053571206742732434,-0.008724586300195647,0.03825186640373855,0.0394743900396757,-3.7513299538880304e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2888.94813957765,0.0,0.0,0.0,0.11374457586074221,0.11737983462123532,-0.0002573675997869411,0.0,0.0,-0.0,0.1239807690032069,0.12794317488710044,-7.427717241959712e-05,0.0,0.0,0.0,0.8106935788287424,0.8366032181430672,-0.0002964073903835916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3175574654804828,0.32770655214780003,-0.00014752194881421322,0.0,0.0,0.0,0.02977101238879527,0.03072248926385626,-2.827058916469838e-05,0.0,0.0,0.0,-0.013773757233136747,-0.014213964348665207,-1.577341287520974e-05,0.0,0.0,-0.0,0.19519157203992274,0.20142986399242235,-0.00010301508665946594,0.0,0.0,0.0,79.80316983109509,0.0,-759.2764423752592,24.9686237874116,25.083105647411603,0.8522709653291983,0.008398903432673582,77.76509129762555,0.9986295347545739,0.0,0.05233595624294384,0.0004900090527894637,0.0,893.0017300811287,225.9011069439959,222.2943507438988,0.0,2114.9894690922383,180562.13066460472,0.09750730609861924,0.0,0.45873580816569637,2.024819904363911,2.024819904363911,0.024819904363910825
