Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsFX(N),FirstStage.AvionicsFY(N),FirstStage.AvionicsFZ(N),FirstStage.AvionicsMX(Nm),FirstStage.AvionicsMY(Nm),FirstStage.AvionicsMZ(Nm),FirstStage.AvionicsTubeFX(N),FirstStage.AvionicsTubeFY(N),FirstStage.AvionicsTubeFZ(N),FirstStage.AvionicsTubeMX(Nm),FirstStage.AvionicsTubeMY(Nm),FirstStage.AvionicsTubeMZ(Nm),FirstStage.BoatTailFX(N),FirstStage.BoatTailFY(N),FirstStage.BoatTailFZ(N),FirstStage.BoatTailMX(Nm),FirstStage.BoatTailMY(Nm),FirstStage.BoatTailMZ(Nm),FirstStage.CanardsFX(N),FirstStage.CanardsFY(N),FirstStage.CanardsFZ(N),FirstStage.CanardsMX(Nm),FirstStage.CanardsMY(Nm),FirstStage.CanardsMZ(Nm),FirstStage.ChutesFX(N),FirstStage.ChutesFY(N),FirstStage.ChutesFZ(N),FirstStage.ChutesMX(Nm),FirstStage.ChutesMY(Nm),FirstStage.ChutesMZ(Nm),FirstStage.FinCanFX(N),FirstStage.FinCanFY(N),FirstStage.FinCanFZ(N),FirstStage.FinCanMX(Nm),FirstStage.FinCanMY(Nm),FirstStage.FinCanMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.LowerInjectorBulkheadMassFX(N),FirstStage.LowerInjectorBulkheadMassFY(N),FirstStage.LowerInjectorBulkheadMassFZ(N),FirstStage.LowerInjectorBulkheadMassMX(Nm),FirstStage.LowerInjectorBulkheadMassMY(Nm),FirstStage.LowerInjectorBulkheadMassMZ(Nm),FirstStage.MotorCasingFX(N),FirstStage.MotorCasingFY(N),FirstStage.MotorCasingFZ(N),FirstStage.MotorCasingMX(Nm),FirstStage.MotorCasingMY(Nm),FirstStage.MotorCasingMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeFX(N),FirstStage.NoseConeFY(N),FirstStage.NoseConeFZ(N),FirstStage.NoseConeMX(Nm),FirstStage.NoseConeMY(Nm),FirstStage.NoseConeMZ(Nm),FirstStage.NozzleFX(N),FirstStage.NozzleFY(N),FirstStage.NozzleFZ(N),FirstStage.NozzleHousingMassFX(N),FirstStage.NozzleHousingMassFY(N),FirstStage.NozzleHousingMassFZ(N),FirstStage.NozzleHousingMassMX(Nm),FirstStage.NozzleHousingMassMY(Nm),FirstStage.NozzleHousingMassMZ(Nm),FirstStage.NozzleMX(Nm),FirstStage.NozzleMY(Nm),FirstStage.NozzleMZ(Nm),FirstStage.PayloadFX(N),FirstStage.PayloadFY(N),FirstStage.PayloadFZ(N),FirstStage.PayloadMX(Nm),FirstStage.PayloadMY(Nm),FirstStage.PayloadMZ(Nm),FirstStage.PlumbingFX(N),FirstStage.PlumbingFY(N),FirstStage.PlumbingFZ(N),FirstStage.PlumbingMX(Nm),FirstStage.PlumbingMY(Nm),FirstStage.PlumbingMZ(Nm),FirstStage.PressureVesselFX(N),FirstStage.PressureVesselFY(N),FirstStage.PressureVesselFZ(N),FirstStage.PressureVesselMX(Nm),FirstStage.PressureVesselMY(Nm),FirstStage.PressureVesselMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),FirstStage.UnburntFuelFX(N),FirstStage.UnburntFuelFY(N),FirstStage.UnburntFuelFZ(N),FirstStage.UnburntFuelMX(Nm),FirstStage.UnburntFuelMY(Nm),FirstStage.UnburntFuelMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0.0007213540012101776,92.58641851977234,10.361563680571647,0.08234355382529429,1.9904793387345117,0.018215984932798558,-1.6730471463288081,-0.0010477110635215316,1.1927830482633681,0.0,0.0,0.0,0.0,0.0,-3.19969885583055,-3.361169295691705,0.0,0.0,0.0,0.0,0.0,0.0,0.8672519981497981,0.006865537329675149,-9.382362178465898e-05,0.0,0.0,0.0,-0.19263362625916822,-0.0015249700834988134,-3.2193416064083185e-05,0.0,0.0,-0.0,0.3407587404548113,0.0017671126084699326,-0.0026932134516810848,0.00011274013283624628,-0.02174008916005144,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,2.792534783647285,0.022106898389913168,-0.00022952650522802264,0.0,0.0,0.0,1.5496043218564344,0.013514798008262658,-0.012433311569862986,0.0022613227218047116,-0.25390817481138134,-0.001047711063521528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006383726918151,0.0,0.0,0.0,0.5350934062754674,0.004236028009718926,-4.745518396047535e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556177003304185,0.02815221644828085,-0.00027737604394378716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127770531428342,0.007225933114472425,-9.748839111437033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62097789153348,0.0,-1163.2326115016679,250.23143155387697,250.52333155387697,1.1978067357390527,0.008917082296830962,118.53492006749603,0.9998476951563913,0.0,0.01745240643728351,1.2931156376674402e-06,0.0,276.75003957630804,180.45356839399548,-40.43998269694983,-0.0,-1158.0495872665801,202744.4095394922,-0.0004923274992631361,0.0,-0.007040611255963698,3.0239193965582882,0.02391939655828839,0.02391939655828839
0.000742796761470365,92.59104163435047,10.36183726983486,0.0824668718643425,2.0501171661131967,0.018243228780826647,-1.6731322016639782,-0.0010492612093737953,1.192783048136513,0.0,0.0,0.0,0.0,0.0,-3.1996976031160846,-3.361171999035412,0.0,0.0,0.0,0.0,0.0,0.0,0.8672759287745355,0.006875819784666542,-9.415109003512888e-05,0.0,0.0,0.0,-0.1926396444944845,-0.0015272595894571962,-3.2305750074747135e-05,0.0,0.0,-0.0,0.3407524525879007,0.0017697657081301354,-0.0026933449796362413,0.0001129093981149192,-0.021739688000019332,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,2.7926118397994952,0.022140007697572326,-0.00023032774123821776,0.0,0.0,0.0,1.5496491984908884,0.01353501540814258,-0.012433819398388099,0.0022647052809711783,-0.2539155410198159,-0.0010492612093737919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0660249088816127,0.0,0.0,0.0,0.5351101235957901,0.004242387748492212,-4.762081417188608e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5562751311119567,0.02819437977572883,-0.00027834434177272734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128022399687786,0.007236755331067071,-9.782865309911916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620936047238104,0.0,-1163.2314132378272,250.23122478701214,250.52312478701214,1.197805763183303,0.008917238266209913,118.534797962889,0.9998476951563913,0.0,0.01745240643728351,1.3262778719540113e-06,0.0,276.75004067728895,180.45423513748614,-40.43786055909037,-0.0,-1157.988817189335,202747.9557375516,-0.0005069496310735398,0.0,-0.007249717482945932,3.0239548888267938,0.023954888826793606,0.023954888826793606
0.0007535181416004586,92.59335290178448,10.361974067923944,0.08252853213354562,2.0799360778755336,0.018256850857429147,-1.6731747233551073,-0.0010500362657454299,1.1927830480736668,0.0,0.0,0.0,0.0,0.0,-3.1996969767586116,-3.3611733500036367,0.0,0.0,0.0,0.0,0.0,0.0,0.8672878940121238,0.006880961117315864,-9.431503592140281e-05,0.0,0.0,0.0,-0.19264265403819408,-0.0015284043754389305,-3.236198966141052e-05,0.0,0.0,-0.0,0.3407493108420803,0.0017710922962931115,-0.0026934107845804195,0.00011299403319985723,-0.02173948755957234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.792650367634808,0.022156562689994552,-0.00023072887764278544,0.0,0.0,0.0,1.5496716380214446,0.013545124275154051,-0.012434073442255889,0.002266396588153445,-0.2539192243290336,-0.0010500362657454299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0958454998633433,0.0,0.0,0.0,0.5351184834394281,0.0042455677095525855,-4.770373638335451e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5563241947092066,0.028215461870636494,-0.0002788291172331376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128148333030452,0.007242166550037898,-9.79990041314885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62091512509048,0.0,-1163.2308141059082,250.23112140357824,250.52302140357824,1.1978052769054284,0.008917316270257302,118.53473691058548,0.9998476951563913,0.0,0.01745240643728351,1.342506295259201e-06,0.0,276.75004122273623,180.45456850237306,-40.43679949022368,-0.0,-1157.9584321525178,202749.72927680713,-0.0005142598506945013,0.0,-0.007354258494008569,3.023972634961046,0.023972634961046214,0.023972634961046214
0.000807125042250927,92.60490837641098,10.362658113400089,0.08283684607521383,2.2290306160810864,0.01832496272143834,-1.6733872871309614,-0.0010539113743073258,1.1927830477600798,0.0,0.0,0.0,0.0,0.0,-3.199693844968839,-3.361180098945939,0.0,0.0,0.0,0.0,0.0,0.0,0.8673477216089006,0.006906668840634198,-9.513702647867636e-05,0.0,0.0,0.0,-0.19265770680519054,-0.0015341286399313853,-3.2643962644021014e-05,0.0,0.0,-0.0,0.34073361810676644,0.0017777256257205391,-0.0026937402518182147,0.00011341723341766469,-0.021738486377726105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7928430113477987,0.0222393410655163,-0.00023274009478718583,0.0,0.0,0.0,1.5497838525311627,0.013595670286398366,-0.0124353450709508,0.002274853400905725,-0.253937643705022,-0.0010539113743073258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.244948454771997,0.0,0.0,0.0,0.5351602966810849,0.004261468444253848,-4.8119491087127206e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556569518472398,0.028320876692011377,-0.000281259684328731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128778014571681,0.007269223760610584,-9.885310881530514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62081051435246,0.0,-1163.2278184463187,250.2306044863932,250.5225044863932,1.197802845516054,0.008917706509471345,118.5344316490679,0.9998476951563913,0.0,0.01745240643728351,1.4232571477550918e-06,0.0,276.75004394438196,180.4562352576619,-40.43149414654212,-0.0,-1157.8065069871,202758.60195198603,-0.0005508100084735592,0.0,-0.00787695010203704,3.0240613656323094,0.024061365632309255,0.024061365632309255
0.0008166551579221215,92.60696244365828,10.362779730193058,0.08289165963604463,2.2555363082250404,0.01833707175669369,-1.6734250677958915,-0.0010546002524677855,1.1927830477046666,0.0,0.0,0.0,0.0,0.0,-3.199693288205794,-3.361181297679469,0.0,0.0,0.0,0.0,0.0,0.0,0.867358357777841,0.006911239287152663,-9.528354639679364e-05,0.0,0.0,0.0,-0.19266038369898889,-0.0015351463451735191,-3.269422425737246e-05,0.0,0.0,-0.0,0.34073083133362936,0.0017789049519089594,-0.0026937988995255164,0.00011349247332626046,-0.021738308584204537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.792877259607582,0.022254057815557622,-0.00023309859496229934,0.0,0.0,0.0,1.5498038045123759,0.013604656536039773,-0.012435571379189755,0.002276356882526446,-0.25394091872047425,-0.0010546002524677855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2714556467557574,0.0,0.0,0.0,0.5351677324971914,0.004264295403259777,-4.81935994127699e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5566131322080476,0.028339617861635046,-0.00028169293388256237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128889959553793,0.007274034125664304,-9.900535309041817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62079191688796,0.0,-1163.2272858846145,250.2305125900021,250.5224125900021,1.1978024132690543,0.008917775922421621,118.53437738035365,0.9998476951563913,0.0,0.01745240643728351,1.4374085134090028e-06,0.0,276.75004442531485,180.45653155767363,-40.43055097444484,-0.0,-1157.7794980720328,202760.18015981687,-0.0005573073220834912,0.0,-0.007969866015537872,3.0240771399738673,0.02407713997386713,0.02407713997386713
0.0008285678025111144,92.60952992609259,10.362931754880771,0.08296017751824467,2.2886684219034628,0.018352208160583167,-1.673472290040574,-0.0010554613373770783,1.1927830476355477,0.0,0.0,0.0,0.0,0.0,-3.1996925922518074,-3.3611827956387024,0.0,0.0,0.0,0.0,0.0,0.0,0.8673716530534333,0.006916952423666753,-9.546686111991409e-05,0.0,0.0,0.0,-0.19266373017547017,-0.0015364185014561456,-3.27571077702412e-05,0.0,0.0,-0.0,0.3407273491602508,0.0017803791383682191,-0.002693872241310672,0.00011358652504455263,-0.02173808642479751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7929200701397328,0.02227245400544633,-0.00023354712367130631,0.0,0.0,0.0,1.549828745649936,0.01361588947204144,-0.01243585436674565,0.002278236255024178,-0.2539450126849435,-0.0010554613373770783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304589636735458,0.0,0.0,0.0,0.535177028265195,0.004267829170711516,-4.8286318186265765e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5566676496417515,0.028363044645005383,-0.0002822349834875419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129029891459419,0.0072800471644611725,-9.919582970356279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620768670057345,0.0,-1163.226620182485,250.23039771951193,250.52229771951193,1.1978018729603046,0.008917862704351723,118.53430954446085,0.9998476951563913,0.0,0.01745240643728351,1.4550094732536067e-06,0.0,276.7500450252084,180.45690192757735,-40.42937200937114,-0.0,-1157.7457369295707,202762.15327755455,-0.0005654287551352102,0.0,-0.008086007919136735,3.0240968579008145,0.02409685790081447,0.02409685790081447
0.0008285678025111144,92.6095299260926,10.362931754880796,0.0829601775182448,2.2886684219034628,0.018352208160583125,-1.6734722900405803,-0.0010554613373770783,1.1927830476355503,0.0,0.0,0.0,0.0,0.0,-3.1996925922518074,-3.361182795638703,0.0,0.0,0.0,0.0,0.0,0.0,0.8673716530534352,0.006916952423666768,-9.54668611199063e-05,0.0,0.0,0.0,-0.1926637301754706,-0.0015364185014561489,-3.2757107770238526e-05,0.0,0.0,-0.0,0.34072734916025155,0.0017803791383682228,-0.002693872241310677,0.00011358652504455289,-0.021738086424797555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.792920070139739,0.022272454005446377,-0.00023354712367128731,0.0,0.0,0.0,1.5498287456499398,0.01361588947204144,-0.012435854366745677,0.002278236255024168,-0.25394501268494407,-0.0010554613373770783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304589636735458,0.0,0.0,0.0,0.5351770282651961,0.004267829170711525,-4.8286318186261855e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556667649641759,0.028363044645005445,-0.0002822349834875189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129029891459438,0.007280047164461188,-9.91958297035547e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620768670057345,0.0,-1163.226620182485,250.23039771951193,250.52229771951193,1.1978018729603046,0.008917862704351721,118.53430954446085,0.9998476951563913,0.0,0.01745240643728351,1.4550083105311088e-06,0.0,276.7500450251813,180.45690192757735,-40.42937200937114,-0.0,-1157.7457369295707,202762.15327755487,-0.0005654287551352311,0.0,-0.008086007919137031,3.0240968579008145,0.02409685790081447,0.02409685790081447
0.0008502250070684976,92.6141974273379,10.363208147541057,0.08308474577943624,2.34890264666046,0.018379726474040518,-1.673558130708575,-0.0010570267541051837,1.1927830475100347,0.0,0.0,0.0,0.0,0.0,-3.199691327005978,-3.361185517686023,0.0,0.0,0.0,0.0,0.0,0.0,0.8673958241764309,0.006927339137338545,-9.580060405219196e-05,0.0,0.0,0.0,-0.1926698151371274,-0.0015387313539933821,-3.287159341670971e-05,0.0,0.0,-0.0,0.34072102194456705,0.001783059293456062,-0.0026940056699670785,0.00011375751643422235,-0.021737682754350448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.792997900691723,0.022305899024054696,-0.00023436371596935365,0.0,0.0,0.0,1.5498740922188017,0.01363631131845614,-0.012436369135365258,0.0022816530151614786,-0.25395245611336853,-0.0010570267541051837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3648272769531227,0.0,0.0,0.0,0.5351939309364652,0.004274253761092729,-4.84551220579746e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556766763615465,0.028405635486396734,-0.00028322184024367916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129284290947316,0.007290979112634716,-9.954261159064575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62072640728673,0.0,-1163.2254099350814,250.23018888479675,250.52208888479674,1.1978008906782402,0.008918020520126631,118.53418621871268,0.9998476951563913,0.0,0.01745240643728351,1.486919158389281e-06,0.0,276.75004611453636,180.45757524600623,-40.42722864935232,-0.0,-1157.6843591291954,202765.74145664717,-0.0005801933207541493,0.0,-0.008297151044478503,3.0241327051196376,0.024132705119637797,0.024132705119637797
0.0008610536093471892,92.61653088222097,10.36334634739356,0.08314703118472849,2.3790197570744547,0.018393485784632405,-1.6736010449546064,-0.0010578094453369546,1.19278304744787,0.0,0.0,0.0,0.0,0.0,-3.1996906943828183,-3.3611868779930423,0.0,0.0,0.0,0.0,0.0,0.0,0.8674079096616136,0.006932532601437535,-9.596769141391452e-05,0.0,0.0,0.0,-0.1926728580520026,-0.0015398878140029085,-3.292891023712237e-05,0.0,0.0,-0.0,0.34071786056606423,0.001784399410190939,-0.0026940724260157796,0.00011384301462940354,-0.021737481061356662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.793036815721982,0.02232262187874398,-0.0002347725406450652,0.0,0.0,0.0,1.5498967667399262,0.013646522411809695,-0.012436626651718005,0.0022833614233348596,-0.25395617803652415,-0.0010578094453369546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.394946097061955,0.0,0.0,0.0,0.535202383477785,0.00427746615000808,-4.853963319076824e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556816320289387,0.028426931346925984,-0.0002837159074088123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129411489888045,0.007296445199615193,-9.971622687049028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62070527590149,0.0,-1163.2248048113813,250.23008446743762,250.52198446743762,1.197800399537208,0.008918099447730646,118.53412455583859,0.9998476951563913,0.0,0.01745240643728351,1.5025148154372599e-06,0.0,276.75004665406846,180.45791189822634,-40.426156969407195,-0.0,-1157.6536702308485,202767.53599457536,-0.0005875747402591799,0.0,-0.00840271026132073,3.0241506287290494,0.02415062872904946,0.02415062872904946
0.0009151966207406471,92.62819727594393,10.36403740277099,0.08345847105973148,2.529605288124126,0.018462283829531356,-1.6738155706636926,-0.001061722722131262,1.1927830471377017,0.0,0.0,0.0,0.0,0.0,-3.199687531264566,-3.361193673518656,0.0,0.0,0.0,0.0,0.0,0.0,0.8674683385245491,0.006958501003335358,-9.68054349408506e-05,0.0,0.0,0.0,-0.19268807777350092,-0.001545670456166998,-3.321628500365806e-05,0.0,0.0,-0.0,0.3407020699748045,0.0017911003912314055,-0.0026944066572196558,0.00011427053095689414,-0.021736473636392542,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,2.7932313955004586,0.022406239634286906,-0.00023682231080941876,0.0,0.0,0.0,1.5500101565395816,0.013697579585572016,-0.012437915670288738,0.002291903746107665,-0.2539747905387543,-0.0010617227221312586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5455401976061154,0.0,0.0,0.0,0.5352446604819471,0.004293529044908329,-4.896335556100375e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.557064109551523,0.028533415083877432,-0.000286193067998275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130047499716246,0.007323776772687024,-0.00010058670016767689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620599618975355,0.0,-1163.2217791928833,250.22956238062602,250.52146238062602,1.1977979438320472,0.00891849430895514,118.53381624146816,0.9998476951563913,0.0,0.01745240643728351,1.5800945871622446e-06,0.0,276.75004934604215,180.45959508880597,-40.42079857034648,-0.0,-1157.5002257581548,202776.51375923463,-0.0006244808785469625,0.0,-0.008930492627798365,3.024240246776108,0.024240246776107772,0.024240246776107772
0.000924822044988373,92.63027105719875,10.364160265938754,0.08351384038605036,2.5563760455920375,0.018474514854461763,-1.6738536999581521,-0.0010624183847054158,1.1927830470829015,0.0,0.0,0.0,0.0,0.0,-3.1996869689320033,-3.36119488051352,0.0,0.0,0.0,0.0,0.0,0.0,0.8674790815882679,0.00696311779642406,-9.695476315647063e-05,0.0,0.0,0.0,-0.19269078436449427,-0.0015466985409708662,-3.326750959507416e-05,0.0,0.0,-0.0,0.3406992658634532,0.001792291745894436,-0.0026944661532873056,0.00011434653827092796,-0.02173629473670912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7932659879593773,0.022421105619394584,-0.00023718768388434735,0.0,0.0,0.0,1.5500303175155277,0.013706656713918677,-0.01243814507471518,0.0022934224303925326,-0.25397809989688014,-0.0010624183847054158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5723124821472996,0.0,0.0,0.0,0.5352521787902619,0.004296384836030185,-4.903888429038946e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.557108161610467,0.028552346298156648,-0.0002866346238413819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130160569758908,0.007328635917202649,-0.0001007418624920187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62058083552185,0.0,-1163.2212413051514,250.22946956519013,250.52136956519013,1.1977975072622407,0.008918564544305499,118.53376143002451,0.9998476951563913,0.0,0.01745240643728351,1.593678661103484e-06,0.0,276.7500498216568,180.45989431040795,-40.41984596618407,-0.0,-1157.4729467440818,202778.11066576844,-0.0006310414676813252,0.0,-0.0090243134234563,3.0242561788733626,0.024256178873362583,0.024256178873362583
0.0009368538252980303,92.6328631800437,10.364313848667186,0.0835830529937934,2.589839490895459,0.018489803746270867,-1.673901357922421,-0.001063287949685271,1.1927830470145524,0.0,0.0,0.0,0.0,0.0,-3.199686266016119,-3.3611963887908765,0.0,0.0,0.0,0.0,0.0,0.0,0.8674925104836156,0.0069688888677266695,-9.714159154974079e-05,0.0,0.0,0.0,-0.19269416796942782,-0.0015479836722617573,-3.3331597960109735e-05,0.0,0.0,-0.0,0.34069576204208973,0.0017937809685932,-0.0026945405561310085,0.00011444154928724725,-0.02173607119618088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7933092287445755,0.022439688358190036,-0.0002376448117964464,0.0,0.0,0.0,1.5500555199195578,0.013718003250580684,-0.012438431934480718,0.002295320806595086,-0.25398223679356324,-0.001063287949685271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60577783782378,0.0,0.0,0.0,0.5352615776928551,0.004299954645171549,-4.9133380236770494e-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.557163226953548,0.02857601064380769,-0.00028718706607240005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130301908003717,0.007334709931985334,-0.00010093599009400426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62055735620499,0.0,-1163.220568945487,250.229353545894,250.521253545894,1.1977969615499828,0.008918652354536729,118.53369291571998,0.9998476951563913,0.0,0.01745240643728351,1.610568253292969e-06,0.0,276.7500504148628,180.46026833219798,-40.41865521102991,-0.0,-1157.4388479778893,202780.1071637297,-0.0006392419909360178,0.0,-0.009141586369652066,3.024276093994931,0.024276093994931098,0.024276093994931098
